Katsesõna	Tähendus	vastus	põhjendus
kommima	"millegi kohta selgitusi esitama või arvamust avaldama	 mingi sündmuse, teksti vm kohta selgitavaid, täiendavaid või arvustavaid märkusi tegema, oma arvamust avaldama"	informaalsetes	"Sõna ""kommima"" on ingliskeelse ""comment"" eestindatud variant, mida kasutatakse peamiselt internetisuhtluses ja kõnekeeles. See on levinud blogides, foorumites, sotsiaalmeedia postitustes ja kommentaariumides, kus inimesed ""kommivad"" postitusi või artikleid. Neutraalses või formaalses keelekasutuses eelistatakse selle asemel väljendeid nagu ""kommenteerima"", ""arvamust avaldama"" või ""märkusi tegema"". ""Kommima"" on selgelt internetikeele ja kõnekeele sõna, mis pole veel kinnistunud formaalses keelekasutuses."
kommionu	(seksuaalselt) ohtlik lastemeelitaja	informaalsetes	"Sõna 'kommionu' tähenduses '(seksuaalselt) ohtlik lastemeelitaja' on selgelt informaalse registri väljend. See on kõnekeelne, veidi eufemistlik ja metafoorne viis viidata pedofiilidele või lastele ohtlikele isikutele. Väljend põhineb stereotüüpsel kujutlusel, et võõras meelitab lapsi kommidega. Sellist väljendit kasutatakse tõenäoliselt pigem igapäevases kõnekeeles, sotsiaalmeedia postitustes, foorumites või kommentaariumides, mitte ametlikes või formaalsetes tekstides, kus kasutataks täpsemat ja neutraalsemat terminoloogiat (nt ""pedofiil"", ""seksuaalkurjategija"" vms)."
kommu	"kommunismi pooldaja	 kommunistliku partei liige"	informaalsetes	Sõna 'kommu' on lühendatud, kõnekeelne vorm sõnast 'kommunist'. See on slängisõna, mida kasutatakse peamiselt informaalsetes kontekstides nagu vestlused, sotsiaalmeedia, foorumid ja kommentaariumid. Ametlikes või formaalsetes tekstides (nt akadeemilised artiklid, ametlikud dokumendid) kasutatakse tavaliselt täispikka vormi 'kommunist'. Sõna 'kommu' võib mõnikord kanda ka halvustavat varjundit, mis samuti viitab selle informaalsele kasutusele.
kommunaalid	rahasumma, mis makstakse eluaseme vm hoone kütte, vee, prügiveo, elektri vm kommunaalteenuste eest	neutraalsetes/formaalsetes	"Sõna ""kommunaalid"" tähenduses ""rahasumma, mis makstakse eluaseme vm hoone kütte, vee, prügiveo, elektri vm kommunaalteenuste eest"" on laialt levinud neutraalne termin, mida kasutatakse nii igapäevases kõnepruugis kui ka ametlikes kontekstides. See esineb sageli üürilepingutes, kinnisvarakuulutustes, eluasemekulude aruteludes ja ametlikes dokumentides. Kuigi sõna on kõnekeelne lühend väljendist ""kommunaalteenuste maksed"" või ""kommunaalkulud"", on see piisavalt juurdunud ja aktsepteeritud ka neutraalsetes ja formaalsetes kontekstides, mistõttu ei vaja eraldi informaalsuse märgendit."
komnoor	(Nõukogude ajal:) kommunistliku noorsooühingu liige, kommunistlik noor	neutraalsetes/formaalsetes	"Sõna ""komnoor"" oli Nõukogude ajal ametlik lühend kommunistliku noorsooühingu liikme kohta. Seda kasutati neutraalses kontekstis ametlikus keeles, dokumentides, ajakirjanduses ja haridusasutustes. Kuigi tegemist on lühendiga, ei olnud see slängilik ega informaalne, vaid pigem ametlik termin, mida kasutati ka formaalsetes kontekstides. Tänapäeval on see ajaloolise tähendusega sõna, mida kasutatakse peamiselt neutraalses kontekstis Nõukogude perioodi kirjeldamisel."
kompra	kompromiteerivad materjalid, mida kellegi kohta kogutakse	informaalsetes	"Sõna 'kompra' tähenduses 'kompromiteerivad materjalid, mida kellegi kohta kogutakse' on kõnekeelne lühend, mida kasutatakse peamiselt informaalsetes kontekstides. See on tüüpiline näide keelelisest ökonoomsusest, kus pikem väljend (kompromiteerivad materjalid) on lühendatud mugavamaks kasutamiseks igapäevases suhtluses. Sellist lühendit kohtab tõenäoliselt sotsiaalmeedia postitustes, foorumites, kommentaariumides ja muudes mitteametlikes tekstides. Ametlikes dokumentides või formaalsetes tekstides kasutataks pigem täispikka väljendit ""kompromiteerivad materjalid""."
kompunnima	kombineerima	informaalsetes	"Sõna ""kompunnima"" tähenduses ""kombineerima"" on kõnekeelne, slängisõna, mida kasutatakse peamiselt informaalsetes kontekstides. See ei ole standardne eesti kirjakeele sõna, vaid pigem kõnekeelne variant, mida võib kohata blogides, foorumites, sotsiaalmeedia postitustes ja muudes mitteametlikes suhtluskanalites. Sõna kõlab mänguliselt ja on tõenäoliselt tekkinud sõnast ""kombineerima"" kõnekeelse lühendamise või moonutamise teel."
kondiaur	(naljatamisi lihasejõu, füüsilise pingutuse kohta)	informaalsetes	"Sõna ""kondiaur"" tähenduses ""lihasejõud, füüsiline pingutus"" on selgelt naljatlev, kõnekeelne väljend, mida kasutatakse peamiselt informaalsetes kontekstides. Selle metafoorne ja humoorikas iseloom viitab, et tegemist ei ole neutraalse või formaalse keelekasutusega. Väljend sobib hästi vabamasse suhtlusse, blogidesse, sotsiaalmeediasse või kõnekeelsesse vestlusse, kus tahetakse füüsilist pingutust humoorikalt kirjeldada. Ametlikes dokumentides või formaalses kirjakeeles sellist väljendit tavaliselt ei kohta."
konku	väike, kitsas (ja pime) ruum	informaalsetes	Sõna 'konku' tähenduses 'väike, kitsas (ja pime) ruum' on pigem kõnekeelne ja informaalne väljend. See esineb sagedamini suulises kõnes, ilukirjanduses tegelaste dialoogides ning informaalsetes tekstides nagu blogid või foorumid. Ametlikes või formaalsetes tekstides kasutatakse selle asemel neutraalsemaid väljendeid nagu 'väike ruum', 'kitsas ruum', 'panipaik' vms. Sõnal on teatav ekspressiivne varjund, mis viitab selle informaalsele kasutusele.
kontorirott	kantseleiametnik	informaalsetes	"Sõna ""kontorirott"" on kõnekeelne ja veidi halvustava varjundiga väljend, mida kasutatakse kantseleiametnike kohta. See on metafoorne nimetus, mis viitab inimesele, kes veedab kogu oma aja kontoris ""närides pabereid"" nagu rott. Seda väljendit kohtab peamiselt informaalsetes kontekstides nagu blogid, sotsiaalmeedia postitused, foorumid või kõnekeelses suhtluses. Ametlikes või formaalsetes tekstides (nt ametikirjad, õigusaktid, teadusartiklid) kasutatakse neutraalseid termineid nagu ""kantseleiametnik"", ""bürootöötaja"" või ""kontoritöötaja""."
kontra	vastandatuna	neutraalsetes/formaalsetes	"Sõna ""kontra"" tähenduses ""vastandatuna"" on levinud pigem neutraalsetes ja formaalsetes kontekstides, eriti akadeemilistes, filosoofilistes ja õiguslikes tekstides. Seda kasutatakse sageli argumentide või seisukohtade vastandamisel (nt ""argument X kontra argument Y""). See on võõrsõnaline väljend, mis on eesti keeles kasutusel spetsiifilistes kontekstides, kuid ei ole eriti kõnekeelne ega informaalne. Sõna on pärit ladinakeelsest sõnast ""contra"" ja seda kasutatakse sarnaselt ka teistes keeltes, mis viitab selle neutraalsele või formaalsele registrile."
kontraht	"dokument, mis määrab isikute, asutuste vm vahelise kokkuleppe osaliste kohustused ja õigused	 dokument, mis määrab õigused ja kohustused osaliste vahel, kes sõlmivad mingi kokkuleppe"	informaalsetes	"Sõna ""kontraht"" on vananenud või murdekeelne variant sõnast ""kontraht"" (leping, kokkulepe). Tänapäeva eesti keeles kasutatakse ametlikus ja neutraalses keeles selle asemel sõna ""leping"" või ""kokkulepe"". ""Kontraht"" esineb peamiselt vanemas kirjanduses, murdetekstides või informaalsetes kontekstides, kus seda võidakse kasutada kõnekeelse või humoristliku varjundiga. Ametlikes ja formaalsetes dokumentides seda sõna tänapäeval ei kasutata."
koobard	viletsas seisus, vaevaliselt liikuv inimene	informaalsetes	"Sõna ""koobard"" tähenduses ""viletsas seisus, vaevaliselt liikuv inimene"" on pigem kõnekeelne ja emotsionaalselt laetud väljend, mida kasutatakse enamasti informaalsetes kontekstides. See on mõnevõrra halvustava varjundiga sõna, mida kohtab tõenäolisemalt argivestlustes, foorumites, kommentaariumides või ilukirjanduses tegelaste kõnes. Neutraalsetes või formaalsetes tekstides (nt ametlikes dokumentides, teadustekstides) kasutataks sama mõtte väljendamiseks pigem neutraalsemaid termineid nagu ""liikumisraskustega isik"" või ""kehva tervisliku seisundiga inimene""."
koolema	"elus olemast lakkama	 kui keegi sureb, siis ta elu lõpeb"	neutraalsetes/formaalsetes	"Sõna ""koolema"" on eesti keeles pigem vanamoodne või murdelisem sünonüüm sõnale ""surema"". Seda kasutatakse sageli ilukirjanduses, luules ja formaalsemas keelekasutuses, eriti kui soovitakse väljenduda poeetilisemalt või arhailisemalt. Sõna esineb ka rahvapärimuses ja vanemas kirjanduses. Kuigi see pole igapäevases kõnekeeles väga levinud, ei ole see siiski slängisõna ega informaalne väljend, vaid pigem neutraalse või formaalse registri sõna, millel on teatud stiilivarjund."
kooliplika	kooliealine, koolis käiv tütarlaps	informaalsetes	"Sõna ""kooliplika"" on pigem informaalse registri sõna, kuna ""plika"" ise on kõnekeelne sõna tütarlapse kohta. Neutraalsemas või formaalsemas kontekstis kasutataks pigem väljendeid nagu ""kooliõpilane"", ""kooliealine tüdruk"", ""koolilaps"" või ""kooliealine tütarlaps"". ""Kooliplika"" võib mõnikord kanda ka veidi halvustavat varjundit, eriti täiskasvanute kõnes, ja seda kohtab sagedamini informaalsetes suhtlusolukordades, sotsiaalmeedia postitustes, blogides või kõnekeelses vestluses."
koolitükk	"koolist koduülesandeks antu	 see, mis koolis koduseks ülesandeks antakse"	neutraalsetes/formaalsetes	"Sõna ""koolitükk"" tähenduses ""koolist koduülesandeks antu"" on neutraalse registriga sõna, mida kasutatakse tavapäraselt haridusega seotud kontekstis. See on standardne termin, mida võib kohata nii õpetajate, õpilaste kui ka lapsevanemate kõnes, samuti haridusega seotud tekstides. Sõnal puuduvad selged informaalsuse tunnused ning see on üldlevinud ja aktsepteeritud termin koolikontekstis. Sõna kasutatakse nii igapäevases suhtluses kui ka formaalsemas haridusalases kirjanduses."
koolma	"elus olemast lakkama	 kui keegi sureb, siis ta elu lõpeb"	neutraalsetes/formaalsetes	"Sõna ""koolma"" on arhailine või poeetiline sünonüüm sõnale ""surema"". Seda kasutatakse pigem ilukirjanduses, luules või pidulikumas keelekasutuses. See ei ole tavapärane igapäevases kõnekeeles või informaalsetes tekstides. Sõna kannab teatud stiilivarjundit ja kuulub pigem kõrgemasse või neutraalsesse registrisse, eriti kirjalikes tekstides, kus soovitakse väljenduda poeetilisemalt või vanamoodsalt."
koolmeisterdama	õpetajaametit pidama	informaalsetes	Sõna 'koolmeisterdama' tähenduses 'õpetajaametit pidama' on pigem vanamoeline ja kõnekeelne väljend, mida tänapäeval kasutatakse peamiselt informaalsetes kontekstides. See on tuletatud sõnast 'koolmeister', mis on samuti arhailine nimetus õpetaja kohta. Tänapäevases neutraalses või formaalses keelekasutuses eelistatakse väljendeid nagu 'õpetajana töötama' või 'õpetajaametit pidama'. Sõna 'koolmeisterdama' võib esineda humoristlikus või iroonilises kontekstis, blogides, ilukirjanduses või kõnekeelses suhtluses, kuid mitte ametlikes dokumentides või akadeemilistes tekstides.
koonukas	Eestis aastatel 1991–2002 tegutsenud Eesti Koonderakonna liige	informaalsetes	"Sõna ""koonukas"" on Eesti Koonderakonna liikme kohta käiv kõnekeelne lühend, mida kasutati peamiselt informaalsetes kontekstides. See on poliitilise partei liikmele viitav slängisõna, mis tekkis sõnast ""koonderakondalane"" või ""koondlane"". Selliseid lühendatud ja sufiksiga ""-kas"" moodustatud nimesid kasutatakse eesti keeles sageli just informaalses kõnepruugis (võrdle: reformikas, sotsiaalikas jne). Ametlikes dokumentides ja neutraalsetes uudistekstides kasutati tõenäoliselt täispikka nimetust ""Koonderakonna liige"" või ""koondlane""."
koosa	(naha peale andmise, peksasaamise vms kohta)	informaalsetes	"Sõna ""koosa"" tähenduses ""naha peale andmine, peksasaamine"" on slängilik väljend, mida kasutatakse peamiselt kõnekeeles ja informaalsetes suhtluskontekstides. See ei ole neutraalne või formaalne termin, mida leiaks ametlikes dokumentides või akadeemilistes tekstides. Selline väljend esineb pigem argikeeles, foorumites, sotsiaalmeedia postitustes või mitteformaalses suulises suhtluses. Sõna on emotsionaalselt laetud ja kuulub pigem informaalsesse registrisse."
kopeer	ühelt küljelt tumeda pigmendiseguga kaetud õhuke paber ärakirja tegemiseks	neutraalsetes/formaalsetes	Sõna 'kopeer' tähenduses 'ühelt küljelt tumeda pigmendiseguga kaetud õhuke paber ärakirja tegemiseks' on tehniline termin, mida kasutatakse peamiselt neutraalsetes või formaalsetes kontekstides, näiteks kontoritarvete kataloogides, trükinduse või dokumentide paljundamisega seotud tekstides. See on spetsiifiline erialane termin, mis ei ole tavapärane igapäevases informaalses suhtluses. Sõna kasutus on pigem neutraalne ja asjalik, mitte slängilik või kõnekeelne.
koperdis	aeglane või saamatu inimene	informaalsetes	Sõna 'koperdis' tähenduses 'aeglane või saamatu inimene' on pigem halvustava varjundiga kõnekeelne väljend, mida kasutatakse informaalsetes kontekstides. See on emotsionaalselt laetud sõna, millega antakse negatiivne hinnang inimese võimetele või käitumisele. Sellist väljendit kohtab tõenäolisemalt argivestlustes, foorumites, kommentaariumides või ilukirjanduses tegelaskõnes, mitte aga ametlikes või neutraalsetes tekstides, kus eelistatakse neutraalsemaid väljendeid.
koputaja	inimene, kes teis(t)e peale kaebab või teise(d) üles annab	informaalsetes	"Sõna ""koputaja"" tähenduses ""inimene, kes teiste peale kaebab või teised üles annab"" on pigem informaalse registri sõna. See on halvustava varjundiga väljend, mida kasutatakse sageli kõnekeeles, sotsiaalmeedia postitustes, foorumites ja muudes mitteformaalsetes kontekstides. Neutraalsemates või formaalsetes tekstides kasutatakse sama mõiste väljendamiseks pigem neutraalsemaid sõnu nagu ""informaator"", ""pealekaebaja"" või ""ülesandja"". ""Koputaja"" on emotsionaalselt laetud sõna, mis kannab endas negatiivset hinnangut ja sobib seega paremini informaalsesse keelekasutusse."
korp	kinnine üliõpilasorganisatsioon, mille liige hrl kannab eraldusvärvidega mütsi ja rinnapaela	neutraalsetes/formaalsetes	"Sõna ""korp"" tähenduses ""kinnine üliõpilasorganisatsioon"" on akadeemilises ja ühiskondlikus kontekstis neutraalse registriga termin. Seda kasutatakse ametlikes tekstides, ajakirjanduses, akadeemilistes kirjutistes ja ülikoolidega seotud materjalides. See on üldtuntud ja aktsepteeritud termin, mis tähistab konkreetset organisatsioonitüüpi, mitte slängi ega kõnekeelset väljendit. Kuigi sõna võib esineda ka informaalsetes kontekstides, on selle põhikasutus neutraalne või formaalne, eriti kui räägitakse akadeemilistest traditsioonidest, üliõpilasorganisatsioonidest või ülikoolielust."
korralt	otsekohe, jalamaid, korrapealt	informaalsetes	Sõna 'korralt' tähenduses 'otsekohe, jalamaid, korrapealt' on pigem kõnekeelne väljend, mida kohtab sagedamini informaalsetes kontekstides. See on emotsionaalsem ja ekspressiivsem kui neutraalsed väljendid nagu 'kohe' või 'viivitamatult'. Seda kasutatakse tihti suulises kõnes, ilukirjanduses tegelaste dialoogides ning vabamas kirjalikus suhtluses nagu blogid, foorumid ja sotsiaalmeedia postitused. Formaalsetes tekstides (ametlikud dokumendid, teadusartiklid) eelistatakse tavaliselt neutraalsemaid sünonüüme.
koslep	(peksaandmise või -saamise, karistamise kohta)	informaalsetes	"Sõna ""koslep"" on slängisõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes kontekstides, kui räägitakse peksust või karistamisest. See ei ole kirjakeelne ega neutraalsetes või formaalsetes tekstides kasutatav sõna. Seda võib kohata pigem internetifoorumites, sotsiaalmeedias, noorte omavahelises suhtluses või ilukirjanduses tegelaste kõnekeelse otsekõnena. Sõna on oma olemuselt argine ja emotsionaalselt laetud, mis on tüüpiline informaalse keelekasutuse tunnus."
koss	"sportlik mäng, kus üks võistkond püüab palli teise võistkonna korvi visata	 sportmäng, milles kumbki meeskond püüab palli vastaspoole korvi visata"	informaalsetes	"Sõna ""koss"" on korvpalli kõnekeelne, lühendatud vorm, mida kasutatakse peamiselt informaalsetes kontekstides. Ametlikes või formaalsetes tekstides (nt spordiuudistes, entsüklopeediates, ametlikes dokumentides) kasutatakse tavaliselt täispikka terminit ""korvpall"". ""Koss"" on levinud slängisõna, mida võib kohata sotsiaalmeedia postitustes, foorumites, kõnekeeles ja mitteametlikes vestlustes, kuid mitte akadeemilistes või ametlikes tekstides."
kosu	miski vilets, vana, lagunenud	informaalsetes	Sõna 'kosu' tähenduses 'miski vilets, vana, lagunenud' on pigem kõnekeelne ja slängilik väljend, mida kasutatakse informaalsetes kontekstides. See pole neutraalne või formaalne sõna, mida leiaks ametlikes dokumentides või akadeemilistes tekstides. Sellist tüüpi sõna esineb tõenäolisemalt argikõnes, foorumites, sotsiaalmeedia postitustes või mitteformaalses kirjalikus suhtluses, kus kirjeldatakse näiteks vana autot, lagunevat maja või muud kehvas seisus objekti.
kraade	ülbe käitumisega (linna)nooruk	informaalsetes	Sõna 'kraade' tähenduses 'ülbe käitumisega (linna)nooruk' on slängisõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes kontekstides. See on noorteslängi väljend, mida võib kohata foorumites, sotsiaalmeedia postitustes, kommentaariumides ja noorte omavahelises suhtluses. Sõna ei ole neutraalses või formaalses keelekasutuses levinud ning seda ei kasutata ametlikes tekstides või kirjalikus standardkeeles. Sellised slängisõnad on tüüpiliselt informaalse registri tunnuseks.
kreissaag	kettakujulise lõiketeraga saag	neutraalsetes/formaalsetes	'Kreissaag' on tehniline termin, mida kasutatakse peamiselt neutraalsetes ja formaalsetes kontekstides nagu ehitus- ja puutööalased tekstid, kasutusjuhendid, tööriistade kataloogid ja tehnilised kirjeldused. See on standardne oskussõna, mitte slängisõna või kõnekeelne väljend. Kuigi seda võib kohata ka informaalsetes tekstides (nt foorumites, kus arutatakse puutöö või remondi teemasid), on selle kasutus üldjuhul neutraalne ja asjalik, kuna tähistab konkreetset tööriista.
kriipsupealt	väga täpselt, täpipealt	neutraalsetes/formaalsetes	"Sõna ""kriipsupealt"" tähenduses ""väga täpselt, täpipealt"" on eesti keeles laialt kasutatav väljend, mis esineb nii neutraalsetes kui ka formaalsetes tekstides. See ei ole spetsiifiliselt informaalse registri tunnus. Sõna kasutatakse sageli täpse mõõtmise, napilt millegi saavutamise või vältimise kirjeldamiseks (nt ""võitis kriipsupealt"", ""pääses kriipsupealt""). Kuigi väljend on kujundlik, on see keeles piisavalt juurdunud, et seda kasutatakse ka neutraalses ja ametlikumas keelekasutuses, näiteks uudistes või spordireportaažides."
kriksadull	keerdudega, raskesti väljaloetav tähekuju	informaalsetes	"Sõna 'kriksadull' on kõnekeelne, mänguline ja ekspressiivne väljend, mida kasutatakse peamiselt informaalsetes kontekstides. See on pigem kujundlik ja hinnanguline sõna, mida võib kohata blogides, sotsiaalmeedia postitustes või vabamas suhtluses, kui kirjeldatakse kellegi loetamatut käekirja või keerulisi tähekujusid. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutataks tõenäoliselt neutraalsemaid väljendeid nagu ""raskesti loetav käekiri"" või ""ebaselge kirjutis"". Sõna häälikuline koostis (onomatopoeetiline algus 'kriks-') ja tuletusliide '-dull' viitavad samuti selle kõnekeelsele iseloomule."
kriksatrull	keerdudega, raskesti väljaloetav tähekuju	informaalsetes	"Sõna 'kriksatrull' on kõnekeelne ja mänglev väljend, mida kasutatakse pigem informaalsetes kontekstides. See on ekspressiivne ja veidi humoorikas sõna, mis viitab lohakatele või keeruliselt loetavatele käekirjatähtedele. Seda võib kohata blogides, sotsiaalmeedia postitustes või mitteametlikes kirjutistes, kus kirjeldatakse kellegi käekirja või kritseldusi. Ametlikes dokumentides või akadeemilistes tekstides kasutataks tõenäoliselt neutraalsemaid väljendeid nagu ""raskesti loetav käekiri"" või ""ebaselged tähemärgid""."
krill	vihavimm, jonn, jonniajamine	informaalsetes	Sõna 'krill' tähenduses 'vihavimm, jonn, jonniajamine' on pigem kõnekeelne väljend, mida kohtab informaalsetes suhtluskontekstides. See pole laialt levinud neutraalsetes või formaalsetes tekstides. Sellist tähendust kandev 'krill' esineb tõenäolisemalt vestlustes, foorumites, sotsiaalmeedia postitustes ja muudes vabamas vormis tekstides, kus kasutatakse emotsionaalset ja kõnekeelset sõnavara. Formaalsetes tekstides kasutataks selle asemel neutraalsemaid väljendeid nagu 'jonn', 'tõrksus' või 'kangekaelsus'.
krillima	kiusu, jonni ajama, pahuksis olema	informaalsetes	"Sõna ""krillima"" tähenduses ""kiusu, jonni ajama, pahuksis olema"" on kõnekeelne väljend, mida kohtab peamiselt informaalsetes suhtluskontekstides. See ei ole kirjakeele normeeritud sõna, vaid pigem slängisõna, mida kasutatakse vabamas kõnepruugis, näiteks foorumites, sotsiaalmeedia postitustes või igapäevases suhtluses. Sõna kõlab familiaarselt ja sobib pigem mitteametlikku konteksti, mitte ametlikesse või formaalsetesse tekstidesse."
kriminaal	(kriminaal)kurjategija, ka muu kohtulikult karistatu	informaalsetes	Sõna 'kriminaal' tähenduses '(kriminaal)kurjategija' on pigem kõnekeelne ja slängilik väljend, mida kasutatakse enamasti informaalsetes kontekstides. Ametlikes või formaalsetes tekstides (nt seadustes, kohtuotsustes, ametlikes dokumentides) kasutatakse täpsemaid ja neutraalsemaid termineid nagu 'kurjategija', 'süüdimõistetu', 'kriminaalkurjategija' või 'õigusrikkuja'. Sõna 'kriminaal' selles tähenduses esineb sagedamini argikeeles, meediakajastustes, foorumites ja igapäevases kõnepruugis, kus keelekasutus on vabam.
kriminull	kriminaaljutt, -romaan või -film	informaalsetes	Sõna 'kriminull' on lühendatud, kõnekeelne vorm sõnast 'kriminaalromaan' või 'kriminaallugu'. See on tüüpiline näide keelelisest ökonoomsusest, kus pikemast väljendist on moodustatud lühem, kõnekeelsem variant. Sõna esineb pigem informaalsetes kontekstides nagu vestlused, blogid, foorumid ja sotsiaalmeedia, kus kasutatakse vabama stiiliga keelt. Formaalsetes tekstides (nt akadeemilised artiklid, ametlikud dokumendid) kasutatakse tavaliselt täispikka ja neutraalsemat terminit 'kriminaalromaan' või 'kriminaallugu'.
kroks	"sarv- ja luukilbistega kaetud kehaga suur sisalikukujuline troopika ja lähistroopika mageveekogude ja soode roomaja	 soojade maade loom, kellel on teravate hammastega suur suu ja pikk saba"	informaalsetes	"Sõna ""kroks"" on kõnekeelne lühend sõnast ""krokodill"". Seda kasutatakse pigem informaalsetes kontekstides nagu vestlused, blogid, sotsiaalmeedia postitused või lasteraamatutes. Teaduslikes või formaalsetes tekstides kasutatakse täispikka terminit ""krokodill"" või täpsemaid taksonoomilisi nimetusi. ""Kroks"" on familiaarne, lühenenud vorm, mis viitab kõnekeelsele kasutusele ja on tüüpiline informaalsetele suhtlussituatsioonidele."
kroku	"sarv- ja luukilbistega kaetud kehaga suur sisalikukujuline troopika ja lähistroopika mageveekogude ja soode roomaja	 soojade maade loom, kellel on teravate hammastega suur suu ja pikk saba"	neutraalsetes/formaalsetes	"Sõna ""kroku"" on eestikeelne nimetus krokodillile, mida kasutatakse peamiselt neutraalsetes või formaalsetes kontekstides, eriti loomateaduslikes või hariduslikku laadi tekstides. See on lühendatud vorm sõnast ""krokodill"", kuid seda kasutatakse pigem ametlikes kirjeldustes ja loomade klassifitseerimises, mitte niivõrd slängina või informaalses kõnes. Tegemist on zooloogilise terminiga, mis esineb entsüklopeediates, õpikutes ja teaduslikes tekstides, kus kirjeldatakse neid roomajaid."
kronks	(kõhna, kuivetu vanainimese, hrl naisterahva kohta)	informaalsetes	Sõna 'kronks' tähenduses 'kõhna, kuivetu vanainimese, eriti naisterahva kohta' on kõnekeelne ja pigem halvustava varjundiga väljend. See on tüüpiline informaalsetes kontekstides kasutatav sõna - näiteks suulises kõnes, foorumites, kommentaariumides või ilukirjanduses tegelaskõnes. Neutraalsetes või formaalsetes tekstides (nt ametlikud dokumendid, uudised, teadusartiklid) kasutataks sellise isiku kirjeldamiseks neutraalsemaid väljendeid nagu 'kõhn', 'kuivetu' või 'kondine'. Sõna 'kronks' on oma kõlalt ja kasutuselt ekspressiivne ning sobib pigem vabamasse keelekasutuskonteksti.
krous	peen mahapressimata volt (hrl rõiva avardamiseks või kaunistamiseks)	neutraalsetes/formaalsetes	"Sõna ""krous"" on erialane termin, mida kasutatakse peamiselt rõivatööstuses ja õmblemisega seotud kontekstides. See on spetsiifiline tehniline termin, mis tähistab teatud tüüpi volti rõivastel. Selliseid erialaseid termineid kasutatakse tavaliselt neutraalsetes või formaalsetes kontekstides nagu õpikud, erialased juhendid, moeajakirjad või rõivadisaini käsitlevad tekstid. Sõna ei ole tavavestluses või informaalsetes kontekstides laialdaselt levinud, vaid pigem erialakeele osa."
krousima	"kangasse, riideesemesse (peeni) mahapressimata volte, krookeid tegema	 kangast sel viisil kokku tõmbama"	neutraalsetes/formaalsetes	"""Krousima"" on spetsiifiline õmblustööga seotud terminoloogiline sõna, mida kasutatakse eelkõige erialases kontekstis. See esineb käsitöö, õmblemise ja rõivadisaini valdkonna tekstides, õpetustes ja juhendites. Sõna on neutraalse või formaalse registriga, kuna tegemist on tehnilise terminiga, mitte slängi või kõnekeelse väljendiga. Seda kasutatakse täpsete õmblusvõtete kirjeldamiseks ja see ei ole märgitud kui argikeelne või informaalne termin minu treeningandmetes."
krusa	"kaupa, ehitusmaterjali vm mahukaid asju vedav suur auto	 suur auto, millega saab raskeid asju vedada"	informaalsetes	"Sõna ""krusa"" tähenduses ""kaupa või ehitusmaterjali vedav suur auto"" on kõnekeelne väljend, mida kasutatakse peamiselt informaalsetes kontekstides. See on tõenäoliselt laensõna vene keelest (грузовик - gruzavik) ja kuulub pigem argikeelsesse sõnavarasse. Neutraalsetes või formaalsetes tekstides kasutatakse selle asemel tavaliselt selliseid väljendeid nagu ""veoauto"", ""kaubaauto"" või ""kallur"". ""Krusa"" on tüüpiline näide kõnekeelsest terminoloogiast, mida võib kohata suulises kõnes, foorumites või mitteametlikes kirjalikes tekstides."
kruss	kähar, lokkis juuksesalk vms	ei kohaldu	Minu treeningandmetes ei ole piisavalt infot, et määrata sõna 'kruss' tähenduses 'kähar, lokkis juuksesalk' kasutusregistrit. See sõna ei esine minu andmetes selles konkreetses tähenduses piisavalt sageli või selgelt, et teha kindlat järeldust selle kasutuskonteksti kohta. Sõna 'kruss' võib esineda ka teistes tähendustes (nt nõu või anum), kuid küsitud tähenduses ei saa ma registrit määrata.
krutstükk	vallatu, kelmikas või (veidi) üleannetu tegu	informaalsetes	"Sõna 'krutstükk' tähenduses 'vallatu, kelmikas või (veidi) üleannetu tegu' on pigem informaalse registri sõna. See on kõnekeelne väljend, mida kasutatakse sageli argises kõnes, blogides, foorumites ja muudes mitteametlikes kontekstides. Sõnal on mänguline ja veidi familiaarne toon, mis ei sobi hästi ametlikku või formaalsesse keelekasutusse. Näiteks võiks seda kasutada lauses ""Lapsed tegid jälle ühe krutstüki"" või ""Ta on tuntud oma krutstükkide poolest"". Formaalsemas tekstis kasutataks tõenäoliselt neutraalsemaid väljendeid nagu ""üleannetud teod"" või ""vallatud käitumisviisid""."
kruttima	"nuppu, kruvi vms keerama	 seda keerates midagi reguleerima, paika seadma"	neutraalsetes/formaalsetes	"Sõna ""kruttima"" tähenduses ""nuppu, kruvi vms keerama, seda keerates midagi reguleerima, paika seadma"" on eesti keeles üsna neutraalse registriga sõna, mida kasutatakse nii igapäevases kõnes kui ka formaalsemas kontekstis. See on tehnilist tegevust kirjeldav verb, mis esineb näiteks kasutusjuhendites, tehnikatekstides ja muudes neutraalsetes või formaalsetes tekstides. Sõnal puuduvad tugevad slängiomadused või informaalsuse tunnused, mis piiraksid selle kasutust vaid mitteametlikes olukordades."
