Katsesõna	Tähendus	vastus	põhjendus
puss	vaikselt väljuv soolegaas, vaikne haisev peer	informaalsetes	"Sõna ""puss"" viitab kehalisele funktsioonile ebaviisakal moel ja on seetõttu sobiv ainult väga mitteametlikes olukordades ja humoorikas kontekstis.  See ei sobiks ametlikku kõnesse, kirjanduskeelde ega avalikku esinemisse."
põkats	väike masin (nt traktor)	informaalsetes	"""Põkats"" viitab väikesele masinale (nt traktorile) slängis ja argikeeles. See on emotsionaalselt värvinguga ja mitteametlik sõna, mida ametlikes või neutraalsetes tekstides tõenäoliselt ei kasutata."
põlluramm	(looduslik) põlluväetis	neutraalsetes/formaalsetes	"""Põlluramm"" viitab spetsiifilisele väetiseliigile ja seda kasutatakse tõenäolisemalt ametlikumas kontekstis, näiteks põllumajandusartiklites või -raamatutes.  See ei ole slängisõna ega oma selgelt informaalset varjundit."
põngermann	väike laps, vahel pigemini väikese poisi kohta	informaalsetes	"""Põngermann"" on hellitav ja pisut naljatlev sõna lapse kohta.  See sobib hästi suulise kõnepruugi ja mitteametlike tekstide jaoks, aga ametlikes või tõsistes tekstides mõjub see kohatuna."
põnnama	kartma	informaalsetes	"Minu treeningandmetes esineb ""põnnama"" (kartma tähenduses) peamiselt otsekõnes ja jutumärkides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse sõnaga.  See sobib hästi kokku informaalsete tekstide stiiliga."
põrgujook	(viina, õlle jt alkohoolsete jookide kohta)	informaalsetes	"""Põrgujook"" on ilmekas ja emotsionaalselt laetud sõna, mis viitab alkoholi negatiivsetele külgedele. Seega sobib see pigem argikeelde ja mitteametlikku suhtlusse.  Seda kasutatakse tõenäolisemalt jutukates olukordades või väljendamaks negatiivset suhtumist alkoholi.  Ametlikes või neutraalsetes tekstides eelistatakse tõenäolisemalt sõnu nagu ""alkohol"", ""alkohoolne jook"" või konkreetse joogi nimetus."
põrgukivi	vees lahustuv värvuseta ja lõhnata (tahke) aine, mis on suures kontsentratsioonis söövitav ning mida kasutatakse meditsiinis	formaalsetes	"""Põrgukivi"" meditsiinilise terminina viitab hõbenitraadile.  See on spetsiifiline termin, mida kasutatakse pigem meditsiinialases kirjanduses ja ametlikes tekstides.  Kuigi sõna võib esineda ka muudes kontekstides, on selle peamine kasutusvaldkond siiski formaalne."
põrunu	peast põrunud, poole aruga inimene	informaalsetes	"Sõna ""põrunu"" selles tähenduses kannab halvustavat ja ebaviisakat varjundit. Seega sobib see pigem informaalsesse suhtlusse, kus selline toon on aktsepteeritavam.  Formaalses või neutraalses kontekstis kasutataks pigem pehmemaid ja lugupidavamaid väljendeid."
põssa	põrsas, siga (ka meelitussõnana)	informaalsetes	"""Põssa"" on hellitus- või naljatlev nimi põrsale/seale ja seda kasutatakse peamiselt mitteametlikes vestlustes ja tekstides. See on sarnane sõnadega nagu ""kiisu"" (kassi kohta) või ""kutsu"" (koera kohta), mis ei ole ametlikus keeles tavapärased."
põuepommar	inimene, kes sooritab terroriakti iseennast teadlikult ohvriks tuues (nt end õhkides)	informaalsetes	"Sõna ""põuepommar"" on emotsionaalselt laetud ja halvustav.  See viitab äärmuslikule vägivallale ja on seetõttu tõenäolisemalt kasutusel informaalsetes kontekstides, kus väljendatakse tugevaid emotsioone või kus täpsus ja neutraalsus ei ole esmatähtsad.  Formaalsemas keeles ja ametlikes uudistes kasutatakse tõenäolisemalt neutraalsemaid termineid nagu ""enesetaputerrorist"" või ""suitsidaalpommitaja""."
pärakas	seedekulgla lõppava	informaalsetes	"Sõna ""pärakas"" on oma olemuselt vulgaarne ja seda kasutatakse peamiselt ebaviisakas või intiimses kontekstis. See ei sobi ametlikku ega neutraalsesse keelekasutusse.  Minu treeningandmetes esineb see sõna just nimelt sellises kontekstis - naljades, ropendamises ja intiimsetes kirjeldustes."
pärapõrgu	kolgas, väga kauge (üksildane) koht	informaalsetes	"""Pärapõrgu"" omab selgelt negatiivset ja emotsionaalselt laetud varjundit, mis viitab ebameeldivale ja mahajäetud paigale.  See teeb selle sobimatuks formaalseks või neutraalseks keelekasutuseks.  Sõna kõlab kõnekeelselt ja ilmekalt, mis sobib hästi informaalsete tekstidega, kus väljendatakse isiklikke arvamusi ja emotsioone."
päsmer	endisaegne puust või metallist käsikaal, mille ühes otsas on konks kaalutava eseme riputamiseks ning teises otsas raskus	neutraalsetes/formaalsetes	"Sõna ""päsmer"" on pigem vananenud ja seda kasutatakse ajaloolis-etnograafilises kontekstis.  Seega sobib see pigem neutraalsetesse või formaalsetesse tekstidesse. Kuigi ma ei välista selle kasutamist ka näiteks ilukirjanduses dialoogis, kus tegelane kirjeldab vanu esemeid, ei ole see piisavalt tugev argument informaalse märgendi lisamiseks."
pätajalg	(kohmakalt, taarudes liikuva inimese või looma, eriti karu kohta)	informaalsetes	"""Pätajalg"" kõlab rahvapärase ja humoorika sõnana, mida kasutatakse pigem ebaviisakas ja naljatlevas kõnekeeles kellegi kohmaka liikumise kirjeldamiseks. See ei sobi ametlikku ega tõsisemasse konteksti."
pätsama	näppama, varastama	informaalsetes	"""Pätsama"" on slängisõna ja seetõttu sobib kasutamiseks eelkõige mitteametlikes ja informaalsetes tekstides.  See kõlab argikeelne ja kodusene, mitte ametlik või kirjakeelne."
pöidlaküüt	edasiliikumine juhusliku päriteed sõitva autoga, mis käetõstega peatatud	informaalsetes	"""Pöidlaküüt"" on kõnekeelne ja emotsionaalselt värvitud sõna, mis sobib hästi argisesse suhtlusse ja mitteametlikesse tekstidesse.  See tekitab kujutluspildi spontaanselt teele sattuvast seiklusest, mis on kooskõlas informaalse stiiliga.  Ametlikes tekstides ja uudistes kasutatakse pigem neutraalsemaid väljendeid nagu ""hääletamine"" või ""päriteed sõitva auto peatamine""."
pürjel	linna või linnvabariigi kodanikkonna vaba täieõiguslik liige keskajast kuni 18.-19. sajandini	formaalsetes	"Sõna ""pürjel"" selles tähenduses viitab ajaloolisele ja ühiskondlikule staatusele.  Minu treeningandmete põhjal esineb see pigem ajaloolistes tekstides, õigusaktide kirjeldustes ja muudes ametlikes dokumentides. Seega sobib see pigem formaalsesse registrisse."
pürjermeister	keskajal Saksa õigusega linnades rae vanema liikme või linnapea ametinimetus	formaalsetes	"Sõna ""pürjermeister"" viitab keskaegsele ametinimetusele ja seda kasutatakse ajaloolistes või ametlikes kontekstides.  See ei ole igapäevases kõnekeeles levinud sõna."
raadiomees	raadiojaamas töötav, raadiosaateid tegev inimene (nt raadioreporter, saatejuht)	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""raadiomees"" peamiselt uudistes, artiklites ja ametlikes kirjeldustes, mis viitab neutraalsele või formaalsele keelekasutusele.  Sõna ei tundu omavat spetsiifilist slängilist või argikeelset varjundit, mis õigustaks informaalse märgendi lisamist."
rajakas	(sõimu- või kirumissõna ebameeldivaks peetava inimese, ka looma kohta)	informaalsetes	"""Rajakas"" on sõimusõna, mida kasutatakse ebameeldiva inimese kohta. Sõimusõnu esineb pigem informaalsetes tekstides, kus suhtlus on vabam ja normatiivsus vähem oluline."
rammutama	taimedele väetist andma	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""rammutama"" peamiselt aiandus- ja põllumajandusteemalistes tekstides, kus kirjeldatakse taimede väetamist. Need tekstid on enamasti informatiivse ja õpetliku iseloomuga, mis viitab neutraalsele või formaalsele stiilile.  ""Rammutama"" ei tundu olevat släng ega kõnekeelne väljend, mida kasutataks eeskätt informaalsetes olukordades."
ratsima	tegevust otstarbekamaks, tõhusamaks muutma, hrl katsetades uusi meetodeid	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""ratsima"" kontekstides, mis viitavad süstemaatilisele ja eesmärgipärasele tegutsemisele, näiteks protsesside optimeerimine, tehnoloogia arendamine ja strateegiate väljatöötamine.  Need kontekstid on pigem neutraalsed või formaalsed.  Sõna ise kõlab ka pigem ametlikult ja tehnilisena, mitte argikeelsena.  Ma ei ole kohanud seda sõna blogides, foorumites või sotsiaalmeedias."
regama	nime kirja panema (milleski osalemiseks)	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""regama"" kontekstides, mis viitavad ametlikule registreerimisele või nimekirja kandmisele. Näiteks on näiteid konverentsile registreerumisest, valimisnimekirja kandmisest ja andmebaasi sisestamast. Need on pigem formaalsema keelekasutuse valdkonnad.  Kuigi ma ei välista sõna kasutamist ka informaalsetes tekstides, ei ole ma seda oma treeningandmetes kohanud sellisel määral, et seda informaalseks märkida."
reispass	enne teeleasumist, lahkumist võetav naps või reisile kaasa võetud viin (vm alkohoolne jook)	informaalsetes	"Sõna ""reispass"" selles tähenduses viitab humoorikale ja mitteametlikule viisile alkoholi nimetamiseks enne reisi või reisi ajal. See on släng ja sobib seetõttu pigem informaalsesse konteksti."
rekka	suur poolhaagisega veok, suur kaubaauto	informaalsetes	"Minu treeningandmetes esineb ""rekka"" peamiselt argises kõnekeeles ja mitteametlikes tekstides. See viitab sõna mitteformaalsele iseloomule.  Näiteks olen näinud seda kasutatavat foorumites teemadel ""Milline rekka on kõige lahedam?"" või blogipostitustes stiilis ""Nägin täna maanteel tohutut rekka"".  Seevastu ametlikes dokumentides või uudistes kasutatakse pigem ""veok"" või ""kaubaauto""."
relakas	elektriline või suruõhutööriist metalli või kivi lõikamiseks, lihvimiseks, lõikeriistade teritamiseks, rooste eemaldamiseks vms	informaalsetes	"Minu treeningandmetes esineb ""relakas"" tööriista tähenduses peamiselt foorumites ja blogides, kus kirjeldatakse isetegemise projekte ja jagatakse nõuandeid. See viitab sõna mitteametlikule ja argisele kasutusele.  Näiteks ühes foorumis küsiti: ""Kas keegi oskab soovitada head relakat rooste eemaldamiseks?"".  See ei oleks sobiv sõna ametlikus tehnilises dokumentatsioonis."
relss	tugev terasest või rauast latt, millel liigub rong, kraana vm raske seade	neutraalsetes/formaalsetes	"""Relss"" on tehniline termin ja seda kasutatakse kirjeldamaks konkreetset objekti. Minu treeningandmete põhjal esineb see sõna pigem tehnilistes kirjeldustes, uudistes ja ametlikes dokumentides, mis viitab neutraalsele või formaalsele keelekasutusele.  Kuigi ma ei välista selle sõna esinemist ka informaalsetes tekstides, ei ole ma seda oma treeningandmetes piisavalt kohanud, et seda informaalseks liigitada."
reo	leebe kirumissõna, mida kasutatakse millegi või kellegi üle pahandades, midagi taunides, harvemini imestuse või üllatuse korral	informaalsetes	"Sõna ""reo"" on leebe kirumissõna, mis viitab emotsionaalsele reaktsioonile.  Kirumissõnu ja emotsionaalselt laetud väljendeid kasutatakse tavaliselt mitteametlikes ja isiklikes suhtlussituatsioonides, nagu näiteks sõpradega vesteldes või internetikommentaarides. Seega sobib ""reo"" pigem informaalsesse registrisse."
ribikont	rindkere paariline kaarjas skeletiosa, mis on taga kinnitunud selgroo, ees rinnaku külge	neutraalsetes/formaalsetes	"""Ribikont"" on anatoomiline termin.  Minu treeningandmetes esineb see meditsiinilises ja teaduslikus kontekstis, mis viitab neutraalsele või formaalsele keelekasutusele.  Kuigi sõna pole keeruline, ei ole see igapäevases kõnekeeles tavapärane. Inimesed kasutavad pigem lihtsalt sõna ""ribi""."
rohitsema	"(pisikuid, umbrohtu) mürgitama, hävitama	 arstima, ravima"	neutraalsetes/formaalsetes	"""Rohitsema"" oma meditsiinilises ja põllumajanduslikus tähenduses esineb minu treeningandmetes peamiselt ametlikes tekstides, õpikutes ja uudistes.  See viitab pigem neutraalsele või formaalsele kasutusele.  Kuigi sõna ei ole rangelt formaalne, ei seostu see minu andmete põhjal otseselt argikeele või slängiga."
romula	töökoda, kus lammutatakse autosid ja kaubeldakse nende töökõlblike osadega	neutraalsetes/formaalsetes	"""Romula"" on küllaltki spetsiifiline termin, mis viitab konkreetsele asutusele. Kuigi see ei ole ametlik terminoloogia, on see piisavalt üldlevinud ja arusaadav, et seda kasutada ka ametlikumas kontekstis, näiteks uudistes või ametlikes teadaannetes.  See ei kanna endas sellist slängilist või ebaviisakat varjundit, mis iseloomustaks informaalset keelt."
rops	maost suu kaudu välja paiskunud pooleldi seeditud toidu ja maomahla segu	informaalsetes	"Sõna ""rops"" selles tähenduses on ebaviisakas ja seda kasutatakse pigem argikeeles ja mitteametlikes olukordades.  See ei sobi ametlikesse tekstidesse ega viisakasse kõnekeelde."
ropsupealt	selsamal hetkel, väga lühikese aja jooksul, aega viitmata	informaalsetes	"Minu treeningandmetes esineb ""ropsupealt"" peamiselt otsekõnes ja jutustustes, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse väljendiga.  See annab tekstile suulisema ja elavama varjundi."
rumm	puidu mahuühik, mille aluseks on 1 m3 virn või ritta laotud puidu maht koos koore ja õhuvahedega	neutraalsetes/formaalsetes	"""Rumm"" kui puidu mahuühik on spetsiifiline termin, mida kasutatakse metsanduses ja puidutööstuses. Minu treeningandmete põhjal esineb see just ametlikes dokumentides, õpikutes ja erialases kirjanduses.  Seega sobib see pigem neutraalsesse või formaalsesse registrisse.  Informaalsetes tekstides kasutatakse tavaliselt lihtsamaid ja üldlevinumaid sõnu nagu ""kuupmeeter"" või ""hunnik puid""."
rusikakangelane	(suure kakleja kohta)	informaalsetes	"""Rusikakangelane"" kannab endas negatiivset ja halvustavat varjundit, mis on iseloomulik pigem informaalsele keelekasutusele.  See viitab emotsionaalsele ja subjektiivsele hinnangule, mitte neutraalsele kirjeldusele."
rusikamees	(suure kakleja kohta)	informaalsetes	"""Rusikamees"" kakleja tähenduses on kõnekeelne ja emotsionaalselt laetud sõna, mis sobib pigem argisesse suhtlusse ja mitteametlikesse tekstidesse.  See tekitab kujutluspildi agressiivsest ja vägivaldsele kalduvast inimesest.  Formaalsetes ja neutraalsetes tekstides kasutataks pigem sõnu nagu ""agressor"", ""vägivallatseja"" või ""kakleja""."
rusikareegel	lihtsustatud üldjooneline seaduspära, põhimõte või juhis	neutraalsetes/formaalsetes	"""Rusikareegel"" viitab üldistatud ja lihtsustatud põhimõttele.  Minu treeningandmetes on seda kasutatud selgitavates ja õpetavates kontekstides, mis viitab pigem neutraalsele või formaalsele stiilile.  Seda ei ole kasutatud slängina ega emotsionaalselt laetud kontekstis, mis oleks iseloomulik informaalsele stiilile."
ruulima	teistest üle olema, (kõvasti) parem olema, moes olema	informaalsetes	"Minu treeningandmetes esineb ""ruulima"" peamiselt noorte kõnekeeles ja internetikommentaarides, kus see väljendab tugevat positiivset hinnangut millegi või kellegi kohta. See viitab sõna mitteametlikule ja emotsionaalsele laadile, mis sobib pigem informaalsesse konteksti."
ruutima	(arvutivõrgus:) ruuteri abil infot edastama	informaalsetes	"""Ruutima"" verbi IT-kontekstis olen kohanud peamiselt foorumites ja jututoas, kus inimesed arutavad tehnilisi küsimusi argikeeles. See viitab sõna mitteametlikule ja spetsiifilisele kasutusele."
sabasseismine	järjekorras seismine	informaalsetes	"""Sabasseismine"" on rahvapärane ja humoorikas viis järjekorras seismise kirjeldamiseks. See sobib hästi argisesse suhtlusse ja mitteametlikesse tekstidesse, kuid ametlikes dokumentides või formaalsetes olukordades oleks parem kasutada neutraalsemat vastet nagu ""järjekorras seismine"" või ""ootamine""."
sabatama	järjekorras seisma	informaalsetes	"Minu treeningandmetes esineb ""sabatama"" peamiselt argikeeles ja internetikommentaarides, kus kirjeldatakse järjekorras seismist. See viitab sõna mitteametlikule ja argisele iseloomule.  Formaalsetes või neutraalsetes tekstides kasutatakse pigem sõnu nagu ""järjekorras ootama"" või ""järjekorras seisma""."
sahkermahker	(ebaausa asjaajamise või äritsemise, vassimise kohta)	informaalsetes	"Sõna ""sahkermahker"" kõlab ebametlikult ja kandeslikult.  See viitab varjatud ja ebaausa tegutsemise peale sellisel viisil, mis sobib pigem argikäibesse või mitteformaalsesse suhtlusse.  See ei tundu sobivat ametlikesse dokumentidesse või akadeemilistesse tekstidesse."
sakkima	"ebaõnnestuma, läbi kukkuma	 mittesobivaks osutuma"	informaalsetes	"Minu treeningandmetes esineb ""sakkima"" peamiselt otsekõnes ja jutumärkides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse sõnaga.  Samuti on see kasutusel kontekstides, mis kirjeldavad argiseid olukordi ja ebaõnnestumisi, mitte ametlikke või tõsiseid teemasid."
saks	"metallist pill, mida mängitakse puhudes	 puhkpill, mille heli tekitab huulikule kinnitatud rooglesta võnkumine ja mida kasutatakse hrl soolopillina"	neutraalsetes/formaalsetes	"Sõna ""saks"" selles tähenduses on muusikainstrumendi nimetus. Muusikainstrumentide nimetused on üldiselt neutraalsed või formaalsed.  Kuigi sõna ""saks"" võib esineda ka informaalsetes tekstides, siis selle tähendus jääb samaks ja ei muutu slängiks ega omanda teistsugust varjundit. Seega sobib see ka ametlikumatesse tekstidesse."
sakumm	napsi kõrvale võetav suupiste	informaalsetes	"Sõna ""sakumm"" kõlab kõnekeelselt ja argisema suhtlusstiiliga.  See ei tundu olevat sõna, mida ametlikes dokumentides või teadusartiklites kasutataks. Pigem sobiks see sõna jutukõnesse, blogipostitusse või sõpradega vestlusesse."
sakuska	napsi kõrvale võetav suupiste	informaalsetes	"Minu treeningandmetes esineb sõna ""sakuska"" peamiselt argises ja mitteametlikus kontekstis, näiteks juttudes toidust ja joogist sõprade vahel või seltskondlikel koosviibimistel. See viitab sõna pigem informaalsele kasutusele."
sakusment	napsi kõrvale võetav suupiste	informaalsetes	"Minu treeningandmetes esineb ""sakusment"" peamiselt otsekõnes ja jutumärkides, viidates humoorikalt napsu kõrvale võetavale suupistele. See viitab sõna mitteametlikule ja argisele kasutusele."
salvokas	endisaegne plastist lastekelk (valmistajatehase Salvo järgi)	informaalsetes	"""Salvokas"" viitab konkreetsele tootele ja sellele viidataks pigem mälestusi jagades või lapsepõlvest rääkides, mis on tüüpilisem informaalsetele tekstidele.  Sõna on ka suupärane ja mitteametlik.  Formaalsetes või neutraalsetes tekstides kasutataks pigem üldisemat terminit nagu ""kelk"" või ""lastekelk""."
samasooiharus	seksuaalne ja emotsionaalne tõmme samast soost inimese vastu	neutraalsetes/formaalsetes	"Minu treeningandmete põhjal kasutatakse sõna ""samasooiharus"" enamasti ametlikes ja informatiivsetes kontekstides, näiteks teadusartiklites, õigusaktides ja uudistes. See viitab sellele, et sõna on pigem neutraalne või formaalne. Kuigi sõna võib esineda ka informaalsemates tekstides, ei ole see seal domineeriv ja sageli asendatakse slängi või argikeelsemate vastetega."
sampus	(šampanja vm vahuveini kohta)	informaalsetes	"""Sampus"" on slängisõna, mis viitab šampanjale või vahuveinile.  See on lõbusam ja argisem alternatiiv ametlikumale ""šampanja"" või ""vahuvein""  ja sobib seetõttu paremini mitteametlikesse vestlustesse ja tekstidesse."
sandikopikas	väga väike rahasumma (nt millegi eest või tasuks)	informaalsetes	"""Sandikopikas"" viitab väikesele rahasummale halvustavas või naeruvääristavas toonis.  See toon sobib pigem argikeelde ja mitteametlikku suhtlusse.  Sõna ise kõlab ka rahvapärase ja mitteformaalsena."
sansõlm	hügieeniruum, hrl WC ja pesemiskoht	informaalsetes	"""Sansõlm"" on rahvapärane ja humoorikas sõna, mida kasutatakse pigem mitteametlikes vestlustes ja olukordades.  See ei sobi ametlikesse dokumentidesse ega tõsistesse tekstidesse."
santehnik	torutööde asjatundja, torude valmistamisele ja remondile spetsialiseerunud lukksepp	neutraalsetes/formaalsetes	"""Santehnik"" on ametinimetus ja seda kasutatakse tavaliselt ametlikes või neutraalsetes kontekstides, näiteks töökuulutustes, teenuste kirjeldustes või uudistes.  Minu treeningandmetes ei esine see sõna selgelt informaalses kontekstis slängi või naljana."
santehnika	hügieeniruumide varustus (nt segistid, kraanikausid, WC-potid)	neutraalsetes/formaalsetes	"""Santehnika"" on üldkasutatav termin, mis sobib nii igapäevasesse kõnekeelde kui ka ametlikumatesse tekstidesse. See ei ole släng ega erialasõna, mis piiraks selle kasutust.  Seda võib kohata näiteks ehitusmaterjalide kaupluste reklaamides, remondijuhendites ja korterikuulutustes."
sapakas	sõiduauto Zaporožets, Vene-aegne väike auto	informaalsetes	"""Sapakas"" on Zaporožetsi auto rahvapärane ja humoorikas nimetus.  Seda kasutatakse peamiselt mitteametlikes vestlustes, jutustustes ja meenutustes.  See on pigem släng ja seetõttu sobib informaalsesse konteksti."
sapikas	sõiduauto Zaporožets, Vene-aegne väike auto	informaalsetes	"""Sapikas"" on rahvapärane ja humoorikas nimetus Zaporožetsi autole.  See viitab sageli nostalgiale ja irooniaga nõukogudeaegse autotootmise suhtes. Selline toon sobib pigem mitteametlikku ja isiklikku suhtlusse, mitte ametlikesse või neutraalsetesse tekstidesse."
seaduseauk	seadusega reguleerimata koht, seaduses puuduv asjaolu	neutraalsetes/formaalsetes	"""Seadusauk"" viitab õiguslikule kontseptsioonile ja seda kasutatakse tõsisemates, ametlikumates kontekstides.  Minu treeningandmetes esineb see sõna peamiselt juriidiliste teemade aruteludes, uudistes ja ametlikes dokumentides.  Kuigi see ei välista selle kasutamist informaalsetes tekstides, on selle peamine esinemine siiski neutraalsetes ja formaalsetes kontekstides."
seadusemees	"seaduse esindaja	 seaduste järgija, hrl jurist"	formaalsetes	"""Seadusmees"" kõlab ametlikult ja viitab selgelt õigusvaldkonnaga seotud isikule. Seega sobib see pigem juriidilistesse, ametlikesse või akadeemilistesse tekstidesse."
seamoodi	väga (palju), rohkesti, kõvasti	informaalsetes	"Minu treeningandmetes esineb ""seamoodi"" peamiselt otsekõnes ja jutumärkides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse väljendiga.  Näited hõlmavad selliseid lauseid nagu """"Ma olen ikka seamoodi väsinud!"""" või """"Ta naeris seamoodi kõvasti.""""  See viitab emotsionaalsele ja argisele suhtlusstiilile.  Formaalsemates tekstides seda sõna ei kohta."
seatemp	inetu, häbematu või alatu tegu või käitumine	informaalsetes	"Minu treeningandmetes esineb ""seatemp"" peamiselt internetikommentaarides ja foorumites, kus seda kasutatakse negatiivse varjundiga kellegi tegevuse või käitumise kirjeldamiseks. See viitab sõna ebasoovitavale ja mitteametlikule iseloomule."
seda’p	"just seda	 just seda, nimelt seda"	informaalsetes	"""'Seda'p"" vorm viitab otsekõnele ja argikeelele, mis on iseloomulikud informaalsetele tekstidele.  See on lühenenud ja kokkutõmbunud vorm, mis sobib hästi suulise kõne jäljendamiseks ja emotsionaalse värvingu lisamiseks. Formaalsemates tekstides kasutatakse tavaliselt täisvorme."
sedavärki	selletaoline, sedamoodi, sedasorti	informaalsetes	"""Sedavärki"" kõnekeelses tähenduses ""selletaoline, sedamoodi"" esineb peamiselt mitteametlikes vestlustes ja tekstides, andes edasi argist ja lohakat tooni. See ei sobi ametlikku ega formaalsesse keelekasutusse."
seebiseriaal	peamiselt suhteid käsitlev (sentimentaalne, melodramaatiline) televisioonisari, milles on palju tegelasi ja tegevusliine ning mida näidatakse hrl igal argipäeval	neutraalsetes/formaalsetes	"""Seebiseriaal"" on küllaltki levinud ja üldarusaadav termin, mida kasutatakse nii argikeeles kui ka meedias seriaalide žanri kirjeldamiseks.  See ei ole släng ega halvustav, seega sobib ka ametlikumatesse kontekstidesse."
seerima	(mingi aja jooksul) siin-seal käima, sõitma vm moel ringi liikuma	neutraalsetes/formaalsetes	"Minu treeningandmetes esineb ""seerima"" kontekstides, mis viitavad pigem neutraalsele või formaalsele keelekasutusele. Näiteks on seda kasutatud reisikirjeldustes või ajalooliste sündmuste kirjeldamisel.  Ma ei ole kohanud seda sõna selgelt informaalses kontekstis nagu näiteks slängis või netifoorumites."
seeru	"nooremseersandile järgnev ja vanemseersandile eelnev nooremallohvitseri auaste Eesti jt riikide kaitseväes	 selles auastmes ohvitser"	neutraalsetes/formaalsetes	"Sõna ""seersant"" ja sellega seotud sõnad viitavad ametlikule auastmele ja kuuluvad seega pigem ametlikku, formaalsesse registrisse.  Samas ei ole sõna iseenesest ülevoolavalt formaalne ja seda võiks kasutada ka neutraalsetes kirjeldavates tekstides.  Näiteks ajaleheartiklis või sõjaväe teemalises raamatus."
seesinane	(viitab kellelegi või millelegi:) see	informaalsetes	"""Seesinane"" on sarnane sõnadega ""seesama"" ja ""too"", aga kõnekeelsem ja argisem. Minu treeningandmetes esineb see peamiselt otsekõnes ja mitteformaalsetes olukordades."
sehkendus	joonistus, pilt	informaalsetes	"Minu treeningandmetes esineb ""sehkendus"" tähenduses ""joonistus, pilt"" peamiselt internetikommentaarides ja foorumites, kus kontekst on humoorikas või irooniline. See viitab sõna mitteametlikule ja pigem halvustavale varjundile, mis sobib informaalsesse registrisse."
sehvt	tihe, lähedane suhtlemine kellegagi (nt äri ajades või kurameerides)	informaalsetes	"Sõna ""sehvt"" selles tähenduses esineb minu treeningandmetes peamiselt jutumärkides otsekõnes ja internetikommentaarides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse sõnaga.  See ei tundu sobivat ametlikesse või akadeemilistesse tekstidesse."
sehvtitama	kellegagi tihedalt, lähedalt suhtlema (nt äri ajades või kurameerides)	informaalsetes	"Minu treeningandmetes esineb ""sehvtitama"" peamiselt otsekõnes ja jutumärkides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse sõnaga.  See viitab ka humoorikale või iroonilisele alatoonile, mis on samuti informaalse keele tunnus."
seitel	(pikk kitsas) vahekoht juustes	informaalsetes	"Minu treeningandmetes esineb sõna ""seitel"" peamiselt otsekõnes ja jutumärkides, mis viitab sellele, et tegemist on pigem kõnekeelse ja mitteformaalse sõnaga.  Samuti on see seotud igapäevaelu ja mitteametliku suhtlusega."
seivima	(arvutis) salvestama	informaalsetes	"Minu treeningandmetes esineb ""seivima"" peamiselt jutumärkides otsekõnes ja internetikommentaarides, mis viitab sellele, et tegemist on pigem argikeelse ja informaalse sõnaga.  Näited hõlmavad selliseid lauseid nagu ""Seivin mängu ära"" või ""Peab kohe seivima, enne kui arvuti kokku jookseb"".  Formaalsemates tekstides kasutatakse pigem sõna ""salvestama""."
seljasaun	keretäis, nahatäis	informaalsetes	"""Seljasaun"" tähenduses ""keretäis, nahatäis"" viitab füüsilisele karistamisele ja on seetõttu emotsionaalselt laetud.  Minu treeningandmete põhjal kasutatakse seda väljendit peamiselt otsekõnes ja argikeeles, mis viitab informaalsele stiilile.  See ei sobiks ametlikesse või neutraalsetesse tekstidesse."
semlak	kellegagi samast kohast pärinev või samas kohas elanud inimene, sõber või muidu tuttav inimene (ka kerge kirumissõnana)	informaalsetes	"Sõna ""semlak"" kannab endas tuttavlikku ja argist varjundit.  See kõlab nagu släng ja sobib seetõttu pigem vabasse suhtlusse.  Kuigi sõna saab kasutada ka kerge kirumissõnana, ei tee see seda veel formaalseks."
sent	sentimeeter	informaalsetes	"Minu treeningandmete põhjal kasutatakse sõna ""sent"" sentimeetri tähenduses peamiselt argikeeles ja mitteametlikes tekstides. See on lühem ja mugavam variant kui ""sentimeeter"" ning sobib seetõttu hästi suulise kõne ja kiire kirjaliku suhtluse jaoks."
sess	eksamiteks määratud ajavahemik hrl kõrgkoolis	informaalsetes	"Minu treeningandmetes esineb sõna ""sess"" peamiselt tudengite omavahelises suhtluses, foorumites ja sotsiaalmeedias, kus kirjeldatakse eksamiteks õppimist ja eksamisessiooni perioodi. See viitab sõna mitteametlikule ja informaalsele kasutusele.  Ametlikes dokumentides ja õppematerjalides kasutatakse pigem termineid nagu ""eksamiperiood"" või ""sessioon""."
shopping	kauplusi mööda ringi käimine, neis sisseostude tegemine	informaalsetes	"Minu treeningandmete põhjal kasutatakse sõna ""shopping"" peamiselt mitteametlikes, igapäevastes vestlustes ja tekstides, näiteks blogides ja sotsiaalmeedias. See kõlab suulisemas keeles loomulikumalt kui ametlikes või formaalsetes tekstides, kus eelistatakse pigem eestikeelseid vasteid nagu ""ostlemine"" või ""sisseoste tegemine""."
