"Katsesõna"	"Tähendus"	"vastus"	"põhjendus"
"kohmerdama"	"aeglaselt, kohmitsedes või koperdades midagi toimetama"	"informaalsetes"	"Sõna ""kohmerdama"" oma tähenduse ja kõlaga viitab tegevusele, mis on pigem argine ja igapäevane. Seda kasutatakse sageli olukordades, kus kirjeldatakse kellegi kohmakat või kohmetut tegutsemist. Sellised kirjeldused esinevad sagedamini mitteametlikes vestlustes, nagu näiteks sõpradevahelised jutud, blogipostitused või sotsiaalmeedia kommentaarid, kus keelekasutus on vabam ja vähem formaalne. Formaalsetes tekstides eelistatakse tavaliselt täpsemaid ja neutraalsemaid väljendeid."
"kohmerdis"	"kohmitseja"	"informaalsetes"	"Sõna ""kohmerdis"" oma tähenduses ""kohmitseja"" tundub olevat pigem informaalne, kuna see kõlab veidi mänguliselt ja võib-olla isegi pisut halvustavalt. Sellised väljendid on tavaliselt omased igapäevasele kõnekeelele ja mitteametlikele tekstidele, nagu näiteks vestlused, blogid või sotsiaalmeedia postitused, kus kasutatakse sageli kõnekeelseid ja vähem formaalseid väljendeid. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja täpsemaid väljendeid."
"koiku"	"lihtne (sageli kehvavõitu) voodi või muu magamisase"	"informaalsetes"	"Sõna ""koiku"" viitab lihtsale ja sageli kehvavõitu magamisasemele, mis on oma olemuselt pigem kõnekeelne ja mitteametlik. Sellised väljendid on tavaliselt levinud igapäevases kõnes ja mitteametlikes tekstides, nagu blogid, foorumid ja sotsiaalmeedia postitused, kus kasutatakse vabamat ja vähem formaalset keelt. Formaalsetes ja neutraalsetes tekstides eelistatakse tõenäoliselt täpsemaid ja neutraalsemaid termineid, nagu ""voodi"" või ""magamisase""."
"kokkama"	"toitu valmistama, süüa tegema"	"informaalsetes"	"Sõna ""kokkama"" on kõnekeelne väljend, mida kasutatakse sageli igapäevases vestluses ja mitteametlikes kontekstides, nagu blogid, foorumid ja sotsiaalmeedia. See ei ole tavaliselt kasutusel ametlikes dokumentides või formaalsetes tekstides, kus eelistatakse neutraalsemaid väljendeid nagu ""toitu valmistama"" või ""süüa tegema""."
"koks"	"külm jook, mis segatakse kokku mitmest eri joogist, sageli alkoholiga	 mitme joogi segamisel saadud külm alkohoolne või alkoholita jook"	"informaalsetes"	"Sõna ""koks"" kasutatakse sageli igapäevases kõnepruugis, et viidata mitmest joogist kokku segatud külmale joogile, sageli alkoholiga. Selline sõna on tavaliselt levinud sõpradevahelistes vestlustes, sotsiaalmeedias ja mitteametlikes olukordades. Formaalsetes või neutraalsetes tekstides kasutatakse tõenäoliselt täpsemaid termineid, nagu ""kokteil"" või ""jook""."
"kole"	"väga, äärmiselt"	"informaalsetes"	"Sõna ""kole"" tähenduses ""väga, äärmiselt"" kasutatakse pigem kõnekeeles ja mitteametlikes olukordades. See on levinud slängiväljend, mida kasutatakse sageli igapäevases suhtluses, näiteks sõprade vahelises vestluses või sotsiaalmeedias. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt täpsemaid ja neutraalsemaid väljendeid nagu ""väga"" või ""äärmiselt""."
"kolge"	"väga pikk, vibalik, nurgeline inimene (sagedamini mehe kohta)"	"informaalsetes"	"Sõna ""kolge"" kasutatakse kirjeldamaks inimese füüsilist välimust viisil, mis on pigem kõnekeelne ja mitteformaalne. Sellised kirjeldused on tihti levinud igapäevases vestluses, kus kasutatakse värvikaid ja kujundlikke väljendeid. Sõna ""kolge"" võib kanda ka teatud humoorikat või kergelt halvustavat alatooni, mis sobib paremini mitteametlikesse kontekstidesse nagu sõpradevaheline vestlus või kirjanduslikud dialoogid, mitte aga ametlikesse dokumentidesse või formaalsetesse tekstidesse."
"kollanokk"	"kogemusteta noor inimene (hrl nooruk) või algaja mingil alal (ka halvustavalt)"	"informaalsetes"	"Sõna ""kollanokk"" kasutatakse sageli mitteametlikes kontekstides, kuna see kannab endas veidi halvustavat või mängulist alatooni, viidates kellegi vähesele kogemusele või noorusele. Sellised väljendid on tavaliselt omased igapäevasele kõnekeelele, sotsiaalmeedia postitustele, foorumiaruteludele ja muudele mitteametlikele suhtlusvormidele, kus inimesed väljendavad end vabamalt ja vähem formaalselt."
"kolmemees"	"õpilane, kelle hinded koolis on põhiliselt kolmed, keskpärane õpilane"	"informaalsetes"	"Sõna ""kolmemees"" kasutatakse pigem informaalsetes kontekstides, kuna see on kõnekeelne väljend, mis viitab hinnangule õpilase õppeedukuse kohta. Sellised väljendid on tavaliselt levinud noorte seas ja igapäevases vestluses, kuid ei pruugi sobida ametlikesse dokumentidesse või formaalsetesse tekstidesse, kus eelistatakse neutraalsemaid ja täpsemaid termineid."
"kolu"	"(inimese pea kohta)"	"informaalsetes"	"Sõna ""kolu"" kasutamine inimese pea kohta on pigem slängilik ja kõnekeelne väljend. Sellised väljendid on tavaliselt levinud igapäevases kõnes ja mitteametlikes tekstides nagu vestlused, blogid või sotsiaalmeedia postitused. Formaalsetes ja neutraalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja ametlikumaid väljendeid."
"kombekas"	"ühes tükis töö-, spordi- või lasterõivas"	"neutraalsetes/formaalsetes"	"Sõna ""kombekas"" tähenduses 'ühes tükis töö-, spordi- või lasterõivas' on pigem neutraalne ja seda kasutatakse sageli nii igapäevases kõnes kui ka ametlikes kontekstides, näiteks rõivaste kirjeldustes, toodete kirjeldustes ja jaemüügi tekstides. See ei ole släng ega kuulu ainult mitteametlikku keelekasutusse, mistõttu sobib see ka formaalsematesse tekstidesse."
"kombi"	"pika kerega ruumikas, hrl kolme istmereaga sõiduauto, kus istmete kõrvaldamisega on võimalik moodustada mahukas pakiruum"	"neutraalsetes/formaalsetes"	"Sõna ""kombi"" kasutatakse kirjeldamaks teatud tüüpi sõidukit, mis on spetsiifiline ja tehniline termin autotööstuses. Selliseid termineid kasutatakse sageli neutraalsetes ja formaalsetes kontekstides, nagu näiteks autoesitlustes, tehnilistes kirjeldustes, ametlikes dokumentides ja autoajakirjanduses. Kuigi sõna võib esineda ka igapäevases kõnepruugis, ei ole sellel tugevat informaalset varjundit, mis viitaks ainult mitteametlikule kasutusele."
"kombiauto"	"pika kerega ruumikas, hrl kolme istmereaga sõiduauto, kus istmete kõrvaldamisega on võimalik moodustada mahukas pakiruum"	"neutraalsetes/formaalsetes"	"Sõna ""kombiauto"" viitab konkreetsele sõidukitüübile ja seda kasutatakse sageli ametlikus kontekstis, näiteks autotööstuse kirjeldustes, müügikuulutustes ja tehnilistes dokumentides. Selline terminoloogia on tavaliselt neutraalne või formaalne, kuna see on seotud täpsete tehniliste omaduste ja kategooriatega, mida kasutatakse ametlikes ja professionaalsetes olukordades."
"kombo"	"teataval viisil koos esinevate sümbolite, nähtuste, esemete vm elementide korrastatud rühm"	"informaalsetes"	"Sõna ""kombo"" kasutatakse sageli igapäevases kõnepruugis ja mitteametlikes kontekstides, nagu näiteks sotsiaalmeedia postitustes, foorumites ja vestlustes, kus kirjeldatakse erinevate elementide kombinatsioone. See on laenatud inglise keelest ja omab seetõttu veidi slängilikku varjundit, mis sobib paremini mitteametlikesse olukordadesse. Formaalsetes või neutraalsetes tekstides eelistatakse tõenäoliselt täpsemaid ja ametlikumaid termineid, nagu ""kombinatsioon"" või ""rühm""."
"komet"	"jant, tembutamine"	"informaalsetes"	"Sõna ""komet"" tähenduses ""jant, tembutamine"" viitab tegevustele, mis on mängulised, lõbusad või kergemeelsed. Sellised väljendid on tavaliselt omased mitteametlikule suhtlusele, kus kasutatakse vabamat ja vähem formaalset keelt. Seetõttu on tõenäoline, et seda sõna kasutatakse pigem informaalsetes kontekstides nagu vestlused, sotsiaalmeedia postitused või blogid, kus keelekasutus on lõdvem ja vähem ametlik."
"komm"	"arvamusavaldus mingi sündmuse, kellegi sõnavõtu vms kohta	 selgitav, täiendav või arvustav märkus mingi teksti kohta	 selgitus või hinnangut andev märkus"	"informaalsetes"	"Sõna ""komm"" kasutatakse sageli lühendina sõnast ""kommentaar"", mis on levinud eelkõige internetikeskkondades nagu blogid, foorumid ja sotsiaalmeedia platvormid. Sellistes keskkondades on keelekasutus tihti vaba ja mitteametlik, mistõttu sobib ""komm"" pigem informaalsetesse tekstidesse. Formaalsetes või neutraalsetes kontekstides eelistatakse tõenäoliselt täisvormi ""kommentaar""."
"kommar"	"kommunismi pooldaja	 kommunistliku partei liige"	"informaalsetes"	"Sõna ""kommar"" on lühend ja kõnekeelne väljend, mida kasutatakse tihti mitteametlikes kontekstides. Sellised lühendid ja kõnekeelsed väljendid on tavaliselt omased just informaalsetele tekstidele nagu blogid, foorumid ja sotsiaalmeedia postitused. Formaalsetes või neutraalsetes tekstides eelistatakse kasutada täisvorme nagu ""kommunist"" või ""kommunismi pooldaja""."
"kommima"	"millegi kohta selgitusi esitama või arvamust avaldama	 mingi sündmuse, teksti vm kohta selgitavaid, täiendavaid või arvustavaid märkusi tegema, oma arvamust avaldama"	"informaalsetes"	"Sõna ""kommima"" tuleneb sõnast ""kommentaar"" ja on lühendatud ning mugandatud kujul, mida kasutatakse peamiselt internetikeskkondades nagu blogid, foorumid, kommentaariumid ja sotsiaalmeedia platvormid. Selline keelekasutus on iseloomulik mitteametlikule suhtlusele, kus keelekasutus on tihti vabam ja vähem formaalne. Seetõttu on sõna ""kommima"" kasutus pigem informaalsetes tekstides."
"kommionu"	"(seksuaalselt) ohtlik lastemeelitaja"	"informaalsetes"	"Sõna ""kommionu"" on slängitermin, mida kasutatakse peamiselt igapäevases kõnepruugis ja mitteametlikes kontekstides, nagu näiteks sotsiaalmeedia, foorumid ja vestlused. See väljend on pigem kõnekeelne ja kannab endas teatavat emotsionaalset laengut või hoiatavat tooni, mistõttu ei ole see tavapärane neutraalsetes või formaalsetes tekstides, kus eelistatakse kasutada ametlikumaid ja neutraalsemaid termineid."
"kommu"	"kommunismi pooldaja	 kommunistliku partei liige"	"informaalsetes"	"Sõna ""kommu"" on lühendatud ja kõnekeelne vorm sõnast ""kommunist"". Selliseid lühendeid ja kõnekeelseid väljendeid kasutatakse sagedamini mitteametlikes kontekstides, nagu näiteks vestlustes, sotsiaalmeedias või blogides, kus keelekasutus on vabam ja vähem formaalne. Formaalsetes tekstides eelistatakse tavaliselt täisvorme ja ametlikumat keelekasutust."
"kommunaalid"	"rahasumma, mis makstakse eluaseme vm hoone kütte, vee, prügiveo, elektri vm kommunaalteenuste eest"	"informaalsetes"	"Sõna ""kommunaalid"" kasutatakse sageli igapäevases kõnepruugis ja mitteametlikes kontekstides, näiteks vestlustes sõprade vahel, sotsiaalmeedias või foorumites, kui räägitakse igakuisest eluasemekuludest. See on lühendatud ja mitteametlik viis viidata kommunaalteenuste kuludele, mis sobib hästi informaalsetesse tekstidesse. Neutraalsemates või formaalsemates tekstides kasutatakse tõenäolisemalt täpsemaid termineid nagu ""kommunaalteenuste arved"" või ""kommunaalkulud""."
"komnoor"	"(Nõukogude ajal:) kommunistliku noorsooühingu liige, kommunistlik noor"	"neutraalsetes/formaalsetes"	"Sõna ""komnoor"" viitab ajaloolisele ja poliitilisele kontekstile, mis on seotud Nõukogude ajaga. Selliseid termineid kasutatakse tavaliselt ajaloolistes, poliitilistes või akadeemilistes tekstides, kus käsitletakse Nõukogude Liidu ajalugu või kommunistlikku liikumist. Seetõttu on tõenäolisem, et seda sõna kasutatakse neutraalsetes või formaalsetes tekstides, mitte igapäevases või mitteametlikus suhtluses."
"kompra"	"kompromiteerivad materjalid, mida kellegi kohta kogutakse"	"informaalsetes"	"Sõna ""kompra"" kasutatakse sageli kõnekeeles ja mitteametlikes kontekstides, et viidata kompromiteerivatele materjalidele. See on lühendatud ja slängilik väljend, mis sobib pigem mitteametlikesse vestlustesse, nagu sotsiaalmeedia postitused, foorumid ja igapäevane kõnepruuk. Formaalsetes ja ametlikes tekstides eelistatakse tõenäoliselt täpsemat ja ametlikumat sõnastust."
"kompunnima"	"kombineerima"	"informaalsetes"	"Sõna ""kompunnima"" on kõnekeelne ja kõlab pigem slängina, mis viitab sellele, et seda kasutatakse tõenäolisemalt mitteametlikes kontekstides nagu vestlused, blogid või sotsiaalmeedia postitused. Sellised sõnad ei ole tavaliselt levinud ametlikes või akadeemilistes tekstides, kus eelistatakse neutraalsemaid või formaalsemaid väljendeid."
"kondiaur"	"(naljatamisi lihasejõu, füüsilise pingutuse kohta)"	"informaalsetes"	"Sõna ""kondiaur"" kasutatakse naljatlevalt ja see viitab füüsilisele pingutusele või lihasejõule. Selline väljend sobib pigem mitteametlikesse olukordadesse, kus kasutatakse kõnekeelt ja huumorit, näiteks sõpradevahelistes vestlustes, blogides või sotsiaalmeedias. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt täpsemat ja neutraalsemat keelekasutust."
"konku"	"väike, kitsas (ja pime) ruum"	"informaalsetes"	"Sõna ""konku"" kasutamine viitab pigem kõnekeelsele ja mitteametlikule kontekstile, kuna see kirjeldab ruumi, mis on väike, kitsas ja pime, ning selline kirjeldus on sageli seotud argikeelega. Selliseid väljendeid kasutatakse tihti igapäevastes vestlustes, kus ei järgita rangelt formaalset keelekasutust. Lisaks võib sõna ""konku"" kanda endas veidi negatiivset või humoorikat varjundit, mis on omane mitteametlikule suhtlusele."
"kontorirott"	"kantseleiametnik"	"informaalsetes"	"Sõna ""kontorirott"" on pigem slängi kuuluv väljend, mida kasutatakse tihti humoorikas või veidi halvustavas kontekstis, et viidata inimesele, kes töötab kontoris või kantseleis. Sellised väljendid on tavaliselt omased mitteametlikule suhtlusele, nagu vestlused, blogid või sotsiaalmeedia postitused, kus kasutatakse vabamat ja vähem formaalset keelt. Neutraalses või formaalses kontekstis eelistatakse tõenäoliselt ametlikumaid termineid nagu ""kantseleiametnik"" või ""kontoritöötaja""."
"kontra"	"vastandatuna"	"informaalsetes"	"Sõna ""kontra"" tähenduses ""vastandatuna"" on pigem slängilik ja seda kasutatakse tihti igapäevastes vestlustes, sotsiaalmeedias ja muudes mitteametlikes kontekstides. See ei ole tavapärane termin, mida leiaks formaalsetes või neutraalsetes tekstides, nagu ametlikud dokumendid või akadeemilised artiklid."
"kontraht"	"dokument, mis määrab isikute, asutuste vm vahelise kokkuleppe osaliste kohustused ja õigused	 dokument, mis määrab õigused ja kohustused osaliste vahel, kes sõlmivad mingi kokkuleppe"	"neutraalsetes/formaalsetes"	"Sõna ""kontraht"" viitab ametlikule dokumendile, mis määrab osaliste vahelised õigused ja kohustused. Selliseid dokumente kasutatakse tavaliselt ametlikes ja juriidilistes kontekstides, nagu lepingud ja kokkulepped, mis eeldavad täpset ja korrektset keelekasutust. Seetõttu on sõna kasutus pigem neutraalsetes või formaalsetes tekstides, kus on vajalik täpsus ja ametlikkus."
"koobard"	"viletsas seisus, vaevaliselt liikuv inimene"	"informaalsetes"	"Sõna ""koobard"" tähendus ja kontekst viitavad sellele, et seda kasutatakse pigem igapäevases kõnepruugis või mitteametlikes olukordades. Sellised väljendid, mis kirjeldavad kedagi negatiivses või humoorikas valguses, on tavaliselt levinud just informaalsetes tekstides nagu vestlused, blogid või sotsiaalmeedia postitused. Neutraalsetes või formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja vähem hinnangulisi väljendeid."
"koolema"	"elus olemast lakkama	 kui keegi sureb, siis ta elu lõpeb"	"informaalsetes"	"Sõna ""koolema"" on kõnekeelne väljend, mida kasutatakse pigem igapäevases vestluses ja mitteametlikes kontekstides. See on vähem formaalne kui näiteks ""surema"" ja seetõttu sobib paremini kasutamiseks informaalsetes tekstides nagu blogid, foorumid ja sotsiaalmeedia postitused. Neutraalsetes või formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid või ametlikumaid väljendeid."
"kooliplika"	"kooliealine, koolis käiv tütarlaps"	"informaalsetes"	"Sõna ""kooliplika"" on kõnekeelne väljend, mida kasutatakse sageli mitteametlikes olukordades, näiteks igapäevastes vestlustes, blogides või sotsiaalmeedias. See sõna kannab endas veidi familiaarset ja mitteametlikku tooni, mis ei sobi hästi ametlikesse või neutraalsetesse tekstidesse, kus eelistatakse formaalsemaid termineid nagu ""koolitüdruk"" või ""õpilane""."
"koolitükk"	"koolist koduülesandeks antu	 see, mis koolis koduseks ülesandeks antakse"	"neutraalsetes/formaalsetes"	"Sõna ""koolitükk"" viitab konkreetsele hariduslikule kontseptsioonile, mis on seotud kooli ja haridusega. Selliseid termineid kasutatakse tavaliselt neutraalsetes või formaalsetes kontekstides, näiteks haridusalastes aruteludes, ametlikes dokumentides, õppekavades ja õpetajate ning õpilaste vahelises suhtluses. Kuigi sõna võib esineda ka igapäevases vestluses, on selle kasutus siiski pigem neutraalne või formaalne, kuna see viitab spetsiifilisele õppeprotsessi osale."
"koolma"	"elus olemast lakkama	 kui keegi sureb, siis ta elu lõpeb"	"neutraalsetes/formaalsetes"	"Sõna ""koolma"" on vana ja traditsiooniline eesti keele sõna, mida kasutatakse kirjeldamaks surma. Kuigi see ei ole igapäevases kõnekeeles nii levinud kui mõned teised sünonüümid, on see siiski neutraalne ja sobib kasutamiseks formaalsetes ja neutraalsetes kontekstides, nagu kirjandus, ajakirjandus ja ametlikud tekstid. Sõna ei ole seotud slängi või informaalsete väljenditega, mistõttu ei ole see tavaliselt kasutusel informaalsetes tekstides."
"koolmeisterdama"	"õpetajaametit pidama"	"informaalsetes"	"Sõna ""koolmeisterdama"" on tuletatud sõnast ""koolmeister"", mis on vanamoeline ja harvemini kasutatav sõna õpetaja kohta. Selle tuletisena võib ""koolmeisterdama"" tunduda mängulise ja mitteametliku väljendina, mida tõenäolisemalt kasutatakse mitteametlikes kontekstides, nagu kõnekeel või kirjanduslikud tekstid, kus püütakse luua teatud ajastut või stiili. Neutraalsetes või formaalsetes tekstides eelistatakse tõenäoliselt sõna ""õpetama"" või ""õpetajaametit pidama""."
"koonukas"	"Eestis aastatel 1991–2002 tegutsenud Eesti Koonderakonna liige"	"informaalsetes"	"Sõna ""koonukas"" on lühendatud ja kõnekeelne vorm, mis viitab konkreetse poliitilise erakonna liikmele. Sellised lühendatud ja hüüdnime laadis väljendid on tavaliselt omased mitteametlikule suhtlusele, nagu näiteks vestlused, blogid või sotsiaalmeedia postitused. Neutraalses või formaalses kontekstis eelistatakse tõenäoliselt kasutada täisvormi, näiteks ""Eesti Koonderakonna liige""."
"koosa"	"(naha peale andmise, peksasaamise vms kohta)"	"informaalsetes"	"Sõna ""koosa"" tähenduses ""naha peale andmise, peksasaamise vms kohta"" on slängi või kõnekeele väljend, mida kasutatakse pigem igapäevases ja mitteametlikus suhtluses. Sellised väljendid on tavaliselt levinud suulises kõnes, sotsiaalmeedias, foorumites ja muudes mitteametlikes kontekstides, mitte aga ametlikes dokumentides või formaalsetes tekstides."
"kopeer"	"ühelt küljelt tumeda pigmendiseguga kaetud õhuke paber ärakirja tegemiseks"	"neutraalsetes/formaalsetes"	"Sõna ""kopeer"" viitab spetsiifilisele kontoritarbele, mida kasutatakse ärakirjade tegemiseks. Selliseid termineid kasutatakse tavaliselt ametlikes või neutraalsetes kontekstides, näiteks kontoritarvete kirjeldustes, ametlikes dokumentides või tehnilistes juhendites. Informaalsetes tekstides, nagu blogid või sotsiaalmeedia, kasutatakse tõenäoliselt lihtsamaid või üldisemaid termineid, kui üldse sellist spetsiifilist objekti mainitakse."
"koperdis"	"aeglane või saamatu inimene"	"informaalsetes"	"Sõna ""koperdis"" kasutatakse sageli negatiivse varjundiga ja see viitab inimesele, kes on aeglane või saamatu. Selline sõna valik on tavaliselt omane mitteametlikule suhtlusele, kus kasutatakse kõnekeelseid ja mõnikord halvustavaid väljendeid. Seetõttu on tõenäolisem, et seda sõna kohtab pigem informaalsetes tekstides nagu vestlused, blogid või sotsiaalmeedia postitused, mitte ametlikes või neutraalsetes kontekstides."
"koputaja"	"inimene, kes teis(t)e peale kaebab või teise(d) üles annab"	"informaalsetes"	"Sõna ""koputaja"" kasutatakse sageli negatiivse alatooniga, viidates inimesele, kes kaebab või annab teisi üles. Selline terminoloogia on tavaliselt levinud mitteametlikes olukordades, nagu vestlused, foorumid või sotsiaalmeedia, kus inimesed väljendavad oma arvamusi ja tundeid otsesemalt ja vähem formaalselt. Neutraalsetes või formaalsetes tekstides eelistatakse tõenäoliselt neutraalsemaid või ametlikumaid väljendeid, nagu ""informeerija"" või ""teavitaja""."
"korp"	"kinnine üliõpilasorganisatsioon, mille liige hrl kannab eraldusvärvidega mütsi ja rinnapaela"	"neutraalsetes/formaalsetes"	"Sõna ""korp"" kasutatakse kontekstis, mis on seotud haridusasutuste ja üliõpilasorganisatsioonidega. Sellised teemad on tavaliselt käsitletud neutraalsetes või formaalsetes tekstides, nagu akadeemilised artiklid, haridusasutuste ametlikud dokumendid või ajaleheartiklid, mis käsitlevad üliõpilaselu ja -organisatsioone. Sõna ""korp"" ei ole tüüpiline igapäevases kõnepruugis või informaalsetes tekstides, kuna see viitab spetsiifilisele ja formaalsele organisatsioonilisele struktuurile."
"korralt"	"otsekohe, jalamaid, korrapealt"	"informaalsetes"	"Sõna ""korralt"" tähenduses ""otsekohe, jalamaid, korrapealt"" on pigem kõnekeelne väljend, mida kasutatakse igapäevases suhtluses ja mitteametlikes olukordades. Sellised väljendid on tavaliselt levinud suulises kõnes ja mitteametlikes kirjutistes nagu blogid, foorumid ja sotsiaalmeedia postitused. Formaalsetes tekstides eelistatakse sageli neutraalsemaid ja standardsemaid väljendeid."
"koslep"	"(peksaandmise või -saamise, karistamise kohta)"	"informaalsetes"	"Sõna ""koslep"" kasutatakse tavaliselt slängina või kõnekeeles, viidates peksasaamisele või karistamisele. Sellised väljendid on tihti levinud just mitteametlikes kontekstides nagu sõpradevahelised vestlused, sotsiaalmeedia postitused või foorumid, kus keelekasutus on vabama ja vähem formaalse iseloomuga. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt täpsemaid ja neutraalsemaid väljendeid."
"koss"	"sportlik mäng, kus üks võistkond püüab palli teise võistkonna korvi visata	 sportmäng, milles kumbki meeskond püüab palli vastaspoole korvi visata"	"informaalsetes"	"Sõna ""koss"" on lühend sõnast ""korvpall"" ning selliseid lühendeid kasutatakse sageli mitteametlikes kontekstides, nagu sõpradevahelised vestlused, sotsiaalmeedia ja foorumid. Formaalsetes ja neutraalsetes tekstides eelistatakse tavaliselt kasutada täisvormi ""korvpall""."
"kosu"	"miski vilets, vana, lagunenud"	"informaalsetes"	"Sõna ""kosu"" tähenduses ""miski vilets, vana, lagunenud"" on tõenäoliselt kasutusel pigem informaalsetes kontekstides. Sellised väljendid, mis kirjeldavad midagi negatiivses valguses ja on seotud argikeele või slängiga, esinevad tihti mitteametlikes vestlustes, nagu näiteks sõpradevahelised jutud, sotsiaalmeedia postitused või foorumid. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt täpsemat ja neutraalsemat keelt."
"kraade"	"ülbe käitumisega (linna)nooruk"	"informaalsetes"	"Sõna ""kraade"" tähenduses ""ülbe käitumisega (linna)nooruk"" on tõenäoliselt släng või kõnekeelne väljend, mida kasutatakse pigem noorte seas ja mitteametlikes olukordades. Sellised sõnad on tavaliselt levinud sotsiaalmeedias, vestlustes ja muudes mitteametlikes tekstides, kus kasutatakse vabamat ja vähem formaalset keelt. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja üldiselt arusaadavamaid väljendeid."
"kreissaag"	"kettakujulise lõiketeraga saag"	"neutraalsetes/formaalsetes"	"Sõna ""kreissaag"" viitab konkreetsele tööriistale, mida kasutatakse ehituses ja puidutööstuses. Sellised tehnilised terminid on tavaliselt neutraalsed ja neid kasutatakse nii igapäevases suhtluses kui ka ametlikes ja tehnilistes tekstides, nagu näiteks tööriistade kasutusjuhendid, ehitusprojektid ja tehnilised kirjeldused. Seetõttu sobib see pigem neutraalsetesse ja formaalsetesse kontekstidesse."
"kriipsupealt"	"väga täpselt, täpipealt"	"informaalsetes"	"Sõna ""kriipsupealt"" oma tähenduses ""väga täpselt, täpipealt"" on pigem kõnekeelne väljend. Seda tüüpi väljendid on tavaliselt levinud igapäevases suhtluses ja mitteametlikes kontekstides, nagu näiteks sõpradevahelised vestlused, blogid või sotsiaalmeedia postitused. Formaalsetes tekstides eelistatakse sageli neutraalsemaid ja täpsemaid väljendeid, mis ei kanna endas kõnekeele varjundit."
"kriksadull"	"keerdudega, raskesti väljaloetav tähekuju"	"informaalsetes"	"Sõna ""kriksadull"" oma tähenduses viitab millelegi, mis on keerdus ja raskesti loetav, ning see on pigem mänguline ja mitteametlik väljend. Selliseid sõnu kasutatakse tihti igapäevases kõnepruugis, näiteks kirjeldamaks laste joonistusi või kellegi lohakat käekirja. Formaalsetes tekstides eelistatakse tavaliselt täpsemaid ja neutraalsemaid väljendeid, seega on ""kriksadull"" tõenäolisemalt kasutusel mitteametlikes kontekstides nagu vestlused, blogid või sotsiaalmeedia postitused."
"kriksatrull"	"keerdudega, raskesti väljaloetav tähekuju"	"informaalsetes"	"Sõna ""kriksatrull"" oma tähenduse ja kõlaga viitab pigem mängulisele ja mitteametlikule keelekasutusele. Selliseid väljendeid kasutatakse tihti igapäevases kõnes, et kirjeldada midagi keerulist või segast, näiteks käsitsi kirjutatud teksti, mis on raskesti loetav. Selline sõna sobib hästi mitteametlikesse kontekstidesse nagu vestlused, blogid või sotsiaalmeedia postitused, kus keelekasutus on vabam ja loomingulisem. Formaalsetes tekstides eelistatakse tavaliselt täpsemaid ja neutraalsemaid väljendeid."
"krill"	"vihavimm, jonn, jonniajamine"	"informaalsetes"	"Sõna ""krill"" tähenduses ""vihavimm, jonn, jonniajamine"" on tõenäoliselt släng või kõnekeelne väljend, mida kasutatakse pigem igapäevastes ja mitteametlikes olukordades. Sellised väljendid on tavaliselt levinud suulises kõnes, sotsiaalmeedias, foorumites ja muudes mitteametlikes kontekstides, kus keelekasutus on vabam ja vähem formaalne."
"krillima"	"kiusu, jonni ajama, pahuksis olema"	"informaalsetes"	"Sõna ""krillima"" tähenduses ""kiusu, jonni ajama, pahuksis olema"" on tõenäoliselt kasutusel pigem informaalsetes tekstides. Selline väljend võib esineda igapäevases kõnekeeles, sõpradevahelistes vestlustes, sotsiaalmeedias või foorumites, kus kasutatakse tihti slängi ja mitteametlikku keelt. Neutraalsetes või formaalsetes tekstides, nagu ametlikud dokumendid või akadeemilised artiklid, eelistatakse tavaliselt standardkeelt ja vältitakse slängi või kõnekeelseid väljendeid."
"kriminaal"	"(kriminaal)kurjategija, ka muu kohtulikult karistatu"	"informaalsetes"	"Sõna ""kriminaal"" kasutatakse sageli igapäevases kõnepruugis ja mitteametlikes kontekstides, et viidata kurjategijatele või kohtulikult karistatutele. See on lühendatud ja lihtsustatud viis viidata kriminaalsetele isikutele, mis sobib hästi mitteametlikesse vestlustesse, nagu sotsiaalmeedia postitused, foorumid ja igapäevased vestlused. Neutraalsemates või formaalsemates tekstides eelistatakse tõenäoliselt täpsemaid ja ametlikumaid termineid nagu ""kurjategija"" või ""kohtulikult karistatu""."
"kriminull"	"kriminaaljutt, -romaan või -film"	"informaalsetes"	"Sõna ""kriminull"" on lühendatud ja kõnekeelne vorm, mis viitab kriminaaljuttudele, -romaanidele või -filmidele. Selline keelekasutus on iseloomulik mitteametlikele ja igapäevastele vestlustele, kus kasutatakse tihti lühendeid ja slängi. Formaalsetes tekstides eelistatakse tavaliselt täpsemaid ja ametlikumaid termineid."
