"Katsesõna","Tähendus","vastus","põhjendus"
"koolma","elus olemast lakkama, kui keegi sureb, siis ta elu lõpeb","informaalsetes","Sõna ""koolma"" on eesti keeles pigem rahvalik ja kõnekeelne väljend surma tähistamiseks. See ei ole ametlikes ega formaalsetes kontekstides tavapärane, vaid esineb pigem igapäevases kõnes või folklooris. Formaalsemates tekstides kasutatakse sõnu nagu ""surema"" või ""hukkuma"", mistõttu ""koolma"" sobib pigem informaalsesse registrisse."
"koolmeisterdama","õpetajaametit pidama","informaalsetes","Sõna ""koolmeisterdama"" tähenduses ""õpetajaametit pidama"" kannab pigem kõnekeelset ja mitteametlikku varjundit. See ei ole tavapärane ametlikus või formaalses keeles, kus eelistatakse neutraalseid või ametlikke väljendeid nagu ""õpetajana töötama"" või ""pedagoogina tegutsema"". Sõna ""koolmeisterdama"" võib esineda pigem igapäevases kõnes või kirjanduslikes kontekstides, kus taotletakse rahvalikku või vanaaegset tooni. Seetõttu sobib see kõige paremini informaalsesse registrisse."
"koonukas","Eestis aastatel 1991–2002 tegutsenud Eesti Koonderakonna liige","informaalsetes","Sõna ""koonukas"" on kõnekeelne ja pigem mitteametlik nimetus Eesti Koonderakonna liikme kohta. See ei ole neutraalne ega formaalne termin, kuna ametlikes või tõsistes kontekstides kasutatakse pigem täpset ja ametlikku nimetust, nagu ""Eesti Koonderakonna liige"". Sõna ""koonukas"" võib kanda ka teatavat emotsionaalset või hinnangulist varjundit, mis muudab selle sobivamaks sõpruskonna vestlustes või mitteametlikes olukordades. Seetõttu sobib see kasutamiseks pigem informaalses kontekstis."
"koosa","(naha peale andmise, peksasaamise vms kohta)","informaalsetes","Sõna ""koosa"" tähenduses ""naha peale andmine, peksasaamine"" on kõnekeelne ja pigem argine väljend, mida kasutatakse igapäevases suhtluses, kuid mis ei sobi ametlikesse või formaalsetesse kontekstidesse. See kannab endas emotsionaalset või kujundlikku varjundit, mis on omane pigem vabale ja sõbralikule vestlusele või argikeelele. Formaalses keeles eelistatakse täpsemaid ja neutraalsemaid väljendeid, nagu ""karistus"" või ""füüsiline vägivald"". Seetõttu sobib sõnale ""koosa"" lisada registrimärgend ""informaalne""."
"kopeer","ühelt küljelt tumeda pigmendiseguga kaetud õhuke paber ärakirja tegemiseks","neutraalsetes","Sõna ""kopeer"" selles tähenduses viitab konkreetsele esemele (kopeerpaber), mis on neutraalne ja tehniline termin. Seda kasutatakse pigem ametlikes või asjalikes kontekstides, näiteks kontoritöö või dokumentidega seotud kirjeldustes, kuid see ei ole ülemäära formaalne ega ka selgelt informaalne. Seetõttu sobib see neutraalsetesse tekstidesse."
"koperdis","aeglane või saamatu inimene","informaalsetes","Sõna ""koperdis"" tähenduses ""aeglane või saamatu inimene"" on pigem kõnekeelne ja emotsionaalse varjundiga, mis viitab kergele halvustusele või tuttavlikule toonile. See ei sobi ametlikesse või formaalsetesse kontekstidesse, kus eelistatakse neutraalseid või viisakaid väljendeid. Sõna kasutatakse pigem igapäevases suhtluses, näiteks sõprade või tuttavate vahel, mistõttu on sobiv lisada registrimärgend ""informaalne""."
"koputaja","inimene, kes teis(t)e peale kaebab või teise(d) üles annab","informaalsetes","Sõna ""koputaja"" kasutatakse peamiselt kõnekeeles ja mitteametlikes kontekstides, kuna see kannab endas negatiivset või halvustavat varjundit. See viitab inimesele, kes reedab või annab teisi üles, sageli salaja või ebaeetiliselt, ning sellist sõnavalikut ei kohta tavaliselt ametlikes või formaalsetes tekstides. Neutraalsetes kontekstides eelistatakse pigem täpsemaid või vähem emotsionaalseid väljendeid, nagu ""kaebaja"" või ""teataja"", kui olukord seda võimaldab. Seetõttu sobib ""koputaja"" pigem informaalsesse keelekasutusse, näiteks vestlustes või ilukirjanduses."
"korp","kinnine üliõpilasorganisatsioon, mille liige hrl kannab eraldusvärvidega mütsi ja rinnapaela","neutraalsetes","Sõna ""korp"" tähenduses ""kinnine üliõpilasorganisatsioon"" on spetsiifiline termin, mis on seotud üliõpilaskultuuri ja traditsioonidega. See ei ole selgelt informaalne, kuna seda kasutatakse pigem ametlikes või neutraalsetes kontekstides, näiteks üliõpilasorganisatsioonide tutvustustes, ajaloolistes tekstides või akadeemilistes aruteludes. Samas ei ole see ka rangelt formaalne, kuna sõna ei kuulu ametliku kõrgkeele registrisse. Seetõttu sobib see kõige paremini neutraalseks kasutuseks."
"korralt","otsekohe, jalamaid, korrapealt","informaalsetes","Sõna ""korralt"" tähenduses ""otsekohe, jalamaid, korrapealt"" on pigem kõnekeelne ja igapäevane väljend, mida kasutatakse suulises suhtluses või mitteametlikes tekstides. See ei ole tavapärane ametlikes või formaalsetes kontekstides, kus eelistatakse neutraalsemaid või standardsemaid väljendeid nagu ""kohe"" või ""viivitamatult"". Sõna ""korralt"" kasutamine võib kanda ka emotsionaalset või rõhutavat tooni, mis sobib pigem vabamas keeles."
"koslep","(peksaandmise või -saamise, karistamise kohta)","informaalsetes","Sõna ""koslep"" on eesti keeles pigem kõnekeelne ja rahvalik väljend, mida kasutatakse peksaandmise või -saamise tähenduses. See ei ole ametlik ega formaalne termin ning sobib pigem vabas, sõbralikus või argises kontekstis kasutamiseks. Formaalses või neutraalses keeles eelistatakse täpsemaid ja ametlikumaid väljendeid, nagu ""peksmine"" või ""karistamine"". Seetõttu on sõna ""koslep"" kasutamine omane pigem informaalsele keelepruugile."
"koss","sportlik mäng, kus üks võistkond püüab palli teise võistkonna korvi visata, sportmäng, milles kumbki meeskond püüab palli vastaspoole korvi visata","informaalsetes","Sõna ""koss"" on kõnekeelne ja argipäevane lühend sõnast ""korvpall"". Seda kasutatakse peamiselt vabas ja sõbralikus kontekstis, näiteks sõprade vahel või igapäevases vestluses. Formaalsemates või ametlikes tekstides, nagu spordiuudised, ametlikud aruanded või akadeemilised kirjutised, eelistatakse täistähendust ""korvpall"", kuna see on neutraalne ja standardne termin. Seetõttu sobib ""koss"" pigem informaalsetesse kontekstidesse."
"kosu","miski vilets, vana, lagunenud","informaalsetes","Sõna ""kosu"" tähenduses ""miski vilets, vana, lagunenud"" on pigem kõnekeelne ja mitteametlik. See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse neutraalseid või täpseid väljendeid nagu ""vananenud"", ""lagunenud"" või ""halvas seisukorras"". Sõna ""kosu"" kasutamine on omane pigem igapäevasele suhtlusele, sõpradevahelisele jutule või murdelisele keelepruugile, mistõttu sobib see kõige paremini informaalsesse konteksti."
"kraade","ülbe käitumisega (linna)nooruk","informaalsetes","Sõna ""kraade"" tähenduses ""ülbe käitumisega (linna)nooruk"" on slängiväljend, mida kasutatakse peamiselt kõnekeeles ja mitteametlikes kontekstides. See ei sobi formaalsetesse ega neutraalsetesse tekstidesse, kuna sellel on selgelt argine ja noortepärane toon ning see võib kanda ka teatavat hinnangut või emotsionaalset varjundit. Seetõttu on sobiv lisada registrimärgend, mis viitab informaalsetele tekstidele."
"kreissaag","kettakujulise lõiketeraga saag","neutraalsetes","Sõna ""kreissaag"" on tehniline termin, mis viitab konkreetsele tööriistale (kettakujulise lõiketeraga saag) ja seda kasutatakse peamiselt neutraalsetes kontekstides, nagu tööriistade kirjeldused, tehnilised juhendid või igapäevane suhtlus tööga seotud teemadel. See ei ole selgelt informaalne ega formaalne, vaid pigem praktiline ja neutraalne, sobides kasutamiseks enamikus olukordades, kus on vaja täpselt seda tööriista nimetada. Kui kontekst nõuab väga ametlikku keelt, võidakse eelistada täpsemat või ametlikumat väljendit, kuid üldiselt ei ole sõnal ""kreissaag"" tugevat stiililist varjundit."
"kriipsupealt","väga täpselt, täpipealt","informaalsetes","Sõna ""kriipsupealt"" kasutatakse pigem kõnekeeles ja mitteametlikes kontekstides, kuna see on kujundlik ja veidi mänglev väljend. Formaalses või ametlikes tekstides eelistatakse neutraalsemaid või täpsemaid väljendeid, nagu ""täpselt"" või ""täiesti täpselt"". Sõna ""kriipsupealt"" võib kanda kergelt emotsionaalset või rõhutavat tooni, mis ei sobi tõsisesse või ametlikku keelekasutusse."
"kriksadull","keerdudega, raskesti väljaloetav tähekuju","informaalsetes","Sõna ""kriksadull"" on pigem kõnekeelne ja ekspressiivne väljend, mis ei kuulu ametlikku või formaalsesse keelekasutusse. Seda kasutatakse tõenäoliselt igapäevases suhtluses või kirjanduslikes tekstides, kus taotletakse elavat ja kujundlikku keelt, kuid mitte ametlikes dokumentides või akadeemilistes kontekstides. Seetõttu sobib see pigem informaalsesse registrisse. Lisaks on sõna tähendus ja kõla pigem mänguline või kirjeldav, mis viitab selle kasutamisele vabamas keeles."
"kriksatrull","keerdudega, raskesti väljaloetav tähekuju","informaalsetes","Sõna ""kriksatrull"" on pigem kõnekeelne ja mänguline väljend, mis ei kuulu ametlikku või formaalsesse keelekasutusse. Seda kasutatakse tõenäoliselt igapäevases suhtluses või mitteametlikes tekstides, näiteks sõpradevahelises vestluses või loomingulistes kontekstides, et kirjeldada loetamatut või keerulist käekirja. Formaalses või neutraalses kontekstis eelistataks täpsemaid ja standardsemaid väljendeid, nagu ""loetamatu käekiri"" või ""keeruline tähekuju"". Seetõttu sobib sõnale registrimärgend ""informaalne""."
"krill","vihavimm, jonn, jonniajamine","informaalsetes","Sõna ""krill"" tähenduses ""vihavimm, jonn, jonniajamine"" on pigem kõnekeelne ja emotsionaalse varjundiga väljend, mida kasutatakse igapäevases suhtluses, kuid mis ei sobi ametlikesse või formaalsetesse kontekstidesse. See on omane pigem vabamas toonis vestlustele või tekstidele, kus väljendatakse isiklikke tundeid või hinnanguid. Sõnaraamatutes või keelekorpustes ei pruugi see sõna sellises tähenduses olla laialdaselt fikseeritud kui neutraalne või ametlik termin, mistõttu on sobiv märkida see kui informaalse registri sõna."
"krillima","kiusu, jonni ajama, pahuksis olema","informaalsetes","Sõna ""krillima"" on pigem kõnekeelne ja emotsionaalse varjundiga väljend, mida kasutatakse igapäevases suhtluses, kuid mis ei sobi ametlikku või formaalsesse konteksti. See viitab lapsepõlisele või mängulisele käitumisele (kiusu ajamine, jonni ajamine), mis on omane pigem vabamas ja sõbralikus keskkonnas. Formaalses keeles eelistatakse neutraalsemaid või täpsemaid väljendeid, nagu ""tülitsema"" või ""vastu hakkama"". Seetõttu sobib sõna kasutamine pigem informaalsesse registrisse."
"kriminaal","(kriminaal)kurjategija, ka muu kohtulikult karistatu","informaalsetes","Sõna ""kriminaal"" tähenduses ""(kriminaal)kurjategija, ka muu kohtulikult karistatu"" kasutatakse pigem kõnekeeles ja mitteametlikes kontekstides. See kannab sageli emotsionaalset või hinnangulist varjundit, mis ei sobi formaalsetesse või neutraalsetesse tekstidesse, kus eelistatakse täpsemaid ja neutraalsemaid termineid nagu ""kurjategija"" või ""süüdimõistetu"". Seetõttu on sõna kasutamine iseloomulik pigem informaalsetele olukordadele, näiteks igapäevases vestluses või meedias, kus taotletakse kõnekeelsemat tooni."
"kriminull","kriminaaljutt, -romaan või -film","informaalsetes","Sõna ""kriminull"" on slängiväljend, mis on tuletatud sõnadest ""kriminaal"" ja tõenäoliselt ""null"" või mõne muu lühendi kaudu, ning seda kasutatakse pigem kõnekeeles või mitteametlikes kontekstides. See ei ole ametlik termin ega esine formaalsetes tekstides, kus eelistatakse täpsemaid ja neutraalseid väljendeid nagu ""kriminaalromaan"" või ""kriminaalfilm"". Seetõttu sobib sellele sõnale registrimärgend ""informaalne"", kuna see peegeldab sõna kasutust igapäevases, vabas suhtluses."
"kroks","sarv- ja luukilbistega kaetud kehaga suur sisalikukujuline troopika ja lähistroopika mageveekogude ja soode roomaja, soojade maade loom, kellel on teravate hammastega suur suu ja pikk saba","informaalsetes","Sõna ""kroks"" on eesti keeles pigem kõnekeelne ja lapsik variant krokodilli tähistamiseks. See ei ole ametlik ega teaduslik termin, mistõttu seda kasutatakse enamasti mitteametlikes, sõbralikes või lastele suunatud kontekstides. Formaalsetes või neutraalsetes tekstides eelistatakse täpsemat ja standardsemat terminit ""krokodill""."
"kroku","sarv- ja luukilbistega kaetud kehaga suur sisalikukujuline troopika ja lähistroopika mageveekogude ja soode roomaja, soojade maade loom, kellel on teravate hammastega suur suu ja pikk saba","informaalsetes","Sõna ""kroku"" on eesti keeles pigem kõnekeelne ja tuttavlik lühend sõnast ""krokodill"". Seda kasutatakse enamasti mitteametlikes kontekstides, näiteks lastejuttudes, igapäevases vestluses või naljatlevas toonis. Formaalsetes või teaduslikes tekstides eelistatakse täpsemat ja ametlikumat terminit ""krokodill"". Seetõttu sobib sõna ""kroku"" kasutamine pigem informaalsetesse kontekstidesse."
"kronks","(kõhna, kuivetu vanainimese, hrl naisterahva kohta)","informaalsetes","Sõna ""kronks"" on kõnekeelne ja pigem halvustava või pilkava varjundiga, mistõttu seda kasutatakse peamiselt mitteametlikes, igapäevastes vestlustes. See ei sobi neutraalsetesse ega formaalsetesse kontekstidesse, kuna võib mõjuda lugupidamatult või kohatult. Sõna kasutamine on seotud pigem emotsionaalse või hinnangulise väljendamisega, mis on omane informaalsele keelepruugile."
"krous","peen mahapressimata volt (hrl rõiva avardamiseks või kaunistamiseks)","neutraalsetes","Sõna ""krous"" on spetsiifiline termin, mida kasutatakse peamiselt rõivaste disaini ja õmblemise kontekstis. See ei ole seotud emotsionaalse või sotsiaalse tooniga, mis viitaks informaalsetele või formaalsetele olukordadele. Seetõttu sobib see neutraalsetesse tekstidesse, näiteks õmblusjuhenditesse, moeartiklitesse või tehnilistesse kirjeldustesse, kus täpsus ja asjalikkus on olulised. Sõna ei ole argikeelne ega ülemäära ametlik, mistõttu registrimärgendit ei ole vaja lisada."
"krousima","kangasse, riideesemesse (peeni) mahapressimata volte, krookeid tegema, kangast sel viisil kokku tõmbama","neutraalsetes","Sõna ""krousima"" on spetsiifiline termin, mis viitab kangatöötluse või õmblemise kontekstis konkreetsele tegevusele. See ei ole selgelt seotud ainult informaalse või formaalse keelega, vaid pigem neutraalse, asjaliku keelekasutusega, mis sobib kasutamiseks nii igapäevases kui ka tehnilises kontekstis, näiteks õmblusjuhendites või käsitööalastes tekstides. Sõnal puudub selge emotsionaalne või stilistiline varjund, mis viitaks kas väga ametlikule või väga vabale keelekasutusele. Seetõttu ei ole vajalik registrimärgendit lisada, kuid kui see on vajalik, sobib neutraalne register kõige paremini."
"krusa","kaupa, ehitusmaterjali vm mahukaid asju vedav suur auto, suur auto, millega saab raskeid asju vedada","informaalsetes","Sõna ""krusa"" ei ole eesti keeles laialdaselt kasutatav ega standardne termin suurte veokite või raskeveokite tähistamiseks. Pigem võib see olla slängi- või murdeväljend, mis esineb teatud piirkondades või kogukondades. Seetõttu sobib see kasutamiseks pigem mitteametlikes, sõbralikes või argistes kontekstides, kuid mitte ametlikes või formaalsetes tekstides, kus eelistatakse täpseid ja üldtunnustatud termineid nagu ""veok"" või ""raskeveok""."
"kruss","kähar, lokkis juuksesalk vms","informaalsetes","Sõna ""kruss"" tähenduses ""kähar, lokkis juuksesalk vms"" on pigem kõnekeelne ja igapäevane väljend, mida kasutatakse vabas, mitteametlikus kontekstis. See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse neutraalsemaid või täpsemaid sõnu nagu ""lokk"" või ""juuksesalk"". Sõna ""kruss"" võib kanda ka mänglevat või hellitavat varjundit, mis sobib pigem sõpradevahelisse suhtlusse või kirjanduslikku kujundlikku keelde, kuid mitte tõsisesse või ametlikku stiili. Seetõttu sobib sellele registrimärgend ""informaalne""."
"krutstükk","vallatu, kelmikas või (veidi) üleannetu tegu","informaalsetes","Sõna ""krutstükk"" kasutatakse pigem kõnekeeles ja mitteametlikes kontekstides, kuna see kannab mängulist, kergelt humoorikat või familiaarset tooni. See ei sobi formaalsetesse tekstidesse, kus eelistatakse neutraalsemaid või tõsisemaid väljendeid, nagu näiteks ""tegu"" või ""temputamine"". Sõna kasutamine on seotud pigem igapäevase suhtluse ja laste või noorte käitumise kirjeldamisega, mis viitab selle informaalsele iseloomule."
"kruttima","nuppu, kruvi vms keerama, seda keerates midagi reguleerima, paika seadma","informaalsetes","Sõna ""kruttima"" kasutatakse pigem kõnekeeles ja igapäevases suhtluses, näiteks tehniliste seadmete või esemete reguleerimise kontekstis. See ei ole ametlik ega formaalne väljend ning sobib rohkem vabamas toonis tekstidesse või vestlustesse. Formaalsemas keeles eelistatakse täpsemaid või neutraalsemaid vasteid, nagu ""keerama"" või ""reguleerima"". Sõna ""kruttima"" võib kanda ka kergelt mängulist või slängilikku varjundit, mis rõhutab selle sobivust just informaalsesse konteksti."
"kruusakas","kruusateel sõitmiseks mõeldud rehv","informaalsetes","Sõna ""kruusakas"" on kõnekeelne ja pigem slängiväljend, mida kasutatakse igapäevases suhtluses või tehnilise žargooni kontekstis, näiteks autoentusiastide või maastikul sõitjate seas. See ei ole ametlik termin ning ei sobi formaalsetesse või neutraalsetesse tekstidesse, kus eelistatakse täpsemaid ja standardseid väljendeid nagu ""kruusarehv"" või ""maastikurehv"". Seetõttu on sõna kasutamine omane pigem vabamas ja sõbralikus keeles."
"krõbi","vana (jõuetu) inimene","informaalsetes","Sõna ""krõbi"" kasutamine tähenduses ""vana (jõuetu) inimene"" on pigem kõnekeelne ja mitteametlik, kuna see kannab sageli halvustavat või iroonilist varjundit. Sellist sõna ei kohta tavaliselt ametlikes või formaalsetes tekstides, vaid pigem igapäevases kõnes või sõbralikus, kuid mitte tõsises kontekstis. Seetõttu sobib sellele sõnale registrimärgend ""informaalne""."
"krööm","väike hulk, vähene määr","informaalsetes","Sõna ""krööm"" on pigem kõnekeelne ja kuulub argisesse keelekasutusse. See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse neutraalseid või standardseid väljendeid nagu ""väike kogus"" või ""vähene hulk"". Sõna ""krööm"" kasutamine on omane pigem vabamas, sõbralikus või igapäevases kontekstis, mistõttu sobib see kõige paremini informaalsetesse tekstidesse. Lisaks võib sõnal olla murdeline või regionaalne varjund, mis veelgi rõhutab selle mitteformaalset iseloomu."
"kröömike","väike hulk, vähene määr","informaalsetes","Sõna ""kröömike"" on eesti keeles pigem kõnekeelne ja mitteametlik, kasutatakse igapäevases suhtluses või sõbralikus kontekstis, et väljendada väikest kogust või määra. See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse neutraalsemaid või täpsemaid väljendeid nagu ""väike kogus"" või ""vähene hulk"". Sõna tonaalsus ja kasutussagedus viitavad selgelt informaalsele keelekasutusele."
"kröömikene","väike hulk, vähene määr","informaalsetes","Sõna ""kröömikene"" on diminutiivne vorm sõnast ""krööm"", mis tähendab väikest kogust või määra. Selline sõnavorm on keeleliselt hellitav või rõhutavalt vähendav, mis viitab pigem kõnekeelsele ja mitteametlikule kasutusele. See sobib kasutamiseks igapäevases vestluses või sõbralikus kontekstis, kuid ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse neutraalsemaid või täpsemaid väljendeid nagu ""väike kogus"" või ""vähene hulk"". Lisaks on sõna ""kröömikene"" kasutamine piirkondlikult või kultuuriliselt piiratud ning võib tunduda vanamoodne või murdeline, mis veelgi rõhutab selle informaalsust."
"kröönima","raha kokku hoidma, rahaga koonerdama","informaalsetes","Sõna ""kröönima"" tähenduses ""raha kokku hoidma, rahaga koonerdama"" on pigem kõnekeelne ja mitteametlik. See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse neutraalseid või formaalseid väljendeid nagu ""säästma"" või ""kokku hoidma"". Sõna ""kröönima"" kasutamine võib kanda ka kerget halvustavat või iroonilist varjundit, mis sobib pigem sõpradevahelisse vestlusse või mitteametlikku konteksti. Seetõttu sobib sellele sõnale registrimärgend ""informaalne""."
"kuda","esineb millegi toimumise viisi, olukorra vms täpsustamisel otseses või kaudselt väljendatud küsimuses ning täpsustava lauseosa alguses, mis moel, mis viisil","informaalsetes","Sõna ""kuda"" on eesti keeles kõnekeelne ja pigem murdelise taustaga variant sõnast ""kuidas"". Seda kasutatakse peamiselt argises, mitteametlikus suhtluses ning see ei ole omane formaalsele või kirjalikule keelele, kus eelistatakse standardset vormi ""kuidas"". Seetõttu sobib ""kuda"" kasutamine pigem informaalsetesse kontekstidesse, näiteks sõpradevahelises vestluses või murdekeeles."
"kuidamoodi","(viisile, olukorrale vms osutavalt:) kuidas, kuidas","informaalsetes","Sõna ""kuidamoodi"" on kõnekeelne ja pigem mitteametliku tooniga. See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse täpsemaid ja neutraalsemaid väljendeid nagu ""kuidas"" või ""mil viisil"". Sõna kasutamine on omane pigem igapäevasele suhtlusele või vabamas stiilis tekstidele, mistõttu sobib sellele registrimärgend ""informaalne""."
"kuidaviisi","(viisile, olukorrale vms osutavalt:) kuidas, kuidas","informaalsetes","Sõna ""kuidaviisi"" on pigem kõnekeelne ja mitteametlik, kuna see ei ole laialdaselt kasutusel ametlikes või formaalsetes kontekstides. See võib esineda pigem igapäevases vestluses või kirjanduslikes tekstides, mis jäljendavad kõnekeelt, kuid ei sobi tõsisesse või ametlikku keelekasutusse, kus eelistatakse neutraalsemaid või formaalsemaid väljendeid nagu ""kuidas"" või ""millisel viisil"". Sõna tonaalsus ja kasutussagedus viitavad sellele, et see kuulub pigem vabasse, sõbralikku või familiaarsesse keelekeskkonda."
"kuivamaarott","(maismaal töötava inimese, kuivamaamehe kohta)","informaalsetes","Sõna ""kuivamaarott"" on pigem kõnekeelne ja humoorikas väljend, mida kasutatakse maismaal töötava inimese kohta, eriti meremeeste slängis vastandina merega seotud ametitele. See ei sobi ametlikesse või formaalsetesse kontekstidesse, kuna kannab endas teatavat mängulisust või irooniat. Neutraalsetes tekstides võib see esineda harva, kuid pigem on see omane vabamas ja sõbralikus suhtluses. Seetõttu sobib see kõige paremini informaalsesse registrisse."
"kulka","kultuurkapital","informaalsetes","Sõna ""kulka"" on lühend sõnast ""kultuurkapital"" ning seda kasutatakse peamiselt kõnekeeles ja mitteametlikes kontekstides. See ei ole ametlik termin ning sobib pigem sõbralikku või vabasse vestlusse, kuid ei pruugi olla kohane ametlikes dokumentides või formaalsetes tekstides, kus eelistatakse täiskuju ""kultuurkapital"". Seetõttu on sobiv lisada registrimärgend, mis viitab sõna kasutamisele informaalses keeles."
"kulku","(väike) viinapudel","informaalsetes","Sõna ""kulku"" tähenduses ""(väike) viinapudel"" on slängiväljend, mis ei ole ametlikes ega formaalsetes kontekstides kohane. Seda kasutatakse pigem kõnekeeles, sõpradevahelises vestluses või mitteametlikes olukordades, kus keelekasutus on vabam ja lõdvestunum. Formaalses või neutraalses kontekstis eelistatakse täpsemaid ja standardsemaid väljendeid, nagu ""väike viinapudel"" või ""taskupudel"". Seetõttu sobib sõnale ""kulku"" registrimärgend ""informaalne""."
"kullaauk","(rohket tulu või suurt edu pakkuva ettevõtmise, hea tuluallika kohta)","informaalsetes","Sõna ""kullaauk"" kasutatakse antud tähenduses metafooriliselt ja kujundlikult, mis viitab pigem kõnekeelsele või mitteametlikule kontekstile. See ei ole tavapärane ametlikes või formaalsetes tekstides, kus eelistatakse täpsemaid ja neutraalsemaid väljendeid nagu ""tuluallikas"" või ""edukas ettevõtmine"". Sõna ""kullaauk"" võib esineda näiteks ajakirjanduses, vestlustes või ilukirjanduses, kuid pigem vabamas ja kõnekeelses stiilis. Seetõttu sobib see kõige paremini informaalseks kasutuseks."
"kunde","klient, sagedane või järjekindel ostja või tellija teatud ärist või teatud isikult","informaalsetes","Sõna ""kunde"" on eesti keeles pigem kõnekeelne ja mitteametlik, kuna see on laenatud saksa keelest (Kunde) ning seda kasutatakse igapäevases suhtluses, kuid mitte ametlikes või formaalsetes kontekstides. Formaalsemates tekstides eelistatakse sõnu nagu ""klient"" või ""ostja"". Sõna ""kunde"" võib kanda ka kergelt iroonilist või familiaarset varjundit, mis sobib pigem vabamas keeles kasutamiseks."
"kuraasitama","kuraasikalt, uhkeldavalt hooplema","informaalsetes","Sõna ""kuraasitama"" tähenduses ""kuraasikalt, uhkeldavalt hooplema"" kannab endas emotsionaalset ja sageli iroonilist või pilkavat varjundit, mis ei sobi formaalsetesse kontekstidesse. See on pigem kõnekeelne väljend, mida kasutatakse vabas, sõbralikus või mitteametlikus suhtluses. Formaalses keeles eelistataks neutraalsemaid või ametlikumaid sõnu, nagu ""hooplema"" või ""uhkustama"". Sõna kasutust kinnitab ka selle haruldus tõsistes või ametlikes tekstides."
"kuraditosin","kolmteist","informaalsetes","Sõna ""kuraditosin"" on rahvapärane ja kõnekeelne väljend, mida kasutatakse arvu ""kolmteist"" tähistamiseks. See kannab endas emotsionaalset või mängulist varjundit ning on seotud rahvalike uskumuste või ebausuga, mis seostab numbrit 13 õnnetusega. Sellist sõna ei kasutata ametlikes ega formaalsetes kontekstides, vaid pigem vabas, sõbralikus või naljatlevas vestluses. Seetõttu sobib see kasutamiseks informaalsetes tekstides."
"kuram","leebe kirumissõna, mida kasutatakse millegi või kellegi üle pahandades, midagi taunides, harvemini imestuse või üllatuse korral","informaalsetes","Sõna ""kuram"" on tähenduse ja kasutuse poolest emotsionaalne ning kõnekeelne, viidates leebele kirumisele või pahandamisele. Sellised väljendid ei sobi formaalsetesse kontekstidesse, kus eeldatakse neutraalset või ametlikku keelekasutust. Sõna kasutamine on pigem omane igapäevasele, vabale suhtlusele, näiteks sõprade või tuttavate vahel, mistõttu sobib see kõige paremini informaalsesse registrisse."
"kuramus","leebe kirumissõna, mida kasutatakse millegi või kellegi üle pahandades, midagi taunides, harvemini imestuse või üllatuse korral","informaalsetes","Sõna ""kuramus"" on emotsionaalse varjundiga ja kuulub pigem kõnekeelsesse registrisse. Seda kasutatakse tavaliselt igapäevases suhtluses pahanduse, taunimise või üllatuse väljendamiseks, kuid see ei sobi ametlikesse või formaalsetesse kontekstidesse, kuna võib mõjuda liiga familiaarselt või kohatult. Neutraalsetes tekstides, kus eeldatakse emotsionaalset distantsi, ei ole selle sõna kasutamine samuti tavapärane. Seetõttu sobib see kõige enam informaalseks kasutuseks."
"kurask","leebe kirumissõna, mida kasutatakse millegi või kellegi üle pahandades, midagi taunides, harvemini imestuse või üllatuse korral","informaalsetes","Sõna ""kurask"" on emotsionaalse varjundiga ja kuulub pigem kõnekeelsesse registrisse. Seda kasutatakse tavaliselt igapäevases suhtluses pahanduse, taunimise või üllatuse väljendamiseks, mis ei sobi ametlikesse või formaalsetesse kontekstidesse. Formaalses keeles eelistatakse neutraalsemaid või viisakamaid väljendeid. Seetõttu on sõna kasutamine omane pigem informaalsetele olukordadele, nagu sõpradevaheline vestlus või vaba suhtlus."
"kuresaapad","päikesest, tuulest ja veest pragunenud ja parkunud jalanahk","informaalsetes","Sõna ""kuresaapad"" on kujundlik ja rahvalik väljend, mis viitab pigem igapäevasele, kõnekeelsele kasutusele. See ei ole ametlik ega formaalne termin, vaid pigem värvikas ja humoorikas kirjeldus, mida kasutatakse pigem sõpradevahelises vestluses või mitteametlikes kontekstides. Formaalses või neutraalses tekstis eelistataks tõenäoliselt täpsemat ja neutraalsemat kirjeldust, näiteks ""kuiv ja lõhenenud nahk""."
"kurikael","pätt, suli, kurjategija","informaalsetes","Sõna ""kurikael"" on pigem kõnekeelne ja emotsionaalse varjundiga, mida kasutatakse igapäevases suhtluses või ilukirjanduses, kuid mitte ametlikes või formaalsetes kontekstides. Sõna kannab sageli kergelt iroonilist või mängulist tooni, mis ei sobi tõsiste või neutraalsete tekstidega, kus eelistatakse termineid nagu ""kurjategija"" või ""õigusrikkuja"". Seetõttu sobib see pigem informaalsetesse kontekstidesse."
