Katsesõna	Tähendus	vastus	põhjendus
kodukas	"firma, asutuse või eraisiku põhiliste andmetega lehekülg internetis	 firma, asutuse või eraisiku veebileht, kus asuvad põhiandmed ja -lingid"	informaalsetes	"""Kodukas"" on selgelt kõnekeelne lühendvorm sõnast ""koduleht"" või ""kodulehekülg"". Seda kasutatakse peamiselt mitteametlikus suhtluses, näiteks foorumites, sotsiaalmeedia postitustes ja igapäevases suulises suhtluses. Formaalsetes või ametlikes tekstides (nt ametikirjad, pressiteated, ametlikud dokumendid) kasutatakse tavaliselt täispikka vormi ""koduleht"" või ""veebileht"". ""Kodukas"" on tüüpiline näide keelelisest ökonoomsusest, mis on omane just informaalsele keelekasutusele."
koeraamet	(mittetänuväärse ameti kohta)	informaalsetes	Sõna 'koeraamet' on kujundlik ja halvustava varjundiga väljend, mida kasutatakse eelkõige kõnekeeles ja vabamas suhtluses, kui tahetakse väljendada rahulolematust või kriitikat mingi ameti või tööülesannete suhtes. See pole neutraalne ametinimetus, vaid emotsionaalselt laetud väljend, mis sobib paremini informaalsesse konteksti nagu argivestlused, foorumid või sotsiaalmeedia postitused. Formaalsetes või ametlikes tekstides eelistatakse neutraalsemaid väljendeid.
koeraelu	vilets, raske elu	informaalsetes	Sõna 'koeraelu' on kujundlik väljend, mis põhineb võrdlusel koera raske eluga. See on emotsionaalselt laetud ja veidi kõnekeelne väljend, mida kasutatakse pigem mitteametlikus suhtluses ja informaalsetes tekstides. Selle asemel kasutatakse neutraalses või formaalses kontekstis pigem väljendeid nagu 'raske elu', 'vilets elu' või 'kehvad elutingimused'. 'Koeraelu' kannab endas teatavat ekspressiivsust ja hinnangulisust, mis on iseloomulik just informaalsele keelekasutusele.
koerapõli	vilets, raske elu	informaalsetes	Sõna 'koerapõli' on kujundlik väljend, mis on oma olemuselt pigem rahvakeelne ja emotsionaalselt laetud. See on metafoor, mis võrdleb rasket elu koera eluga, mis viitab selle väljendi informaalsele kasutusele. Sellist väljendit kohtab sagedamini argivestlustes, ilukirjanduses tegelaste kõnes, blogides ja sotsiaalmeedia postitustes, kus keel on vabam ja emotsionaalsem. Ametlikes dokumentides või akadeemilistes tekstides eelistatakse neutraalsemaid väljendeid nagu 'raske elu' või 'kehvad elutingimused'.
koguaeg	"alati, igal ajal	 alati, pidevalt	 väga tihti, pidevalt"	informaalsetes	Sõna 'koguaeg' on kokku kirjutatud variant väljendist 'kogu aeg', mis on korrektne kirjapilt. Kokku kirjutatud variant 'koguaeg' esineb sagedamini just informaalsetes tekstides nagu sotsiaalmeedia postitused, foorumid ja blogid, kus keelekasutus on vabam ja normeeritud kirjakeele reegleid ei järgita nii rangelt. Neutraalses või formaalses kontekstis kasutatakse tavaliselt lahku kirjutatud varianti 'kogu aeg'. Kokku kirjutatud vorm on seega selgelt informaalse registri tunnus.
kohmard	kohmakas, saamatu inimene	informaalsetes	"Sõna 'kohmard' on pigem halvustava või naljatleva varjundiga sõna, mida kasutatakse enamasti kõnekeeles ja vabamas suhtluses. See ei ole neutraalne viis inimese kohmakuse või saamatuse kirjeldamiseks. Sellist sõna võib kohata näiteks internetikommentaarides, sotsiaalmeedia postitustes või mitteametlikus vestluses, kus keelekasutus on vabam. Neutraalses või formaalses kontekstis (nt ametlikud dokumendid, uudised) eelistatakse neutraalsemaid väljendeid nagu ""kohmakas inimene"" või ""saamatu isik""."
kohmerdama	aeglaselt, kohmitsedes või koperdades midagi toimetama	informaalsetes	"Sõna ""kohmerdama"" kannab endas teatavat kõnekeelset ja argist varjundit. See on pigem ekspressiivne väljend, mida kasutatakse sageli igapäevases suhtluses või vabamas kirjalikus väljenduses, kui tahetakse kirjeldada kellegi aeglast ja kohmakat tegutsemist. Sõna sobib hästi informaalsetesse kontekstidesse nagu blogitekstid, sotsiaalmeedia postitused või argivestlused. Neutraalsemas või formaalses kontekstis (nt ametlikud dokumendid, teadusartiklid) eelistatakse tavaliselt neutraalsemaid väljendeid nagu ""aeglaselt tegutsema"" või ""viivitama""."
kohmerdis	kohmitseja	informaalsetes	Sõna 'kohmerdis' on pigem kõnekeelne ja veidi halvustava varjundiga väljend, mida kasutatakse enamasti informaalsetes kontekstides. See on tuletis sõnast 'kohmerdama' ning seda kasutatakse tihti just vabamas suhtluses, kui tahetakse kirjeldada kedagi, kes on kohmakas või aeglane oma tegevustes. Selline hinnanguline ja emotsionaalne väljend ei ole tüüpiline neutraalsetele või formaalsetele tekstidele, vaid sobib paremini vabamasse keelekasutusse, näiteks argivestlustesse või sotsiaalmeedia postitustesse.
koiku	lihtne (sageli kehvavõitu) voodi või muu magamisase	informaalsetes	Sõna 'koiku' on pigem kõnekeelne ja veidi halvustava varjundiga väljend, mida kasutatakse enamasti mitteametlikus suhtluses. See viitab sageli kehvale või lihtsale magamisasemele ning kannab endas teatavat emotsionaalset laengut. Sellist sõna võib kohata näiteks blogides, foorumites või igapäevases suhtluses, kus kõneleja väljendab oma suhtumist kehvemasse magamisalusesse. Neutraalses või formaalses kontekstis kasutataks pigem sõnu nagu 'voodi', 'magamisase' või 'nari'.
kokkama	toitu valmistama, süüa tegema	informaalsetes	"Sõna ""kokkama"" on argisema stiiliga variant neutraalsest väljendist ""toitu valmistama"" või ""süüa tegema"". Seda kasutatakse enamasti mitteametlikus suhtluses, blogides, sotsiaalmeedia postitustes ja vabamas vestluses. See on kõnekeelne väljend, mis on eriti populaarne noorema põlvkonna seas. Formaalsetes tekstides (nt ametlikud dokumendid, uudised, teadusartiklid) eelistatakse neutraalsemaid väljendeid nagu ""toitu valmistama""."
koks	"külm jook, mis segatakse kokku mitmest eri joogist, sageli alkoholiga	 mitme joogi segamisel saadud külm alkohoolne või alkoholita jook"	informaalsetes	Sõna 'koks' selles tähenduses on pigem kõnekeelne variant sõnadest 'kokteil' või 'segujook'. Seda kasutatakse enamasti mitteametlikes olukordades, vabamas suhtluses ja informaalsetes tekstides nagu sotsiaalmeedia postitused, blogid või vestlused sõpradega. Formaalsetes tekstides (nt menüüdes, retseptides või joogialastes artiklites) kasutatakse tavaliselt sõna 'kokteil'. 'Koks' on selles tähenduses slängilik lühend, mis viitab selle kasutuskonteksti informaalsusele.
kole	väga, äärmiselt	informaalsetes	"Sõna 'kole' tähenduses 'väga, äärmiselt' (nt ""kole tore"", ""kole kiire"") on selgelt informaalse registri marker. See on kõnekeelne intensiivsusmarker, mida kohtab peamiselt vabamas suhtluses, sotsiaalmeedia postitustes, foorumites ja muudes mitteametlikes kontekstides. Formaalsetes tekstides (ametlikud dokumendid, teadusartiklid jms) kasutatakse selle asemel neutraalsemaid väljendeid nagu ""väga"", ""äärmiselt"", ""erakordselt"". Sõna 'kole' selline kasutus on ka mõnevõrra kujundlik, kuna selle põhitähendus on negatiivne ('inetu', 'ebameeldiv'), kuid intensiivsusmarkerina võib see esineda ka positiivse tähendusega sõnade juures."
kolge	väga pikk, vibalik, nurgeline inimene (sagedamini mehe kohta)	informaalsetes	"Sõna 'kolge' on pigem kõnekeelne ja veidi halvustava varjundiga väljend, mida kasutatakse enamasti mitteametlikus suhtluses. See on ekspressiivne sõna, mis annab edasi kõneleja subjektiivset hinnangut kirjeldatava inimese välimuse kohta. Selliseid kirjeldavaid ja emotsionaalse varjundiga sõnu kohtab sagedamini informaalsetes kontekstides nagu argivestlused, internetikommentaarid või ilukirjanduslik otsekõne, mitte ametlikes või neutraalsetes tekstides, kus eelistatakse neutraalsemaid väljendeid nagu ""pikka kasvu"" või ""sale""."
kollanokk	kogemusteta noor inimene (hrl nooruk) või algaja mingil alal (ka halvustavalt)	informaalsetes	"Sõna 'kollanokk' on pigem kõnekeelne ja veidi halvustava varjundiga väljend, mida kasutatakse sagedamini informaalsetes suhtlusolukordades. See on kujundlik väljend, mis viitab noorele ja kogenematule inimesele, kuid ei ole neutraalne viis kellegi kirjeldamiseks. Seda kohtab tihti just vabamas keelekasutuses, näiteks internetikommentaarides, blogides või argivestlustes, kus soovitakse rõhutada kellegi kogenematust või naiivsust. Ametlikes või formaalsetes tekstides eelistatakse neutraalsemaid väljendeid nagu ""algaja"", ""kogenematu"" või ""noor spetsialist""."
kolmemees	õpilane, kelle hinded koolis on põhiliselt kolmed, keskpärane õpilane	informaalsetes	"See on kõnekeelne, mitteametlik väljend, mida kasutatakse peamiselt vabamas suhtluses. Sõna ""kolmemees"" on moodustatud liitsõnana hindest ""kolm"" ja sõnast ""mees"", mis sellisel kujul viitab familiaarsele keelekasutusele. Ametlikes dokumentides või formaalses kontekstis (nt õpetaja-lapsevanema vestlus, klassitunnistus, kooli dokumentatsioon) kasutataks pigem neutraalsemaid väljendeid nagu ""rahuldavate tulemustega õpilane"" või ""keskpärase õppeedukusega õpilane"". ""Kolmemees"" on pigem õpilaste omavahelises kõnepruugis või mitteametlikus vestluses kasutatav väljend."
kolu	(inimese pea kohta)	informaalsetes	"Sõna 'kolu' kasutamine inimese pea tähenduses on selgelt kõnekeelne ja familiaarne väljendusviis. See on pigem slängilik sõna, mida kasutatakse vabamas suhtluses ja mitteametlikes olukordades. Selline keelekasutus on tüüpiline just informaalsetele tekstidele nagu sotsiaalmeedia postitused, foorumid või vabam suuline vestlus. Ametlikes või neutraalsetes tekstides kasutatakse pea kohta neutraalseid väljendeid nagu ""pea"" või ""pealuu""."
kombekas	ühes tükis töö-, spordi- või lasterõivas	informaalsetes	Sõna 'kombekas' on kõnekeelne lühendvorm sõnast 'kombinesoon'. See on tüüpiline näide, kuidas pikemast sõnast tekib argikasutuses lühem variant. Sellist sõnakasutust kohtab enamasti informaalsetes kontekstides nagu blogid, foorumid ja sotsiaalmeedia postitused, kus inimesed räägivad igapäevastest asjadest (nt lastemõistatused, spordiriietuse või tööriietuse teemad) vabamas keeles. Ametlikes dokumentides või formaalsetes tekstides kasutatakse pigem täispikka vormi 'kombinesoon'.
kombi	pika kerega ruumikas, hrl kolme istmereaga sõiduauto, kus istmete kõrvaldamisega on võimalik moodustada mahukas pakiruum	neutraalsetes	"Sõna ""kombi"" on autonduses üldlevinud neutraalne termin, mida kasutatakse nii igapäevases suhtluses kui ka ametlikes kontekstides (nt automüügikuulutused, tehniline dokumentatsioon). See ei ole slängilik ega liiga ametlik termin, vaid tavaline kirjeldav sõna teatud tüüpi sõiduki kohta. Sõna kasutatakse laialdaselt nii suulises kui kirjalikus keeles ilma märgatava stiilivarjundita."
kombiauto	pika kerega ruumikas, hrl kolme istmereaga sõiduauto, kus istmete kõrvaldamisega on võimalik moodustada mahukas pakiruum	neutraalsetes/formaalsetes	"""Kombiauto"" on neutraalne tehniline termin, mida kasutatakse laialdaselt nii autode müügikuulutustes, autoajakirjanduses kui ka igapäevases asjalikus suhtluses. See ei ole slängilik ega liiga informaalne väljend, vaid üldlevinud ja aktsepteeritud autokeretüübi nimetus. Sõna kasutatakse sageli ka ametlikes dokumentides ja tehnilistes kirjeldustes. Kuigi sõna võib esineda ka informaalsetes tekstides, ei ole see selle registri tunnus, vaid pigem neutraalne tehniline termin."
kombo	teataval viisil koos esinevate sümbolite, nähtuste, esemete vm elementide korrastatud rühm	informaalsetes	Sõna 'kombo' on laensõna inglise keelest (combo) ning seda kasutatakse peamiselt informaalses kõnepruugis ja vabamas kirjalikus suhtluses. See on levinud eriti arvutimängude, muusika ja noorte slängi kontekstis. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) eelistatakse sellele täpsemat ja neutraalsemat sõnastust nagu 'kombinatsioon', 'kooslus' või 'kogum'. Sõna informaalsust näitab ka selle lühenenud, kõnekeelne vorm võrreldes täispika sõnaga 'kombinatsioon'.
komet	jant, tembutamine	informaalsetes	Sõna 'komet' tähenduses 'jant, tembutamine' on pigem kõnekeelne ja argine väljend, mida kohtab eelkõige vabamas suhtluses. See pole neutraalne või ametlik sõna, vaid kuulub pigem informaalsesse keelekasutusse. Seda tüüpi sõnu kasutatakse tavaliselt mitteametlikes olukordades, näiteks sõprade vahelises vestluses või vabamas kirjalikus suhtluses. Sõna emotsionaalne varjund ja stiil viitavad selgelt informaalsele kasutusele.
komm	"arvamusavaldus mingi sündmuse, kellegi sõnavõtu vms kohta	 selgitav, täiendav või arvustav märkus mingi teksti kohta	 selgitus või hinnangut andev märkus"	informaalsetes	Sõna 'komm' selles tähenduses on lühendatud variant sõnast 'kommentaar' ning selline lühendamine on iseloomulik just informaalsele keelekasutusele. Seda kasutatakse peamiselt internetisuhtluses, sotsiaalmeedia postitustes, foorumites ja kommentaariumides. Formaalsetes või neutraalsetes tekstides (nt ametlikud dokumendid, uudised, teadusartiklid) kasutatakse täispikka vormi 'kommentaar'. 'Komm' on seega kõnekeelne ja vabama suhtluse marker.
kommar	"kommunismi pooldaja	 kommunistliku partei liige"	informaalsetes	'Kommar' on selgelt kõnekeelne ja halvustav lühendvorm sõnast 'kommunist'. Seda kasutatakse peamiselt informaalsetes kontekstides nagu internetikommentaarid, sotsiaalmeedia postitused ja argikõne. Neutraalsetes või formaalsetes tekstides (nt akadeemilised tekstid, ametlikud dokumendid) kasutatakse selle asemel neutraalset terminit 'kommunist'. 'Kommar' kannab endas sageli negatiivset või pilkavat varjundit, mis samuti viitab selle informaalsele kasutusele.
kommima	"millegi kohta selgitusi esitama või arvamust avaldama	 mingi sündmuse, teksti vm kohta selgitavaid, täiendavaid või arvustavaid märkusi tegema, oma arvamust avaldama"	informaalsetes	"Sõna ""kommima"" on kõnekeelne variant sõnast ""kommenteerima"" ning seda kasutatakse peamiselt informaalsetes keskkondades nagu internetifoorumid, sotsiaalmeedia ja kommentaariumid. See on lühem ja vabam vorm, mis on tekkinud internetisuhtluse käigus. Formaalsetes tekstides (nt ametlikud dokumendid, akadeemilised tekstid) kasutatakse selle asemel pigem sõna ""kommenteerima"" või ""arvamust avaldama"". ""Kommima"" on seega selgelt informaalse registri marker."
kommionu	(seksuaalselt) ohtlik lastemeelitaja	informaalsetes	Sõna 'kommionu' on kõnekeelne, emotsionaalselt laetud väljend, mida kasutatakse peamiselt mitteametlikes kontekstides nagu foorumid, kommentaariumid ja sotsiaalmeedia postitused, kus räägitakse lastele ohtlikest võõrastest täiskasvanutest. See on eufemistlik ja veidi iroonilise varjundiga sõna, mis ei sobi ametlikku või neutraalsesse keelekasutusse. Ametlikes tekstides (nt uudised, ametlikud dokumendid) kasutatakse selle asemel neutraalsemaid väljendeid nagu 'lastemeelitaja' või 'pedofiil'.
kommu	"kommunismi pooldaja	 kommunistliku partei liige"	informaalsetes	'Kommu' on selgelt kõnekeelne ja mitteametlik lühendvorm sõnast 'kommunist'. See on halvustava varjundiga slängisõna, mida kasutatakse peamiselt informaalses suhtluses, sotsiaalmeedia postitustes, foorumites ja argivestlustes. Neutraalses või formaalses kontekstis (nt ametlikud dokumendid, uudised, teadusartiklid) kasutatakse täispikka vormi 'kommunist'.
kommunaalid	rahasumma, mis makstakse eluaseme vm hoone kütte, vee, prügiveo, elektri vm kommunaalteenuste eest	informaalsetes	"Sõna 'kommunaalid' on kõnekeelne lühendvorm ametlikumast väljendist 'kommunaalmaksed' või 'kommunaalteenuste maksed'. Seda kasutatakse sageli igapäevases suhtluses, foorumites, sotsiaalmeedia postitustes ja mitteametlikes vestlustes (nt ""Kommunaalid läksid jälle kallimaks"", ""Pean kommunaalid ära maksma""). Ametlikes dokumentides või formaalsetes tekstides kasutatakse pigem täispikka ja täpsemat väljendit 'kommunaalteenuste maksed' või 'kommunaalmaksed'."
komnoor	(Nõukogude ajal:) kommunistliku noorsooühingu liige, kommunistlik noor	neutraalsetes/formaalsetes	"""Komnoor"" oli Nõukogude perioodil ametlik termin kommunistliku noorsooühingu liikme kohta. Seda kasutati ametlikes dokumentides, ajakirjanduses ja üldises neutraalses kõnepruugis. Kuigi tegemist on lühendatud vormiga sõnadest ""kommunistlik noor"", ei olnud see kõnekeelne ega informaalne väljend, vaid üldaktsepteeritud ametlik nimetus. Sõna kasutati sageli ka ajaloolises kontekstis, kirjeldamaks Nõukogude perioodi, mis samuti viitab pigem neutraalsele/formaalsele kasutusele."
kompra	kompromiteerivad materjalid, mida kellegi kohta kogutakse	informaalsetes	"Tegemist on lühendatud, kõnekeelse vormiga sõnast ""kompromiteerivad materjalid"". Selline lühendamine ja sõnamoodustus on iseloomulik just informaalsele keelekasutusele. Sõna ""kompra"" on pigem slängilik variant, mida kasutatakse vabamas suhtluses, mitte ametlikes dokumentides või formaalsetes olukordades, kus eelistatakse täispikka väljendit ""kompromiteerivad materjalid""."
kompunnima	kombineerima	informaalsetes	Sõna 'kompunnima' on kõnekeelne, argine variant sõnast 'kombineerima'. See on tüüpiline näide, kus neutraalne sõna on saanud mängulisema, vabama vormi, mida kasutatakse peamiselt mitteametlikus suhtluses. Selline sõnamoodustus (neutraalse sõna moonutamine) on iseloomulik just informaalsetele suhtlusolukordadele ja tekstidele. Seda tüüpi sõnu võib kohata näiteks internetifoorumites, sotsiaalmeedia postitustes ja vabamas vestluses, mitte aga ametlikes dokumentides või akadeemilistes tekstides.
kondiaur	(naljatamisi lihasejõu, füüsilise pingutuse kohta)	informaalsetes	"Sõna 'kondiaur' on oma olemuselt humoorikas, kõnekeelne väljend, millele viitab ka tähenduse juures märge ""naljatamisi"". Sellist pilkavat või naljatlevat väljendit kasutatakse tüüpiliselt mitteametlikus suhtluses, vabamas õhkkonnas või humoorikates kontekstides. See ei sobi ametlikku või formaalsesse keelekasutusse. Sõna mängulisus ja kujundlikkus (aur kui jõud/energia + kondi- kui kehaline) viitab samuti pigem informaalsele kasutusele."
konku	väike, kitsas (ja pime) ruum	informaalsetes	"Sõna 'konku' on kõnekeelne ja argine väljend, mida kasutatakse pigem mitteametlikus suhtluses. See on emotsionaalselt laetud sõna, mis annab edasi teatavat halvustavat või familiaarselt kirjeldavat suhtumist väikesesse ruumi. Seda tüüpi sõna kohtab tõenäolisemalt argivestlustes, blogides, foorumites või ilukirjanduslikus dialoogis, mitte ametlikes dokumentides või akadeemilistes tekstides, kus sama mõtte väljendamiseks kasutataks neutraalsemaid sõnu nagu ""väike ruum"" või ""kitsas ruum""."
kontorirott	kantseleiametnik	informaalsetes	"Sõna ""kontorirott"" on kõnekeelne ja veidi halvustava varjundiga väljend kontoriametniku kohta. See on metafoorne liitsõna, kus inimest võrreldakse närilijaga, kes ""elab"" kontoris. Sellist kujundlikku ja emotsionaalse varjundiga väljendit kasutatakse pigem mitteametlikus suhtluses, sotsiaalmeedias, blogides või vabamas vestluses, mitte ametlikes dokumentides või formaalses kirjavahetuses, kus eelistatakse neutraalseid termineid nagu ""ametnik"" või ""kontoritöötaja""."
kontra	vastandatuna	neutraalsetes/formaalsetes	"Sõna ""kontra"" tähenduses ""vastandatuna"" esineb sageli akadeemilistes, ajakirjandus- ja argumenteerivates tekstides, kus vastandatakse erinevaid seisukohti või nähtusi (nt ""faktid kontra arvamused"", ""teadus kontra pseudoteadus""). See ei ole eriti kõnekeelne ega informaalne väljend, vaid pigem neutraalse või formaalse registri marker, mida kasutatakse struktureeritud aruteludes ja analüüsides. Sõna päritolu (ladina keelest) ja kasutuskontekst viitavad samuti pigem formaalsemale registrile."
kontraht	"dokument, mis määrab isikute, asutuste vm vahelise kokkuleppe osaliste kohustused ja õigused	 dokument, mis määrab õigused ja kohustused osaliste vahel, kes sõlmivad mingi kokkuleppe"	informaalsetes	Sõna 'kontraht' on vananenud ja kõnekeelne variant sõnast 'leping' või 'kontakt'. Tänapäevases ametlikus või neutraalses keelekasutuses kasutatakse selle asemel sõna 'leping'. 'Kontraht' esineb pigem informaalsetes kontekstides, näiteks vanemas kõnekeeles, mõnikord ka humoristlikus või iroonilises võtmes. See on laensõna vene keelest (контракт) ja selle kasutamine viitab pigem argisele või mitteametlikule suhtlussituatsioonile.
koobard	viletsas seisus, vaevaliselt liikuv inimene	informaalsetes	See on halvustava varjundiga kõnekeelne sõna, mida kasutatakse enamasti mitteametlikus suhtluses. Sõna 'koobard' on emotsionaalselt laetud ja subjektiivne hinnang kellegi kohta, mis ei sobi neutraalsesse või formaalsesse keelekasutusse. Sellist sõna võib kohata pigem argivestlustes, internetikommentaarides või mitteametlikes kirjutistes, kus kõnekeelsus ja emotsionaalsus on lubatud.
koolema	"elus olemast lakkama	 kui keegi sureb, siis ta elu lõpeb"	informaalsetes	Sõna 'koolema' on arhailine ja kõnekeelne variant sõnast 'surema'. Seda kasutatakse tänapäeval peamiselt informaalsetes kontekstides, sageli humoristliku või iroonilise varjundiga. See esineb tihti rahvapärases kõnepruugis, internetisuhtluses ja vabamas kirjakeeles. Neutraalsetes või formaalsetes kontekstides (nt ametlikud dokumendid, uudised, teaduslikud tekstid) kasutatakse tavaliselt sõna 'surema'.
kooliplika	kooliealine, koolis käiv tütarlaps	informaalsetes	"Sõna ""kooliplika"" on pigem informaalse registri sõna, kuna sõna ""plika"" ise on kõnekeelne variant sõnast ""tüdruk"". Seda sõna kohtab sagedamini mitteametlikus suhtluses, blogides, foorumites ja ilukirjanduses tegelaste kõnes. Neutraalsem variant sama mõiste väljendamiseks oleks ""koolitüdruk"" või ""kooliealine tüdruk"". ""Kooliplika"" võib mõnikord kanda ka veidi halvustavat varjundit, mis samuti viitab selle informaalsele kasutusele."
koolitükk	"koolist koduülesandeks antu	 see, mis koolis koduseks ülesandeks antakse"	informaalsetes	"Sõna 'koolitükk' on pigem argikõneline variant neutraalsemast väljendist 'kodune ülesanne' või 'koduülesanne'. Seda kasutatakse enamasti mitteametlikus suhtluses, näiteks laste või vanemate omavahelises vestluses (""Kas sul on koolitükid tehtud?""), blogides või sotsiaalmeedia postitustes. Ametlikus koolikontekstis või formaalses suhtluses eelistatakse kasutada väljendeid 'kodutöö', 'koduülesanne' või 'kodune ülesanne'. 'Koolitükk' on lihtsam ja familiaarsem väljend, mis viitab selle informaalsele kasutusele."
koolma	"elus olemast lakkama	 kui keegi sureb, siis ta elu lõpeb"	neutraalsetes/formaalsetes	"Sõna 'koolma' on arhailine ja poeetiline sünonüüm sõnale 'surema'. Seda kasutatakse peamiselt ilukirjanduslikes tekstides, luules ja pühalikes kontekstides. See ei ole argikõnes või informaalsetes olukordades tavapärane sõna. Sõna kannab endas teatavat pühalikkust ja tõsidust, mistõttu sobib see paremini neutraalsete või formaalsete tekstide registrisse. Näiteks võib seda kohata rahvalaulus ""Koolnud õde"" või kiriklikes tekstides."
koolmeisterdama	õpetajaametit pidama	informaalsetes	Sõna 'koolmeisterdama' on pigem kõnekeelne ja veidi humoristliku või iroonilise varjundiga variant neutraalsest väljendist 'õpetajaametit pidama'. See on tuletis sõnast 'koolmeister', mis on samuti pigem vanamoodne ja mitteametlik nimetus õpetaja kohta. Sellist sõnakasutust võib kohata pigem vabamas suhtluses, blogides või ilukirjanduslikes tekstides, kus soovitakse lisada teksti kõnekeelsust või humoorikust.
koonukas	Eestis aastatel 1991–2002 tegutsenud Eesti Koonderakonna liige	informaalsetes	"See on poliitilise erakonna liikmete kohta käiv kõnekeelne lühendvorm, mis on moodustatud sõnast ""koonderaklane"". ""-kas"" liide annab sõnale familiaarse või veidi halvustava varjundi. Sellist lühendsõna kasutati tõenäoliselt rohkem mitteametlikes kontekstides, ajakirjanduse arvamuslugudes, foorumites ja igapäevases kõnepruugis, mitte ametlikes dokumentides või formaalsetes tekstides, kus eelistati täispikka nimetust ""Koonderakonna liige"" või ""koonderaklane""."
koosa	(naha peale andmise, peksasaamise vms kohta)	informaalsetes	"Sõna 'koosa' tähenduses 'peksa saama/andma' on pigem kõnekeelne ja slängilik väljend, mida kasutatakse vabamas suhtluses. See pole neutraalne või ametlik väljend füüsilise vägivalla kirjeldamiseks. Sellist sõnakasutust võib kohata pigem informaalsetes keskkondades nagu foorumid, sotsiaalmeedia postitused või argivestlused, kus kasutatakse vabama stiiliga keelt. Neutraalses või formaalses kontekstis (nt ametlikud dokumendid, uudised) kasutataks pigem väljendeid nagu ""lüüa saama"", ""peksa saama"" või ""füüsiliselt väärkohtlema""."
kopeer	ühelt küljelt tumeda pigmendiseguga kaetud õhuke paber ärakirja tegemiseks	neutraalsetes/formaalsetes	Sõna 'kopeer' antud tähenduses on tehniline termin, mida kasutati peamiselt asjaajamises ja kontoritöös enne digitaalse paljundamise ajastut. See on neutraalne, asjalik sõna, mis ei kanna emotsionaalset või kõnekeelset varjundit. Seda kasutati ja kasutatakse peamiselt ametlikes dokumentides, kaupade nimekirjades ja tehnilistes kirjeldustes. Kuna tegemist on spetsiifilise kontoritarbega, siis selle kasutuskontekst on pigem formaalne või neutraalne.
koperdis	aeglane või saamatu inimene	informaalsetes	Sõna 'koperdis' on halvustava varjundiga nimisõna, mida kasutatakse kellegi kohta, kes on kohmakas või saamatu. See on kõnekeelne ja emotsionaalselt laetud väljend, mida kohtab pigem vabamas suhtluses ja informaalsetes olukordades. Ametlikus või neutraalses kontekstis eelistatakse neutraalsemaid väljendeid. Sõna tuleneb verbist 'koperdama', mis samuti viitab kohmakale liikumisele, ning -is liite lisamine muudab selle kõnekeelseks isikut tähistavaks sõnaks.
koputaja	inimene, kes teis(t)e peale kaebab või teise(d) üles annab	informaalsetes	Sõna 'koputaja' antud tähenduses on selgelt halvustava varjundiga ning seda kasutatakse peamiselt informaalses kõnepruugis ja mitteametlikes tekstides. See on kõnekeelne väljend, mida võib sageli kohata foorumites, kommentaariumides ja sotsiaalmeedia postitustes, kus inimesed väljendavad oma negatiivset suhtumist pealekaebajatesse. Neutraalses või formaalses kontekstis kasutatakse pigem väljendeid nagu 'informaator' või 'ülesandja'. 'Koputaja' on emotsionaalselt laetud sõna, mis kannab endas põlglikku suhtumist kirjeldatavasse isikusse.
korp	kinnine üliõpilasorganisatsioon, mille liige hrl kannab eraldusvärvidega mütsi ja rinnapaela	neutraalsetes/formaalsetes	"Sõna 'korp' selles tähenduses on akadeemilisse ja üliõpilasellu kuuluv termin, mida kasutatakse tavaliselt neutraalses või formaalses kontekstis. See esineb sageli akadeemilistes tekstides, ajakirjanduses ja ametlikes dokumentides, kui räägitakse üliõpilasorganisatsioonidest. Kuigi see on lühendvorm sõnast 'korporatsioon', ei ole see slängilik ega informaalne, vaid üldaktsepteeritud neutraalne vorm. Seda kasutatakse ka ametlikes nimetustes (nt ""Korp! Sakala"") ja akadeemilises kirjanduses."
korralt	otsekohe, jalamaid, korrapealt	informaalsetes	Sõna 'korralt' tähenduses 'otsekohe, jalamaid' on pigem kõnekeelne väljend, mida kohtab sagedamini informaalsetes suhtlusolukordades ja tekstides. See on emotsionaalsem ja värvikam kui neutraalsed sünonüümid nagu 'kohe' või 'otsekohe'. Seda tüüpi väljendid on iseloomulikud just vabamale keelekasutusele, näiteks igapäevasele suhtlusele, blogitekstidele või ilukirjanduslikule dialoogile. Ametlikes dokumentides või akadeemilistes tekstides eelistatakse tavaliselt neutraalsemaid väljendeid.
koslep	(peksaandmise või -saamise, karistamise kohta)	ei kohaldu	Minu treeningandmetes ei ole piisavalt näiteid sõna 'koslep' kasutuse kohta, et teha kindlaid järeldusi selle registrilise kuuluvuse kohta. Kuigi sõna tähendus viitab, et see võiks olla pigem informaalne või slängilik väljend, ei saa ma seda kindlalt väita ilma konkreetsete kasutuskontekstide ja näideteta. Seega oleks eksitav määrata sellele sõnale kindel registrimärgend.
koss	"sportlik mäng, kus üks võistkond püüab palli teise võistkonna korvi visata	 sportmäng, milles kumbki meeskond püüab palli vastaspoole korvi visata"	informaalsetes	'Koss' on korvpalli kõnekeelne lühendvorm, mida kasutatakse peamiselt informaalses suhtluses. See on välja kujunenud pikema sõna 'korvpall' asemele just vabamas keelekasutuses. Seda võib kohata näiteks spordihuviliste omavahelises suhtluses, sotsiaalmeedia postitustes või foorumites. Ametlikes spordiuudistes või -dokumentides kasutatakse üldjuhul täispikka vormi 'korvpall'.
