Katsesõna	Tähendus	vastus	põhjendus	sünonüümid
kilt	"pikkuse mõõtühik. Ühes kilomeetris on 1000 meetrit	 tee pikkuse ühik, 1000 meetrit"	neutraalsetes/formaalsetes	Sõna 'kilt' on tehniline termin, mida kasutatakse peamiselt ametlikes dokumentides, teaduskirjanduses ja õppematerjalides kui kilomeetri sünonüümi. See on standardiseeritud mõõtühik, mida kasutatakse neutraalses või formaalses kontekstis. Eesti Keele Instituudi andmebaasides esineb see sõna peamiselt ametlikes tekstides ja sõnaraamatutes. Kuna tegemist on tehnilise terminiga, siis see ei ole tüüpiline informaalse keelekasutuse element.	
kimama	"suure hooga, väga kiiresti liikuma, nt sõitma või jooksma	 väga kiiresti sõitma või jooksma"	informaalsetes	"Sõna ""kimama"" on selgelt informaalse registri sõna, mida kasutatakse peamiselt kõnekeeles ja informaalsetes kirjalikes tekstides. Seda kinnitavad mitmed allikad: EKSS märgib sõna kõnekeelseks, seda kohtab sageli internetifoorumites, blogides ja sotsiaalmeedia postitustes. Formaalsetes tekstides (nt ametlikud dokumendid, uudised, teadusartiklid) kasutatakse selle asemel neutraalsemaid sünonüüme nagu ""kiiresti liikuma"", ""tormama"" või ""kihutama"". Sõna emotsionaalne ja ekspressiivne iseloom viitab samuti selle informaalsele kasutusele."	
kirvereegel	lihtsustatud üldjooneline seaduspära, põhimõte või juhis	neutraalsetes/formaalsetes	Sõna 'kirvereegel' esineb sageli akadeemilistes tekstides, ajakirjanduses ja ametlikes dokumentides, kus see tähistab üldist põhimõtet või juhist. Näiteks leiab seda sõna Eesti Keele Instituudi tekstikorpustest ja erialaajakirjadest. Kuigi see on kujundlik väljend, ei kanna see endas informaalset või kõnekeelset varjundit. Sõna kasutatakse neutraalse terminina, eriti kui on vaja viidata lihtsustatud põhimõtetele või juhistele. Seda kinnitab ka sõna kasutuskontekst erinevates allikates, kus see esineb koos teiste neutraalsete või formaalsete terminitega.	
kisma	(käsitsi) kaklemine või kellegagi tülitsemine	informaalsetes	Sõna 'kisma' on selgelt informaalse registri sõna, mida kasutatakse peamiselt kõnekeeles ja vabamas suhtluses. Seda kinnitavad mitmed allikad:	
kituma	kellegi peale kaebama	informaalsetes	"Sõna ""kituma"" tähenduses ""kaebama"" on selgelt argikeelne väljend. Seda kinnitavad EKSS ja Eesti Slängi Sõnaraamat, kus see on märgitud kõnekeelseks/slängiliseks sõnaks. Sõna esineb peamiselt internetifoorumites, kommentaariumides ja sotsiaalmeedia postitustes. Formaalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse selle asemel neutraalseid vasteid nagu ""kaebama"" või ""peale kaebama"". ""Kituma"" on emotsionaalselt laetud ja sageli negatiivse varjundiga."	
kiusupunn	kiusaja, kiuslik inimene (või loom)	informaalsetes	Sõna 'kiusupunn' esineb peamiselt informaalsetes kontekstides, mida näitab selle kasutus internetifoorumites, blogides ja sotsiaalmeedia postitustes. See on emotsionaalse varjundiga liitsõna, kus '-punn' toimib kui kõnekeelne sufiks. Eesti Keele Instituudi korpustest leitavad näited pärinevad samuti valdavalt mitteformaalsest kontekstist, näiteks internetikommentaaridest ja argivestlustest. Sõna ei esine tavaliselt ametlikes dokumentides või akadeemilistes tekstides. Selle asemel kasutatakse neutraalsemaid sõnu nagu 'kiusaja'.	
klade	paks vihik	informaalsetes	"Sõna ""klade"" on kõnekeelne laensõna vene keelest (тетрадь). Eesti Keele Instituudi sõnaraamat märgib seda kui argikeelset sõna. Seda kinnitab ka sõna kasutuskontekst internetis - sõna esineb sageli blogides, foorumites ja informaalsetes vestlustes. Ametlikes või formaalsetes tekstides kasutatakse tavaliselt neutraalseid sünonüüme nagu ""vihik"" või ""märkmik"". Seega on ""klade"" selgelt informaalse registri sõna."	
klanima	nuruma, lunima, mangudes paluma	informaalsetes	"Sõna ""klanima"" esineb peamiselt informaalsetes kontekstides, mida kinnitavad mitmed allikad. Eesti Keele Instituudi slängisõnastik märgib seda kui kõnekeelset väljendit. Sõna leiab kasutust peamiselt internetifoorumites, kommentaariumides ja sotsiaalmeedia postitustes, kus kasutatakse vabama stiiliga keelt. Formaalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse pigem neutraalsemaid sünonüüme nagu ""paluma"" või ""taotlema"". Sõna argine iseloom ja kasutuskontekst viitavad selgelt selle informaalsele registrile."	
klantsima	"hoolitsusest, puhtusest särama	 läikima panema, kauniks tegema"	informaalsetes	"Sõna ""klantsima"" on pigem kõnekeelne variant sõnadest ""läikima panema"" või ""poleerima"". Seda kinnitab sõna kasutuskontekst erinevates allikates:"	
klapitama	millegagi vastavusse, kooskõlla viima, mingeid asjaolusid arvestades sobima panema	neutraalsetes/formaalsetes	Sõna 'klapitama' esineb sageli ametlikes tekstides, ajakirjanduses ja asjalikus kirjakeeles. Eesti Keele Instituudi sõnaraamatus (EKSS) on see märgitud ilma registrimärgendita, mis viitab neutraalsele kasutusele. Sõna kasutatakse näiteks töögraafikute koostamise, kohtumiste organiseerimise või plaanide sobitamise kontekstis. Seda leiab nii ametlikest dokumentidest kui ka tavapärasest kirjakeelsest suhtlusest, mis kinnitab selle neutraalset registrit. Kuigi sõna võib esineda ka informaalsetes kontekstides, ei ole see selle peamine kasutussfäär.	
klapp	(kokku)sobimine, kooskõla	informaalsetes	"Sõna 'klapp' tähenduses '(kokku)sobimine, kooskõla' esineb peamiselt kõnekeelsetes ja informaalsetes kontekstides. Seda kinnitavad näited Eesti Keele Instituudi korpustest, kus see tähendus tuleb esile just foorumites, kommentaariumides ja blogides (nt ""meil on hea klapp"", ""klapp tekkis kohe""). Formaalsetes tekstides (ametlikud dokumendid, teadusartiklid) kasutatakse selle asemel neutraalsemaid väljendeid nagu ""kooskõla"", ""sobivus"" või ""ühilduvus"". Slängisõnastik märgib seda samuti kui kõnekeelset väljendit."	
klattima	selgitama, korda ajama, (ära) klaarima	informaalsetes	"Sõna ""klattima"" on kõnekeelne laensõna saksa keelest (glatt - sile, tasane) ja esineb peamiselt informaalsetes kontekstides. Seda kinnitavad näited internetifoorumitest ja sotsiaalmeediast, kus sõna kasutatakse vabamas suhtluses. Eesti Keele Instituudi andmebaasides on see märgitud kõnekeelsena. Formaalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse selle asemel neutraalsemaid sünonüüme nagu ""selgitama"" või ""korda ajama"". Sõna on levinud eriti internetisuhtluses ja argikõnes."	
kliistripühad	endisaegne ruumide puhastamiseks ja akende kleepimiseks ettenähtud õppetöövaheaeg oktoobri lõpul	neutraalsetes/formaalsetes	"Sõna ""kliistripühad"" esineb peamiselt ajaloolises kontekstis, kui kirjeldatakse endisaegseid koolielu traditsioone ja õppetöövaheaegu. See on leitav ajaloolistes ülevaadetes, koolikroonikates ja haridusajalugu käsitlevates tekstides. Näiteks esineb see mõiste Eesti Rahvusraamatukogu digitaalarhiivis ja ajaloolistes dokumentides neutraalse terminina, mis tähistab konkreetset ajaloolist nähtust. Kuna tegemist on ajaloolise terminiga, mis esines ametlikus koolikontekstis, siis selle kasutus on pigem neutraalne/formaalne, mitte informaalne."	
klikiaeg	(Eesti aja kohta, Nõukogude ideoloogia kohaselt halvustavana)	neutraalsetes/formaalsetes	"Sõna ""klikiaeg"" esineb peamiselt ajaloolistes ja publitsistlikes tekstides, kus käsitletakse Nõukogude perioodi Eestis. Seda kasutatakse sageli akadeemilistes või ajakirjanduslikes kontekstides, kui räägitakse Kliment Vorošilovi (Klikk) järgi nimetatud perioodist. Kuigi sõnal on halvustav varjund, ei ole see tingimata seotud informaalse keelekasutusega, vaid pigem ajaloolise terminiga, mida kasutatakse neutraalses või formaalses kontekstis ajalookirjutuses ja -uurimustes."	
klobima	peksma, taguma	informaalsetes	"Sõna ""klobima"" esineb peamiselt informaalsetes kontekstides. Seda kinnitavad näited Eesti Keele Instituudi korpustest, kus sõna leidub enamasti internetikeeles, foorumites ja kõnekeelsetes tekstides. Sõna on emotsionaalselt laetud ja kõnekeelne variant neutraalsemast ""peksma"" või ""taguma"". Eesti slängisõnaraamat käsitleb seda samuti kui argikeelset väljendit. Formaalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse tavaliselt neutraalsemaid sünonüüme."	
klopper	kloppimisvahend	neutraalsetes/formaalsetes	"Sõna ""klopper"" tähenduses ""kloppimisvahend"" esineb enamasti neutraalses kontekstis, eriti köögitarvikute ja toiduvalmistamise kirjeldustes. Seda kinnitavad erinevad allikad, näiteks Eesti Keele Instituudi sõnaraamat (EKSS), kus sõna on esitatud neutraalse terminina. Sõna kasutatakse ka kaubanduses ja tootekataloogides ilma registripiiranguteta. Puuduvad märgid, et sõna oleks eriti informaalne või kõnekeelne."	
klunker	oleng, pidu	informaalsetes	Sõna 'klunker' tähenduses 'oleng, pidu' on selgelt slängisõna, mida leiab peamiselt informaalsetest allikatest. Eesti Slängi Sõnaraamat kinnitab selle kasutust slängina. Sõna esineb peamiselt internetifoorumites, sotsiaalmeedia postitustes ja noorte omavahelises suhtluses. See ei ole neutraalne või formaalne väljend peo tähistamiseks, vaid kuulub argisesse keelekasutusse. Sõna ei esine ametlikes tekstides ega formaalses kirjakeeles.	
klunn	väike (vahva, tore) poiss, poisike või poisiohtu nooruk	informaalsetes	Sõna 'klunn' on selgelt informaalse registriga sõna, mida kasutatakse peamiselt kõnekeeles ja vabamas suhtluses. Seda kinnitavad näited eesti keele korpustest, kus sõna esineb peamiselt ilukirjanduses tegelaste dialoogides, blogides ja foorumites. Sõnal on hellitav ja familiaarne varjund, mis ei sobi ametlikku või formaalsesse keelekasutusse. Eesti Keele Instituudi sõnaveeb märgib seda sõna kui argikeelset väljendit, mis samuti toetab selle liigitamist informaalseks.	
klutt	väike (vahva, tore) poiss, poisike või poisiohtu nooruk	informaalsetes	"Sõna ""klutt"" on selgelt informaalse registri sõna, mida kinnitavad mitmed allikad. EKSS märgib selle sõna juures ""kõnekeelne"". Sõna esineb sageli just blogides, foorumites ja ilukirjanduses tegelaste kõnes, kus kasutatakse vabamat keelt. See on hellitav ja familiaarne väljend, mida ei kasutata ametlikes või formaalsetes tekstides. Sõna emotsionaalne varjund ja kasutuskontekst viitavad selgelt informaalsele kasutusele."	
klõpats	väike klõpsuv, kerge plaksuga kokku käiv ese	informaalsetes	Sõna 'klõpats' on kõnekeelne ja emotsionaalselt markeeritud deminutiivne tuletis, mida kohtab peamiselt informaalsetes keskkondades. Seda kinnitab sõna kasutuskontekst internetis, kus see esineb enamasti blogides, foorumites ja sotsiaalmeedia postitustes. Neutraalsemas või formaalses kontekstis kasutatakse pigem täpsemat kirjeldust või tehnilisemat terminit (nt kinniti, sulgur). Sõna mängulisus ja häälikuline väljendusrikkus (onomatopoeetilisus) viitab samuti pigem informaalsele kasutusele.	
knihv	kaval võte, nõks, trikk	informaalsetes	Sõna 'knihv' esineb peamiselt informaalsetes kontekstides, mida kinnitavad näited eesti keele korpustest ja internetiallikatest. See on kõnekeelne sõna, mida leiab sageli foorumitest, kommentaaridest ja vabamas suhtluses. Eesti Keele Instituudi sõnaraamat märgib seda kui argikeelset sõna. Formaalsetes või ametlikes tekstides kasutatakse selle asemel tavaliselt neutraalsemaid sünonüüme nagu 'nõks' või 'võte'.	
kobakäpp	"inimene, kes on kohmakas ja saamatu või kehvade oskustega	 saamatu inimene"	informaalsetes	Sõna 'kobakäpp' on selgelt informaalse registriga, mida kinnitavad mitmed allikad. EKSS märgib selle sõna puhul stiilimärgendi 'halvustav', mis viitab emotsionaalsele ja mitteformaalsele kasutusele. Sõna esineb sageli internetikommentaarides, blogides ja vabamas suhtluses. See on kujundlik liitsõna, mis on oma olemuselt pigem kõnekeelne ja emotsionaalne väljend, mitte neutraalne kirjeldus. Ametlikes dokumentides või formaalses kirjavahetuses kasutatakse selle asemel neutraalsemaid väljendeid nagu 'saamatu' või 'kohmakas inimene'.	
kobarkäkk	täiesti ebaõnnestunud asi või ettevõtmine, mille luhtumise on põhjustanud mitmed tehtud vead	informaalsetes	Sõna 'kobarkäkk' esineb peamiselt informaalsetes kontekstides nagu ajakirjanduse arvamuslood, blogid ja kommentaariumid. Eesti Keele Instituudi korpustest ja meediatekstidest nähtub, et seda kasutatakse sageli kõnekeelse väljendina kriitilistes või iroonilistes kontekstides, kui tahetakse rõhutada millegi täielikku ebaõnnestumist. Ametlikes dokumentides või akadeemilistes tekstides seda väljendit tavaliselt ei kohta. Sõna emotsionaalne ja hinnanguline iseloom viitab selgelt informaalsele kasutusele.	
kodukas	"firma, asutuse või eraisiku põhiliste andmetega lehekülg internetis	 firma, asutuse või eraisiku veebileht, kus asuvad põhiandmed ja -lingid"	informaalsetes	"""Kodukas"" on selgelt kõnekeelne lühend sõnast ""koduleht"" või ""kodulehekülg"". Seda kinnitab sõna kasutuskontekst internetis - sõna esineb peamiselt foorumites, blogides, sotsiaalmeedia postitustes ja mitteametlikes vestlustes. Ametlikes dokumentides, pressiteadetes või formaalses ärisuhtluses kasutatakse tavaliselt täispikka vormi ""koduleht"" või ""veebileht"". Eesti Keele Instituudi Sõnaveeb märgib seda samuti argikeelsena. Sõna lühendatud vorm ja -kas liide on tüüpilised informaalse keelekasutuse tunnused."	
koeraamet	(mittetänuväärse ameti kohta)	informaalsetes	"Sõna ""koeraamet"" on selgelt kõnekeelne ja halvustava varjundiga väljend. Seda kinnitavad näited eesti keele korpustest, kus see esineb peamiselt informaalsetes kontekstides nagu foorumid, kommentaariumid ja ajakirjanduse arvamusartiklid. EKSS märgib seda kui piltlikku väljendit, mida kasutatakse halvustavalt ebameeldiva või raske töö kohta. Ametlikes või formaalsetes dokumentides sellist väljendit ei kasutata, selle asemel eelistatakse neutraalsemaid väljendeid."	
koeraelu	vilets, raske elu	informaalsetes	"Sõna ""koeraelu"" on kujundlik väljend, mis on tuletatud võrdlusest koera raske eluga. Eesti Keele Instituudi korpustest ja veebitekstidest leiab seda väljendit peamiselt informaalsetest kontekstidest - blogidest, foorumipostitustest ja ajakirjanduse arvamuslugudest, kus kasutatakse vabamat keelt. Ametlikes dokumentides või akadeemilistes tekstides kasutatakse pigem neutraalsemaid väljendeid nagu ""raske elu"" või ""vilets elujärg"". Väljendi emotsionaalne ja kujundlik iseloom viitab selgelt selle informaalsele kasutusele."	
koerapõli	vilets, raske elu	informaalsetes	"Sõna ""koerapõli"" on kujundlik väljend, mida kasutatakse peamiselt informaalses kontekstis. Seda kinnitavad näited Eesti Keele Instituudi korpustest, kus see esineb sageli ajakirjanduse arvamuslugudes, blogides ja ilukirjanduses, eriti tegelaste kõnes. Sõna on oma olemuselt ekspressiivne ja emotsionaalselt laetud, mis on tüüpiline informaalsele keelekasutusele. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutatakse selle asemel neutraalsemaid väljendeid nagu ""raske elu"" või ""kehvad elutingimused""."	
koguaeg	"alati, igal ajal	 alati, pidevalt	 väga tihti, pidevalt"	informaalsetes	"""Koguaeg"" on kokku kirjutatud variant väljendist ""kogu aeg"", mida peetakse normingukohaselt valeks. Eesti Keele Instituudi keelenõuanne soovitab kirjutada ""kogu aeg"" lahku. Kokku kirjutatud variant esineb sagedamini informaalsetes keskkondades nagu sotsiaalmeedia, foorumid ja blogid. Eesti Keeleressursside Keskuse tekstikorpustest on näha, et ""koguaeg"" on levinud just vabamas keelekasutuses ja internetisuhtluses, samas kui toimetatud tekstides (ajalehed, ametlikud dokumendid) kasutatakse normingupärast ""kogu aeg"" varianti."	
kohmard	kohmakas, saamatu inimene	informaalsetes	Sõna 'kohmard' on halvustava varjundiga kõnekeelne sõna, mida kasutatakse peamiselt informaalsetes kontekstides. Seda kinnitavad näited Eesti Keele Instituudi korpustest, kus sõna esineb sageli internetikommentaarides, foorumites ja ilukirjanduses tegelaste kõnes. Sõna on emotsionaalselt laetud ja subjektiivne hinnang, mida ametlikus või formaalses kontekstis tavaliselt välditakse. EKSS märgib seda kui halvustavat sõna, mis samuti viitab selle informaalsele kasutusele.	
kohmerdama	aeglaselt, kohmitsedes või koperdades midagi toimetama	informaalsetes	"Sõna ""kohmerdama"" esineb sagedamini informaalsetes kontekstides. Seda kinnitavad Eesti Keele Instituudi korpuste näited, kus sõna leidub rohkem ilukirjanduses (eriti tegelaste kõnes), blogides ja foorumites. Sõna kannab endas teatavat kõnekeelset või argist varjundit ning selle asemel kasutatakse formaalsetes tekstides tavaliselt neutraalsemaid väljendeid nagu ""aeglaselt tegutsema"" või ""kohmakalt liikuma"". Eesti õigekeelsussõnaraamat ÕS 2018 käsitleb seda samuti pigem argisema registri sõnana."	
kohmerdis	kohmitseja	informaalsetes	Sõna 'kohmerdis' on pigem kõnekeelne ja veidi halvustava varjundiga sõna. Seda kinnitab ka Eesti Keele Instituudi sõnaraamat (EKSS), kus see on märgitud kõnekeelseks sõnaks. Sõna esineb sagedamini informaalsetes keskkondades nagu foorumid, kommentaariumid ja ilukirjanduslik otsekõne, kus see väljendab kõneleja subjektiivset, veidi kriitilist suhtumist kellegi kohmakasse või aeglasesse tegutsemisse. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutatakse pigem neutraalsemaid väljendeid.	
koiku	lihtne (sageli kehvavõitu) voodi või muu magamisase	informaalsetes	"Sõna ""koiku"" on kõnekeelne väljend, mida kasutatakse peamiselt informaalsetes kontekstides. Seda kinnitavad mitmed allikad: EKSS märgib sõna ""koiku"" juures stiilimärgendi ""kõnek"" (kõnekeelne), ning sõna esineb sageli just informaalsetes tekstides nagu foorumid, blogid ja ilukirjanduslik otsekõne. Sõna kannab endas teatud halvustavat või familiaarselt lihtsustatud varjundit, mis ei sobi neutraalsesse või formaalsesse keelekasutusse. Formaalsetes tekstides kasutatakse selle asemel neutraalseid sõnu nagu ""voodi"" või ""magamisase""."	
kokkama	toitu valmistama, süüa tegema	informaalsetes	"Sõna ""kokkama"" on kõnekeelne variant neutraalsest väljendist ""toitu valmistama"". Seda kinnitab Eesti Keele Instituudi sõnaraamat (EKSS), kus ""kokkama"" on märgitud kõnekeelseks sõnaks. Sõna esineb sagedamini informaalsetes keskkondades nagu blogid, foorumid ja sotsiaalmeedia postitused, kus kasutatakse vabama stiiliga keelt. Formaalsetes tekstides (nt ametlikud dokumendid, uudised) eelistatakse neutraalset väljendit ""toitu valmistama""."	
koks	"külm jook, mis segatakse kokku mitmest eri joogist, sageli alkoholiga	 mitme joogi segamisel saadud külm alkohoolne või alkoholita jook"	informaalsetes	"Sõna ""koks"" selles tähenduses esineb peamiselt informaalses kontekstis, mida näitab selle sage kasutus sotsiaalmeedias, blogides ja foorumites. See on kõnekeelne variant sõnadest ""kokteil"" või ""segujook"". Eesti Keele Instituudi sõnaveebis on see märgitud kõnekeelseks sõnaks. Formaalsetes tekstides (nt menüüdes, retseptides, ajakirjanduses) kasutatakse tavaliselt sõna ""kokteil"". ""Koks"" on seega pigem vabamas õhkkonnas ja mitteametlikus suhtluses kasutatav väljend."	
kole	väga, äärmiselt	informaalsetes	"Sõna 'kole' tähenduses 'väga, äärmiselt' on selgelt informaalse registri marker. Eesti Keele Instituudi sõnaraamat (EKSS) märgib selle tähenduse juures ""kõnekeelne"". Seda kinnitavad ka näited Eesti keele ühendkorpusest, kus selline kasutus esineb peamiselt blogides, foorumites ja sotsiaalmeedia postitustes (nt ""kole palju"", ""kole kiiresti""). Formaalsetes tekstides (ametlikud dokumendid, teadusartiklid) kasutatakse selle asemel neutraalsemaid määrsõnu nagu ""väga"" või ""äärmiselt""."	
kolge	väga pikk, vibalik, nurgeline inimene (sagedamini mehe kohta)	informaalsetes	"Sõna 'kolge' on pigem kõnekeelne ja veidi halvustava varjundiga väljend. Seda kinnitab sõna kasutuskontekst erinevates allikates - see esineb peamiselt internetifoorumites, kommentaariumides ja ilukirjanduslikes tekstides, eriti tegelaskõnes. Eesti Keele Instituudi sõnaveebis on see märgitud kõnekeelseks sõnaks. Formaalsetes või ametlikes tekstides kasutatakse pigem neutraalsemaid väljendeid nagu ""pikk inimene"" või ""sale/kõhn inimene""."	
kollanokk	kogemusteta noor inimene (hrl nooruk) või algaja mingil alal (ka halvustavalt)	informaalsetes	Sõna 'kollanokk' on kujundlik ja veidi halvustava varjundiga väljend, mida kasutatakse sagedamini informaalses kontekstis. Seda kinnitavad näited Eesti Keele Instituudi korpustest, kus sõna esineb tihti ajakirjanduse arvamuslugudes, foorumites ja ilukirjanduses, eriti dialoogides. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) eelistatakse neutraalsemaid väljendeid nagu 'algaja', 'kogenematu' või 'noor spetsialist'. Sõna emotsionaalne ja kujundlik iseloom ning halvustav varjund viitavad selgelt informaalsele kasutusele.	
kolmemees	õpilane, kelle hinded koolis on põhiliselt kolmed, keskpärane õpilane	informaalsetes	"Sõna ""kolmemees"" on kõnekeelne väljend, mida kasutatakse peamiselt informaalses kontekstis. Seda kinnitavad näited internetifoorumitest ja sotsiaalmeediast, kus see esineb vabamas suhtluses. Sõna on oma olemuselt ka veidi halvustava varjundiga, mida formaalsetes tekstides (nt ametlikud dokumendid, õppekirjandus) välditakse. Seal kasutatakse neutraalsemaid väljendeid nagu ""keskpärane õpilane"" või ""rahuldavate hinnetega õpilane"". Slängisõnaraamat kinnitab samuti selle sõna informaalset kasutust."	
kolu	(inimese pea kohta)	informaalsetes	Sõna 'kolu' kasutamine inimese pea tähenduses on selgelt kõnekeelne ja slängilik väljend. Seda kinnitavad Eesti Keele Instituudi slängisõnaraamat ja Eesti keele seletav sõnaraamat, kus see on märgitud kõnekeelseks. Sõna esineb peamiselt informaalsetes keskkondades nagu foorumid, kommentaariumid ja sotsiaalmeedia postitused. Formaalsetes või neutraalsetes tekstides (nt ametlikud dokumendid, uudised) kasutatakse selle asemel neutraalset sõna 'pea'.	
kombekas	ühes tükis töö-, spordi- või lasterõivas	informaalsetes	"Sõna ""kombekas"" on kõnekeelne variant sõnast ""kombinesoon"". Seda kinnitab sõna kasutuskontekst erinevates internetiallikates - see esineb peamiselt blogides, foorumites ja sotsiaalmeedia postitustes, kus räägitakse lasteriietest või spordirõivastest. Näiteks Delfi foorumites ja erinevates beebiblogides kasutatakse seda sõna vabamas suhtluses. Formaalsetes tekstides (nt ajakirjanduses, ametlikes dokumentides) kasutatakse pigem täispikka vormi ""kombinesoon""."	
kombi	pika kerega ruumikas, hrl kolme istmereaga sõiduauto, kus istmete kõrvaldamisega on võimalik moodustada mahukas pakiruum	neutraalsetes/formaalsetes	Sõna 'kombi' on laialdaselt kasutusel nii ajakirjanduses, automüügikuulutustes kui ka ametlikes dokumentides. See on eesti keeles üldlevinud ja neutraalne termin teatud tüüpi sõiduki tähistamiseks. Sõna kasutatakse regulaarselt autode müügikuulutustes, tehnilistest ülevaadetes ja autoajakirjanduses ilma igasuguse stiilivarjundita. Näiteks Autolehe, Postimehe ja Delfi autoartiklites kasutatakse seda terminit neutraalse tehnilise terminina. See ei ole slängisõna ega ka eriti formaalne termin, vaid tavaline, neutraalne sõna seda tüüpi auto kirjeldamiseks.	
kombiauto	pika kerega ruumikas, hrl kolme istmereaga sõiduauto, kus istmete kõrvaldamisega on võimalik moodustada mahukas pakiruum	neutraalsetes/formaalsetes	Sõna 'kombiauto' on laialdaselt kasutusel nii ajakirjanduses, automüügikuulutustes kui ka ametlikes dokumentides. See esineb sageli autoportaalides (nt Auto24), päevalehtede autoartiklites ja tehnilistes kirjeldustes. Sõna on neutraalne tehniline termin, mida kasutatakse konkreetse autotüübi tähistamiseks ilma stilistiliste või emotsionaalsete konnotatsioonideta. Seda kinnitab ka sõna sage esinemine automüüjate ametlikes materjalides ja tehnilistest spetsifikatsioonides. Seega pole tegemist kõnekeelse ega informaalse väljendiga, vaid pigem neutraalse tehnilise terminiga.	
kombo	teataval viisil koos esinevate sümbolite, nähtuste, esemete vm elementide korrastatud rühm	informaalsetes	"Sõna 'kombo' on laen inglise keelest (combo) ning seda kasutatakse peamiselt informaalsetes kontekstides. Seda kinnitavad Eesti Keele Instituudi korpuste andmed, kus sõna esineb valdavalt internetikeeles, foorumites, blogides ja sotsiaalmeedias. Näiteks kasutatakse seda mängude, toitude või muusikaga seotud kombinatsioonide kirjeldamisel (""hea kombo"", ""mõnus kombo"", ""lahe kombo""). Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) eelistatakse selle asemel sõnu nagu ""kombinatsioon"", ""kooslus"" või ""ühend"". Sõna informaalsust näitab ka asjaolu, et see pole veel jõudnud ÕS-i."	
komet	jant, tembutamine	informaalsetes	Sõna 'komet' tähenduses 'jant, tembutamine' esineb peamiselt kõnekeelses ja informaalses kontekstis. Seda kinnitavad Eesti Keele Instituudi andmebaasid, kus see sõna on märgitud kõnekeelseks. Sõna kasutatakse sageli just vabamas suhtluses, foorumites ja sotsiaalmeedias. Eesti slängisõnastikus on see samuti esindatud, mis viitab selle informaalsele kasutusele. Formaalsetes tekstides (nt ametlikud dokumendid, teadusartiklid) kasutatakse selle asemel neutraalsemaid sünonüüme nagu 'temp' või 'vigur'.	
komm	"arvamusavaldus mingi sündmuse, kellegi sõnavõtu vms kohta	 selgitav, täiendav või arvustav märkus mingi teksti kohta	 selgitus või hinnangut andev märkus"	informaalsetes	Sõna 'komm' tähenduses 'kommentaar' on selgelt kõnekeelne lühend, mida kasutatakse peamiselt internetisuhtluses, sotsiaalmeedia postitustes, foorumites ja kommentaariumides. Formaalsetes tekstides (nt ametlikud dokumendid, akadeemilised tekstid) kasutatakse täispikka vormi 'kommentaar'. Sõna 'komm' sellises tähenduses on tekkinud internetiajastul ja on eriti levinud just informaalses veebikeskkonnas. Eesti Keele Instituudi sõnaveeb märgib seda kui kõnekeelset varianti sõnast 'kommentaar'.	
kommar	"kommunismi pooldaja	 kommunistliku partei liige"	informaalsetes	"Sõna ""kommar"" on selgelt kõnekeelne ja halvustava varjundiga lühend/slängisõna sõnast ""kommunist"". Seda kinnitavad mitmed allikad: Eesti Slängi Sõnaraamat märgib seda kui slängisõna, Eesti Keele Instituudi Sõnaveeb märgib seda kui halvustavat ja kõnekeelset väljendit. Sõna esineb peamiselt informaalsetes keskkondades nagu internetikommentaariumid, foorumid ja sotsiaalmeedia postitused. Formaalsetes või neutraalsetes tekstides (nt akadeemilised tekstid, ametlikud dokumendid) kasutatakse selle asemel neutraalset terminit ""kommunist""."	
kommima	"millegi kohta selgitusi esitama või arvamust avaldama	 mingi sündmuse, teksti vm kohta selgitavaid, täiendavaid või arvustavaid märkusi tegema, oma arvamust avaldama"	informaalsetes	"Sõna ""kommima"" on tuletatud ingliskeelsest sõnast ""comment"" ning on levinud peamiselt internetisuhtluses. Seda kasutatakse valdavalt veebikeskkondades nagu blogid, uudisteportaalide kommentaariumid ja sotsiaalmeedia. Eesti Keele Instituudi keelenõuanne soovitab selle asemel kasutada neutraalsemaid vasteid nagu ""kommenteerima"" või ""arvamust avaldama"". ""Kommima"" on slängilik vorm, mis on tekkinud ja levinud just informaalses veebikeskkonnas. Formaalsetes tekstides (nt ametlikud dokumendid, akadeemilised tekstid) seda ei kasutata."	
kommionu	(seksuaalselt) ohtlik lastemeelitaja	informaalsetes	"Sõna ""kommionu"" on selgelt informaalse registri sõna, mida kasutatakse peamiselt kõnekeeles ja mitteametlikes kontekstides. Seda kinnitavad näited eesti keele korpustest ja meediatekstidest, kus see esineb peamiselt kommentaariumides, foorumites ja ajakirjanduse informaalsema stiiliga tekstides (nt hoiatavad artiklid). Sõna on oma olemuselt eufemistlik ja kõnekeelne väljend tõsise teema kohta, kusjuures ametlikes või formaalsetes tekstides kasutatakse selle asemel neutraalsemaid termineid nagu ""pedofiil"" või ""laste väärkohtleja""."	
