"Katsesõna"	"Tähendus"	"vastus"	"põhjendus"	"sünonüümid"
"karauulima"	"luurama, passima	 valvama, vahti pidama"	"informaalsetes"	"Sõna ""karauulima"" tundub olevat kõnekeelne ja mitteformaalne väljend, mida kasutatakse pigem igapäevases vestluses või mitteametlikes tekstides. See ei ole tavapärane sõna, mida leiaksime ametlikes dokumentides või akadeemilistes tekstides. Sellised väljendid on tihti levinud suulises kõnes ja mitteametlikes kirjutistes nagu blogid või sotsiaalmeedia postitused."	""
"karauulitama"	"luurama, passima	 valvama, vahti pidama"	"informaalsetes"	"Sõna ""karauulitama"" on kõnekeelne ja omab veidi mängulist või humoorikat varjundit, mis sobib pigem mitteametlikesse kontekstidesse nagu vestlused, blogid või sotsiaalmeedia postitused. See ei ole tavapärane sõna, mida kasutatakse ametlikes või neutraalsetes tekstides, kus eelistatakse tõsisemat ja neutraalsemat sõnavara nagu ""valvama"" või ""luurama""."	""
"karbuss"	"sisepõlemismootori osa, kus moodustub küttesegu vedelkütusest ja õhust"	"informaalsetes"	"Sõna ""karbuss"" on kõnekeelne lühend sõnast ""karburaator"", mida kasutatakse sageli igapäevases vestluses ja mitteametlikes tekstides, nagu foorumid ja sotsiaalmeedia, kus arutatakse autode ja mootorrataste tehnilisi aspekte. Neutraalses või formaalses kontekstis eelistatakse tõenäoliselt täisvormi ""karburaator""."	""
"karjanaine"	"naine, kelle töö on laudas veiste eest hoolitseda"	"neutraalsetes/formaalsetes"	"Sõna ""karjanaine"" on ametinimetus, mida kasutatakse tavaliselt neutraalsetes või formaalsetes kontekstides, näiteks töökuulutustes, ametlikes dokumentides või kirjeldustes, mis puudutavad põllumajandust ja loomakasvatust. Sellised terminid on tavaliselt neutraalsed ja formaalsed, kuna need viitavad kindlale ametile või tööülesannetele."	""
"karman"	"riideeseme osa, mille sisse saab asju panna	 rõiva või muu eseme peale või sisse õmmeldud detail, kuhu saab panna asju"	"neutraalsetes/formaalsetes"	"Sõna ""karman"" on tavaline eesti keele sõna, mida kasutatakse igapäevases kõnes ja kirjutises, et viidata riideeseme osale, kuhu saab asju panna. See ei ole släng ega kõnekeelne väljend, seega sobib see nii neutraalsetesse kui ka formaalsetesse tekstidesse, nagu näiteks kirjeldused, juhendid ja ametlikud dokumendid."	""
"karts"	"ruum, hrl üksikkong distsiplinaarkaristuse kandmiseks (eriti omal ajal sõjaväes, vanglates, ülikoolides)"	"neutraalsetes/formaalsetes"	"Sõna ""karts"" kasutatakse tavaliselt ametlikes kontekstides, kuna see viitab konkreetsele ruumile, mis on seotud distsiplinaarmeetmetega sõjaväes, vanglates või ülikoolides. Sellised teemad on tihti seotud ametlike dokumentide, seaduste või institutsionaalsete reeglitega, mistõttu on sõna kasutus pigem neutraalne või formaalne."	""
"karuott"	"põhjapoolkera suurtes metsades elav kogukas pruuni karvkattega kiskja	 suur metsloom, kellel on paks pruun karv"	"informaalsetes"	"Sõna ""karuott"" on kõnekeelne ja seda kasutatakse sageli mitteametlikes kontekstides, näiteks vestlustes, blogides või sotsiaalmeedias. See on hellitav või mänguline nimetus karule, mis ei sobi ametlikesse või teaduslikesse tekstidesse, kus eelistatakse neutraalsemat või formaalsemat sõna ""karu""."	""
"karuperse"	"kauge, unustatud, ligipääsmatu vms paik, kolgas"	"informaalsetes"	"Sõna ""karuperse"" on slängi väljend, mida kasutatakse tihti mitteametlikes olukordades, et kirjeldada kauget või ligipääsmatut kohta. See on vulgaarne ja kõnekeelne väljend, mis sobib pigem igapäevasesse vestlusesse või mitteametlikesse tekstidesse nagu blogid või sotsiaalmeedia postitused, mitte ametlikesse dokumentidesse või formaalsetesse tekstidesse."	""
"karvamari"	"(nais)juuksur, juukselõikaja"	"informaalsetes"	"Sõna ""karvamari"" on ilmselt släng või kõnekeelne väljend, mida kasutatakse humoorikalt või mitteametlikult juuksuri kohta. Sellised väljendid on tavaliselt levinud sõprade vahelises vestluses, sotsiaalmeedias või muudes mitteametlikes kontekstides, mitte ametlikes või formaalsetes tekstides."	""
"kasima"	"(hrl järsult käskides:) (ära) minema, lahkuma"	"informaalsetes"	"Sõna ""kasima"" kasutatakse sageli kõnekeeles ja see on seotud käskiva tooniga, mis viitab kiirele või järsule lahkumisele. Selline väljend on tüüpiline mitteametlikus suhtluses, nagu näiteks sõpradevahelised vestlused või argised olukorrad, kus formaalsus ei ole vajalik."	""
"kassatükk"	"menukas, rohket tulu andev film või lavateos"	"neutraalsetes/formaalsetes"	"Sõna ""kassatükk"" kasutatakse sageli meedias ja kultuurikriitikas, et kirjeldada filme või lavateoseid, mis on saavutanud suure populaarsuse ja rahalise edu. See termin on levinud ametlikes ja neutraalsetes kontekstides, nagu ajaleheartiklid, filmikriitikud ja kultuuriülevaated, kus arutatakse teose majanduslikku edu. Seetõttu sobib see pigem neutraalsetesse või formaalsetesse tekstidesse."	""
"kassilaud"	"(suurest, peamisest peolauast eraldi asetseva väiksema peolaua kohta)"	"informaalsetes"	"Sõna ""kassilaud"" viitab väiksemale peolauale, mis asetseb eraldi suuremast peolauast. Selline terminoloogia on tõenäoliselt kasutusel pigem mitteametlikes olukordades, nagu sõprade või pereringis toimuvad peod ja koosviibimised. Sellised kontekstid on tavaliselt informaalset laadi, kus kasutatakse kõnekeelseid ja mitteametlikke väljendeid."	""
"kastikas"	"kastiga sõiduauto-väikeveok	 kastiga veoauto"	"informaalsetes"	"Sõna ""kastikas"" on kõnekeelne ja lühendatud vorm sõnast ""kastiga auto"" või ""kastiga sõiduauto"". Sellised lühendatud ja kõnekeelsed väljendid on tavaliselt omased mitteametlikule suhtlusele, nagu näiteks sõpradevahelised vestlused, sotsiaalmeedia postitused või foorumid. Formaalsetes tekstides eelistatakse täpsemat ja ametlikumat sõnastust."	""
"katjuuša"	"1941. aastal kasutusele võetud Nõukogude mitmelasuline raketiheitja BM-14 Katjuša"	"neutraalsetes/formaalsetes"	"Sõna ""katjuuša"" viitab konkreetsele ajaloolisele ja tehnilisele objektile, mis on seotud sõjanduse ja ajalooga. Selliseid termineid kasutatakse tavaliselt neutraalsetes või formaalsetes kontekstides, nagu ajaloo- või sõjandusalased tekstid, teaduslikud artiklid või õpikute materjalid. Sõna ei ole seotud slängi või igapäevase kõnepruugiga, mis viitaks informaalsetele tekstidele."	""
"kekkama"	"millestki uhkeldades rääkima, ennast sel viisil tähtsaks tegema või tähelepanu püüdma"	"informaalsetes"	"Sõna ""kekkama"" on slängilaadne väljend, mida kasutatakse pigem igapäevases kõnekeeles ja mitteametlikes olukordades. See on tihti seotud noortepärase või lõbusa suhtlemisega, kus ei järgita rangelt keelelisi norme. Sellised väljendid on tavaliselt levinud sotsiaalmeedias, vestlustes sõprade vahel ja muudes mitteametlikes kontekstides."	""
"kekutama"	"tähelepanu ja imetlust äratada püüdma (eriti välimuse või käitumisega)"	"informaalsetes"	"Sõna ""kekutama"" on kõnekeelne väljend, mida kasutatakse sageli mitteametlikes olukordades, et kirjeldada kellegi käitumist, kes püüab tähelepanu tõmmata. Selline väljend sobib hästi igapäevasesse vestlusesse, blogidesse või sotsiaalmeediasse, kuid ei ole tavapärane ametlikes või akadeemilistes tekstides."	""
"kellad ja viled"	"virtuaalsed ja mittevirtuaalsed lisavidinad ja heliefektid, mida pole asja toimimiseks otseselt vaja, aga mis lisavad atraktiivsust"	"informaalsetes"	"Väljend ""kellad ja viled"" on kõnekeelne ja sageli kasutatakse seda mitteametlikes kontekstides, et kirjeldada midagi, mis on lisatud peamiselt dekoratiivsetel või meelelahutuslikel eesmärkidel. Seda tüüpi väljendid on tavaliselt levinud igapäevases vestluses, blogides ja sotsiaalmeedias, kus keelekasutus on vabam ja vähem formaalne."	""
"kellama"	"kuulujutte levitama	 millestki kõigile kuulutama"	"informaalsetes"	"Sõna ""kellama"" kasutatakse sageli kõnekeeles ja slängis, et kirjeldada tegevust, mis on seotud kuulujuttude levitamisega. Selline sõna on tavaliselt omane mitteametlikule suhtlusele, nagu vestlused sõprade vahel, sotsiaalmeedia postitused ja muud mitteametlikud kontekstid. Formaalsetes tekstides eelistatakse tõenäoliselt neutraalsemaid ja täpsemaid väljendeid."	""
"kellavärk"	"kellamehhanism (hrl millegi toimimise või toimumise suurele täpsusele osutavalt)"	"neutraalsetes/formaalsetes"	"Sõna ""kellavärk"" kasutatakse sageli kirjeldamaks midagi, mis töötab väga täpselt ja usaldusväärselt, sarnaselt kellamehhanismile. Selline väljend sobib hästi neutraalsetesse ja formaalsetesse tekstidesse, kus on vaja rõhutada täpsust ja korrektsust, näiteks tehnilistes kirjeldustes või ametlikes aruannetes. See ei ole släng ega kõnekeelne väljend, mistõttu ei ole see tüüpiline informaalsetes tekstides."	""
"kemps"	"ehitis või ruum urineerimiseks ja roojamiseks"	"informaalsetes"	"Sõna ""kemps"" on kõnekeelne ja seda kasutatakse sageli igapäevases vestluses, mitte ametlikes või formaalsetes tekstides. See on pigem slängi või rahvakeele väljend, mida kasutatakse tavaliselt mitteametlikes olukordades, nagu sõprade või pereringis. Formaalsetes tekstides eelistatakse tavaliselt sõnu nagu ""tualett"" või ""WC""."	""
"keppima"	"seksima, suguakti sooritama (sihilisena hrl mehe vastava tegevuse kohta)"	"informaalsetes"	"Sõna ""keppima"" kasutatakse tavaliselt slängina ja see on vulgaarne väljend seksuaalvahekorra kohta. Sellised väljendid on iseloomulikud mitteametlikule keelekasutusele, nagu näiteks vestlused sõprade vahel, sotsiaalmeedia postitused või kommentaarid. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja viisakamaid väljendeid."	""
"kesse"	"kes (see)"	"informaalsetes"	"Sõna ""kesse"" on kõnekeelne ja lühendatud vorm sõnast ""kes (see)"", mida kasutatakse sageli suulises kõnes ja mitteametlikes kirjutistes. Selline väljend on tüüpiline just igapäevases suhtluses, näiteks chativestlustes või sotsiaalmeedias, kus keelekasutus on vabam ja vähem formaalne."	""
"kiibitsema"	"teiste tegevust kõrvalt huvitatult pealt vaatama ja tarkust jagama või järele tegema kippuma"	"informaalsetes"	"Sõna ""kiibitsema"" kasutatakse sageli igapäevases kõnekeeles, et kirjeldada olukorda, kus keegi sekkub teiste tegevusse või jälgib seda pealt, andes samal ajal soovimatuid nõuandeid. Selline tegevus on tihti seotud mitteametlike olukordadega, nagu sõpradevahelised vestlused või sotsiaalmeedia arutelud, kus inimesed kipuvad oma arvamust avaldama. Seetõttu on sõna kasutus pigem informaalne."	""
"kiin"	"suur kärbselaadne kahetiivaline putukas, kelle vaglad elavad parasiitidena teistes loomades"	"neutraalsetes/formaalsetes"	"Sõna ""kiin"" on spetsiifiline termin, mida kasutatakse bioloogia ja entomoloogia kontekstis. Sellised terminid esinevad tavaliselt teaduslikes, hariduslikes ja ametlikes tekstides, kus on oluline täpsus ja selgus. Seetõttu on selle kasutus pigem neutraalsetes või formaalsetes tekstides."	""
"kiki"	"kiilukujuliselt risti seatud või lehviks seotud kaelaside"	"neutraalsetes/formaalsetes"	"Sõna ""kiki"" tähistab konkreetset eset, mis on seotud riietuse ja moe valdkonnaga. Selliseid termineid kasutatakse sageli neutraalsetes või formaalsetes kontekstides, näiteks moeajakirjades, riietuse kirjeldustes või ametlikes juhendites, kus täpsus ja selgus on olulised. Seetõttu sobib see pigem neutraalsetesse või formaalsetesse tekstidesse."	""
"kilekas"	"kilejopp või kileülikond"	"informaalsetes"	"Sõna ""kilekas"" on lühendatud ja kõnekeelne vorm, mida kasutatakse tõenäolisemalt igapäevastes vestlustes või mitteametlikes olukordades. Sellised lühendatud ja mugandatud sõnad on tavaliselt iseloomulikud informaalsetele tekstidele, nagu näiteks sõpradevaheline suhtlus või sotsiaalmeedia postitused. Neutraalses või formaalses kontekstis eelistatakse tõenäoliselt täisvorme nagu ""kilejopp"" või ""kileülikond""."	""
"kilt"	"pikkuse mõõtühik. Ühes kilomeetris on 1000 meetrit	 tee pikkuse ühik, 1000 meetrit"	"informaalsetes"	"Sõna ""kilt"" kasutatakse sageli kõnekeeles ja mitteametlikes olukordades, et viidata kilomeetrile. See on lühendatud ja lihtsustatud vorm, mida kasutatakse igapäevastes vestlustes, näiteks sõprade vahelises suhtluses või mitteametlikes kirjutistes nagu blogid ja sotsiaalmeedia postitused. Neutraalsetes ja formaalsetes tekstides eelistatakse tavaliselt täisvormi ""kilomeeter""."	""
"kimama"	"suure hooga, väga kiiresti liikuma, nt sõitma või jooksma	 väga kiiresti sõitma või jooksma"	"informaalsetes"	"Sõna ""kimama"" on kõnekeelne väljend, mida kasutatakse sageli igapäevastes vestlustes, et kirjeldada kiiret liikumist. See on pigem slängilaadne väljend, mida võib kohata mitteametlikes tekstides nagu blogid, foorumid või sotsiaalmeedia postitused. Formaalsetes tekstides eelistatakse tõenäoliselt neutraalsemaid väljendeid nagu ""kiiresti liikuma"" või ""suure hooga sõitma""."	""
"kirvereegel"	"lihtsustatud üldjooneline seaduspära, põhimõte või juhis"	"informaalsetes"	"Sõna ""kirvereegel"" viitab lihtsustatud ja üldjoonelisele põhimõttele või juhisele, mida kasutatakse sageli igapäevastes olukordades, kus pole vaja täpset või ametlikku lähenemist. Sellised väljendid on tavaliselt omased mitteametlikule suhtlusele, kus inimesed soovivad kiirelt ja lihtsalt edasi anda üldist mõtet või juhist, ilma et peaksid kasutama keerulist või formaalset keelt."	""
"kisma"	"(käsitsi) kaklemine või kellegagi tülitsemine"	"informaalsetes"	"Sõna ""kisma"" viitab kaklemisele või tülitsemisele ning on kõnekeelne väljend, mida kasutatakse tihti mitteametlikes olukordades. Sellised sõnad on tavaliselt levinud igapäevases vestluses, sotsiaalmeedias ja muudes mitteametlikes tekstides, kuid neid ei kasutata sageli ametlikes või formaalsetes dokumentides."	""
"kituma"	"kellegi peale kaebama"	"informaalsetes"	"Sõna ""kituma"" kasutatakse sageli kõnekeeles ja see on seotud kellegi peale kaebamisega, mis on tihti seotud laste või noorte omavaheliste suhetega. Selline sõna on tavaliselt levinud mitteametlikes olukordades, nagu sõpradevahelised vestlused või noorte omavahelised suhtlused, mitte ametlikes või formaalsetes tekstides."	""
"kiusupunn"	"kiusaja, kiuslik inimene (või loom)"	"informaalsetes"	"Sõna ""kiusupunn"" on kõnekeelne väljend, mida kasutatakse sageli igapäevases vestluses, et kirjeldada kedagi, kes on kiuslik või tüütab teisi. See on pigem mänguline ja mitteametlik viis kellegi käitumise kirjeldamiseks ning seetõttu sobib see rohkem informaalsetesse tekstidesse nagu vestlused, blogid või sotsiaalmeedia postitused. Formaalsetes tekstides eelistatakse tõenäoliselt neutraalsemaid või ametlikumaid termineid."	""
"klade"	"paks vihik"	"informaalsetes"	"Sõna ""klade"" kasutatakse sageli igapäevases kõnepruugis, näiteks kooliõpilaste seas, kui viidatakse paksule vihikule. See on levinud sõna, mida kasutatakse rohkem suulises kõnes ja mitteametlikes kontekstides, nagu vestlused sõprade vahel või sotsiaalmeedia postitustes. Formaalsetes tekstides, nagu ametlikud dokumendid või akadeemilised tööd, kasutatakse tõenäolisemalt sõna ""vihik""."	""
"klanima"	"nuruma, lunima, mangudes paluma"	"informaalsetes"	"Sõna ""klanima"" on kõnekeelne väljend, mida kasutatakse sageli igapäevastes vestlustes ja mitteametlikes olukordades. See on pigem slängi või kõnekeele osa, mida võib kohata blogides, foorumites või sõpradevahelises suhtluses, kuid mitte ametlikes dokumentides või formaalsetes tekstides."	""
"klantsima"	"hoolitsusest, puhtusest särama	 läikima panema, kauniks tegema"	"informaalsetes"	"Sõna ""klantsima"" kasutatakse sageli igapäevases kõnepruugis ja mitteametlikes kontekstides, näiteks vestlustes sõprade vahel või sotsiaalmeedias, et kirjeldada midagi, mis on hoolitsetud ja särav. See sõna ei ole tavaliselt levinud ametlikes dokumentides või formaalsetes tekstides."	""
"klapitama"	"millegagi vastavusse, kooskõlla viima, mingeid asjaolusid arvestades sobima panema"	"informaalsetes"	"Sõna ""klapitama"" tundub olevat pigem kõnekeelne ja seda kasutatakse tõenäoliselt igapäevastes vestlustes või mitteametlikes tekstides, nagu blogid või sotsiaalmeedia postitused. See ei tundu olevat sõna, mida sageli leiaks ametlikest dokumentidest või akadeemilistest tekstidest, kus eelistatakse täpsemat ja formaalsemat sõnavara."	""
"klapp"	"(kokku)sobimine, kooskõla"	"informaalsetes"	"Sõna ""klapp"" tähenduses ""(kokku)sobimine, kooskõla"" kasutatakse sageli igapäevases kõnekeeles, näiteks kirjeldamaks inimestevahelist sobivust või ühtsust. Seda sõna võib tihti kohata vestlustes, sotsiaalmeedias ja muudes mitteametlikes kontekstides, kus rõhk on lihtsal ja vahetul suhtlemisel. Formaalsetes tekstides eelistatakse tavaliselt täpsemaid ja ametlikumaid väljendeid nagu ""kooskõla"" või ""sobivus""."	""
"klattima"	"selgitama, korda ajama, (ära) klaarima"	"informaalsetes"	"Sõna ""klattima"" on kõnekeelne väljend, mida kasutatakse sageli igapäevastes vestlustes ja mitteametlikes olukordades. See ei ole tavapärane sõna formaalsetes või ametlikes tekstides, kus eelistatakse neutraalsemaid ja standardsemaid väljendeid nagu ""selgitama"" või ""korda ajama""."	""
"kliistripühad"	"endisaegne ruumide puhastamiseks ja akende kleepimiseks ettenähtud õppetöövaheaeg oktoobri lõpul"	"informaalsetes"	"Sõna ""kliistripühad"" viitab spetsiifilisele ajaloolisele sündmusele, mis on seotud koolivaheajaga ja millel on humoorikas või nostalgiline alatoon. Sellised väljendid on tavaliselt levinud suulises kõnes, rahvapärimustes või mitteametlikes tekstides, nagu blogid või sotsiaalmeedia postitused, kus inimesed jagavad mälestusi või nalju. Seetõttu on selle kasutus pigem informaalne."	""
"klikiaeg"	"(Eesti aja kohta, Nõukogude ideoloogia kohaselt halvustavana)"	"informaalsetes"	"Sõna ""klikiaeg"" on seotud Nõukogude ideoloogia ja halvustava tooniga, mis viitab Eesti ajaloole. Sellised väljendid on sageli kasutusel mitteametlikes kontekstides, nagu vestlused, kommentaarid ja sotsiaalmeedia postitused, kus väljendatakse isiklikke arvamusi ja ideoloogilisi seisukohti. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja täpsemaid termineid."	""
"klobima"	"peksma, taguma"	"informaalsetes"	"Sõna ""klobima"" on kõnekeelne väljend, mida kasutatakse tihti igapäevastes vestlustes ja mitteametlikes olukordades. See on pigem rahvalik ja võib esineda näiteks slängis või argikeeles, mistõttu sobib see rohkem informaalsetesse tekstidesse. Formaalsetes või neutraalsetes tekstides eelistatakse tõenäoliselt neutraalsemaid sünonüüme nagu ""peksma"" või ""taguma""."	""
"klopper"	"kloppimisvahend"	"neutraalsetes/formaalsetes"	"Sõna ""klopper"" tähenduses ""kloppimisvahend"" on spetsiifiline termin, mida kasutatakse köögitarvikute kontekstis. Sellised terminid esinevad tavaliselt neutraalsetes või formaalsetes tekstides, nagu näiteks kokaraamatud, köögitarvikute kirjeldused või toiduvalmistamise juhendid. Sõna ei ole seotud slängi või kõnekeelekasutusega, mistõttu ei ole see tõenäoliselt levinud informaalsetes tekstides."	""
"klunker"	"oleng, pidu"	"informaalsetes"	"Sõna ""klunker"" kasutatakse peamiselt mitteametlikes kontekstides, nagu sõprade vahelised vestlused, sotsiaalmeedia postitused või noortepärased tekstid. See on slängisõna, mis viitab lõbusale ja vabameelsele koosviibimisele, mistõttu sobib see pigem mitteametlikesse olukordadesse."	""
"klunn"	"väike (vahva, tore) poiss, poisike või poisiohtu nooruk"	"informaalsetes"	"Sõna ""klunn"" on kõnekeelne väljend, mida kasutatakse sageli hellitavalt või mänguliselt väikese poisi või nooruki kohta. Sellised väljendid on tavaliselt levinud igapäevases kõnes, sõprade vahelises suhtluses ja mitteametlikes tekstides nagu blogid või sotsiaalmeedia postitused. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja standardsemaid väljendeid."	""
"klutt"	"väike (vahva, tore) poiss, poisike või poisiohtu nooruk"	"informaalsetes"	"Sõna ""klutt"" kasutatakse sageli kõnekeeles ja mitteametlikes olukordades, et viidata väikesele poisile või noorukile. See on pigem hellitav või sõbralik väljend, mida kasutatakse igapäevases vestluses, mitte ametlikes või formaalsetes tekstides."	""
"klõpats"	"väike klõpsuv, kerge plaksuga kokku käiv ese"	"informaalsetes"	"Sõna ""klõpats"" kõlab kõnekeelselt ja mänguliselt, mis viitab sellele, et seda kasutatakse pigem mitteametlikes olukordades. Sellised väljendid on tavaliselt levinud igapäevases vestluses, sotsiaalmeedias või muudes mitteametlikes kontekstides, kus keelekasutus on vabam ja vähem struktureeritud."	""
"knihv"	"kaval võte, nõks, trikk"	"informaalsetes"	"Sõna ""knihv"" viitab kavalale võttele või trikile, mis on sageli seotud igapäevaste olukordadega ja mida kasutatakse mitteametlikes kontekstides. Sellised väljendid on tavaliselt levinud kõnekeeles ja neid kasutatakse sageli sõprade vahelises suhtluses, blogides või sotsiaalmeedias, kus keelekasutus on vabam ja vähem formaalne."	""
"kobakäpp"	"inimene, kes on kohmakas ja saamatu või kehvade oskustega	 saamatu inimene"	"informaalsetes"	"Sõna ""kobakäpp"" on kõnekeelne väljend, mida kasutatakse sageli mitteametlikes olukordades, et kirjeldada kedagi, kes on kohmakas või saamatu. Sellised väljendid on tavaliselt levinud igapäevases kõnes, sõprade vahelises vestluses või huumoriga laetud olukordades, kuid neid ei peeta sobivaks ametlikesse või formaalsetesse tekstidesse."	""
"kobarkäkk"	"täiesti ebaõnnestunud asi või ettevõtmine, mille luhtumise on põhjustanud mitmed tehtud vead"	"informaalsetes"	"Sõna ""kobarkäkk"" on slängilik väljend, mida kasutatakse pigem igapäevases kõnekeeles ja mitteametlikes olukordades. See väljend on emotsionaalne ja värvikas, sobides hästi näiteks sõpradevahelisse vestlusesse või sotsiaalmeedia postitustesse, kuid mitte ametlikesse dokumentidesse või formaalsetesse tekstidesse."	""
"kodukas"	"firma, asutuse või eraisiku põhiliste andmetega lehekülg internetis	 firma, asutuse või eraisiku veebileht, kus asuvad põhiandmed ja -lingid"	"informaalsetes"	"Sõna ""kodukas"" on lühendatud ja kõnekeelne vorm sõnast ""koduleht"" või ""veebileht"". Selliseid lühendeid kasutatakse sageli igapäevases kõnes ja mitteametlikes tekstides, nagu sotsiaalmeedia postitused, foorumid ja vestlused, kuid ametlikes dokumentides ja formaalsetes tekstides eelistatakse tavaliselt täisvorme."	""
"koeraamet"	"(mittetänuväärse ameti kohta)"	"informaalsetes"	"Sõna ""koeraamet"" kasutatakse sageli kõnekeeles ja mitteametlikes olukordades, et kirjeldada tööd või ametit, mis on ebameeldiv või tänamatu. Selline väljend on pigem slängi või argikeele osa, mida kohtab tihti igapäevastes vestlustes, blogides või sotsiaalmeedias, mitte ametlikes dokumentides või formaalsetes tekstides."	""
"koeraelu"	"vilets, raske elu"	"informaalsetes"	"Sõna ""koeraelu"" kasutatakse sageli kõnekeeles, et kirjeldada rasket ja viletsat elu. See väljend on pigem emotsionaalne ja kujundlik, mistõttu sobib see paremini mitteametlikesse vestlustesse ja tekstidesse, nagu näiteks blogid, foorumid või igapäevane kõnepruuk. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja täpsemaid väljendeid."	""
"koerapõli"	"vilets, raske elu"	"informaalsetes"	"Sõna ""koerapõli"" on kõnekeelne väljend, mida kasutatakse pigem mitteametlikes olukordades, et kirjeldada kellegi rasket või viletsat elu. Sellised väljendid on tavaliselt levinud suulises kõnes, sotsiaalmeedias või mitteametlikes kirjutistes, kus kasutatakse värvikamat ja emotsionaalsemat keelt."	""
"koguaeg"	"alati, igal ajal	 alati, pidevalt	 väga tihti, pidevalt"	"informaalsetes"	"Sõna ""koguaeg"" on sageli kasutatud kõnekeeles ja mitteametlikes tekstides, nagu näiteks vestlused sotsiaalmeedias või foorumites. See on lihtsustatud ja mitteametlik variant sõnast ""kogu aeg"", mida kasutatakse pigem formaalsetes ja neutraalsetes kontekstides. Seetõttu on ""koguaeg"" tüüpiline informaalsetele tekstidele."	""
"kohmard"	"kohmakas, saamatu inimene"	"informaalsetes"	"Sõna ""kohmard"" on kõnekeelne väljend, mida kasutatakse pigem mitteametlikes olukordades, et kirjeldada kedagi, kes on kohmakas või saamatu. Sellised väljendid on tavaliselt levinud igapäevases vestluses, sõprade vahel või mitteametlikes kirjutistes nagu blogid ja sotsiaalmeedia postitused. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja täpsemaid väljendeid."	""
"kohmerdama"	"aeglaselt, kohmitsedes või koperdades midagi toimetama"	"informaalsetes"	"Sõna ""kohmerdama"" viitab tegevusele, mis on seotud aeglase ja kohmaka toimetamisega. Selline väljend on oma olemuselt pigem kõnekeelne ja seda kasutatakse sageli igapäevastes vestlustes, et kirjeldada kellegi kohmakat või ebakindlat tegutsemist. Seetõttu sobib see rohkem informaalsetesse tekstidesse, nagu näiteks vestlused või blogipostitused, kus stiil on vabam ja vähem formaalne."	""
"kohmerdis"	"kohmitseja"	"informaalsetes"	"Sõna ""kohmerdis"" on kõnekeelne ja omab veidi naljakat või halvustavat varjundit, mida kasutatakse tihti igapäevastes vestlustes, et kirjeldada kedagi, kes on kohmakas või aeglane oma tegevustes. Sellised väljendid on tavaliselt levinud mitteametlikes olukordades, nagu sõpradevahelised vestlused või sotsiaalmeedia postitused."	""
"koiku"	"lihtne (sageli kehvavõitu) voodi või muu magamisase"	"informaalsetes"	"Sõna ""koiku"" viitab lihtsale ja sageli kehvavõitu magamisasemele, mis on pigem kõnekeelne väljend. Selliseid väljendeid kasutatakse tihti igapäevases vestluses, sõprade vahelises suhtluses või kirjeldustes, mis ei nõua formaalset keelekasutust. Seetõttu sobib see pigem informaalsetesse tekstidesse."	""
"kokkama"	"toitu valmistama, süüa tegema"	"informaalsetes"	"Sõna ""kokkama"" on kõnekeelne väljend, mida kasutatakse sageli igapäevases vestluses ja mitteametlikes olukordades, nagu sõpradevahelised vestlused, sotsiaalmeedia postitused või blogid. See ei ole tavaliselt kasutusel ametlikes dokumentides või formaalsetes tekstides, kus eelistatakse neutraalsemat väljendit ""toitu valmistama"" või ""süüa tegema""."	""
"koks"	"külm jook, mis segatakse kokku mitmest eri joogist, sageli alkoholiga	 mitme joogi segamisel saadud külm alkohoolne või alkoholita jook"	"informaalsetes"	"Sõna ""koks"" kasutatakse sageli igapäevases kõnekeeles, eriti noorte seas ja mitteametlikes olukordades, näiteks sõpradega koosviibimistel või pidudel. See on lühike ja mitteametlik viis viidata kokteilile või segujookidele, mis sobib hästi informaalsetesse vestlustesse. Formaalsetes tekstides, nagu ametlikud dokumendid või teaduslikud artiklid, kasutatakse tõenäolisemalt sõna ""kokteil"" või täpsemat kirjeldust joogi kohta."	""
"kole"	"väga, äärmiselt"	"informaalsetes"	"Sõna ""kole"" kasutamine tähenduses ""väga"" või ""äärmiselt"" on pigem slängilik ja levinud kõnekeeles, eriti noorte seas. Selline kasutus on tavaliselt omane mitteametlikele vestlustele, nagu need, mis toimuvad sotsiaalmeedias, chativestlustes või igapäevases kõnes, mitte aga ametlikes või akadeemilistes tekstides."	""
"kolge"	"väga pikk, vibalik, nurgeline inimene (sagedamini mehe kohta)"	"informaalsetes"	"Sõna ""kolge"" kasutatakse tihti kirjeldamaks kedagi väga pikka ja nurgelist, mis on pigem kõnekeelne ja informaalne väljend. Selliseid kirjeldusi kasutatakse sageli igapäevases vestluses, sõprade vahel või mitteametlikes kontekstides, mitte ametlikes või formaalsetes tekstides."	""
