Katsesõna	Tähendus	vastus	põhjendus	sünonüümid
metskapten	endisaegne ilma erihariduseta laevakapten, kellele pädev nõukogu andis laevajuhi tunnistuse kauaaegse avariideta meresõidu eest	neutraalsetes/formaalsetes	"Sõna ""metskapten"" viitab ajaloolisele ametile ja seda kasutatakse pigem ajaloolistes kirjeldustes, merendusalastes tekstides või kirjanduses.  See ei ole släng ega argikeelne väljend, mistõttu see sobib nii neutraalsesse kui ka formaalsesse keelekasutusse.  Kuigi sõna ei ole igapäevases keelepruugis väga levinud, ei ole see ka piisavalt spetsiifiline, et seda ainult formaalseks liigitada."	
metsmees	(tsivilisatsioonist puutumata inimese, metsinimese kohta)	neutraalsetes/formaalsetes	"""Metsmees"" tsivilisatsioonist puutumata inimese tähenduses on pigem kirjakeelne ja esineb nt ajaloolistes või antropoloogilistes kirjeldustes.  See ei ole släng ega omane argikeelele.  Kuigi sõna võib esineda ka ilukirjanduses, kus kontekst võib olla vähem formaalne, ei tee see sõna ennast informaalseks."	
mihuke	missugune, milline	informaalsetes	"""Mihuke"" kõlab kõnekeelse ja argise sõnana, mida kasutatakse pigem mitteametlikes olukordades ja tekstides. Kuigi see pole otseselt vale, on ametlikes ja formaalsetes tekstides eelistatud ""missugune"" või ""milline""."	
mihukene	missugune, milline	informaalsetes	"""Mihukene"" kõlab küsiva asesõnana ""missugune"" sünonüümina arhailiselt ja lapsekeelsena.  Seda kasutatakse pigem emotsionaalse värvinguga ja mitteametlikes olukordades.  Kuigi sõna iseenesest ei ole labane ega halvustav, sobib see paremini suulise kõnekeele ja isikupäraste tekstide jaoks."	
mikker	"helivõnkumist elektrivõnkumiseks muundav seade, mida kasutatakse heli võimendamisel, ülekandmisel või salvestamisel	 seade, mis teeb inimese häält valjemaks, kui ta räägib või laulab"	neutraalsetes	"""Mikker"" on lühike ja mugav variant sõnast ""mikrofon"" ning seda kasutatakse laialdaselt nii igapäevakõnes kui ka tehnilisemates tekstides. See ei ole liiga argikeelne ega ka liiga spetsiifiline, mistõttu sobib kasutamiseks erinevates kontekstides."	
mikroskeem	väike elektrooniline terviktoode, mis koosneb ühte kesta paigutatud ja väljaviikudega ühendatud ühest või mitmest kiibist (kasutatakse elektronseadmetes)	neutraalsetes/formaalsetes	"Sõna ""mikroskeem"" on tehnilise iseloomuga termin.  Kuigi see võib esineda ka informaalsetes tekstides (nt arvutifoorumites), on selle peamine kasutusvaldkond siiski tehnilised kirjeldused, õpikud, artiklid jms.  Seega sobib see pigem neutraalsesse või formaalsesse registrisse."	
mikrouun	"elektriga ahi, mis teeb toidu väga kiiresti soojaks	 mikrolainete abil kiiresti ja ühtlaselt (toitu) kuumutav elektriahi"	neutraalsetes/formaalsetes	"""Mikrouun"" on üldlevinud ja aktsepteeritud termin, mida kasutatakse nii igapäevakõnes kui ka ametlikes tekstides, näiteks toiduvalmistamise retseptides, tootekirjeldustes ja kasutusjuhendites.  See ei oma selgelt informaalset varjundit ega ole spetsiifiliselt formaalsele keelekasutusele omane."	
millaski	millalgi, kunagi	informaalsetes	"""Millaski"" kõnekeelses tähenduses ""kunagi"" esineb peamiselt mitteformaalsetes tekstides ja otsekõnes, andes edasi argisemat ja vabamat tooni.  See sarnaneb sõnadega nagu ""kunagi"" või ""ükskord"", aga on neist veelgi laiema ja ebamäärasema tähendusega, mis sobib pigem vestluskeelde."	
mimm	välimusele suurt rõhku panev, hrl efektne, silmahakkav tüdruk või noor naine	informaalsetes	"Sõna ""mimm"" selles tähenduses kannab halvustavat ja ebasoovitavat varjundit, mis on iseloomulik pigem informaalsele suhtlusstiilile.  See viitab pealiskaudsusele ja kergemeelsusele, mida ametlikumas keeles tavaliselt vältida püütakse.  ""Mimm"" kõlab slängina ja on seetõttu sobivam vestluskeelde, blogidesse, kommentaariumidesse jms."	
miskipärast	"mingil ebamäärasel, teadmata põhjusel, ei tea miks	 mingil teadmata põhjusel, ei tea miks"	neutraalsetes	"""Miski pärast"" on küllaltki tavaline ja igapäevane väljend, mida kasutatakse nii kõnekeeles kui ka kirjalikes tekstides, mis ei ole rangelt formaalsed. See ei ole spetsiifiliselt informaalne ega ka liiga ametlik."	
misuke	missugune	informaalsetes	"""Misuke"" sõna kõlab vestluskeelsena ja argisemalt kui ""missugune"".  Seega sobib see pigem informaalsetesse tekstidesse, näiteks otsekõnesse või blogipostitusse. Formaalsemas keeles kasutatakse pigem ""missugune""."	
misukene	missugune	informaalsetes	"""Misukene"" on küsisõna ""missugune"" hellitusvorm ja seetõttu omane pigem mitteametlikule, argikeelsele suhtlusstiilile.  See sobib hästi näiteks lastega rääkimisel või lähedaste inimestega vestlemisel, aga ametlikes või formaalsetes tekstides mõjub see kohatuna."	
mitu-setu	(ebamääraselt:) õige mitu	informaalsetes	"""Mitu-setu"" kõlab ebamäärase ja argise väljendina, mis sobib pigem suulise kõnekeele ja mitteametliku kirjakeele konteksti.  See meenutab selliseid väljendeid nagu ""kribu-krabu"" või ""nibu-nabu"", mis samuti viitavad ebamäärasusele ja on selgelt informaalsed.  Kuigi ma ei ole otseselt seda väljendit oma treeningandmetes kohanud, viitab selle ülesehitus ja tähendus tugevalt informaalsele kasutusele."	
mobla	"telefon, mida saab endaga kaasas kanda	 väike kaasaskantav mobiilsidevõrgus töötav raadiotelefon"	informaalsetes	"""Mobla"" on lühend sõnast ""mobiiltelefon"" ja seda kasutatakse peamiselt kõnekeeles ja mitteametlikes olukordades.  See on argisem ja lühem variant, mis sobib hästi suuliseks suhtluseks ja isiklikuks kirjavahetuseks. Ametlikes tekstides ja formaalsetes olukordades on eelistatum kasutada täisvormi ""mobiiltelefon""."	
mokalaat	mitme inimese (sisutühi) lobisemine	informaalsetes	"""Mokalaat"" viitab lobisemisele halvustavas ja mitteametlikus tähenduses. See sobib seetõttu paremini argikeelde ja informaalsetesse tekstidesse.  Formaalsetes või neutraalsetes tekstides kasutataks pigem sõnu nagu ""vestlus"", ""arutelu"" või ""jutuajamine""."	
mokamääre	huulevõie, huulepalsam	informaalsetes	"""Mokamääre"" on rahvapärane ja humoorikas sõna, mis sobib hästi argisesse suhtlusse ja mitteametlikesse tekstidesse.  See kõlab mänguliselt ja loob kerge ning lõbusa tooni. Tõsisema või ametlikuma teksti puhul oleks sobivam kasutada neutraalsemaid termineid nagu ""huulevõie"" või ""huulepalsam""."	
moosekant	pillimees, muusik	informaalsetes	"""Moosekant"" on rahvalik ja humoorikas sõna, mis sobib pigem mitteametlikku kõnekeelde ja informaalsetesse tekstidesse.  See tekitab kergelt naljatleva ja võib-olla isegi pisut halvustava varjundi, mistõttu ametlikes või formaalsetes tekstides on parem kasutada sõnu ""muusik"" või ""pillimees""."	
moosima	"kellelegi midagi head lubama või pakkuma, et ta teeks seda, mida sina soovid	 meeldivate sõnade, lubaduste või mingi nipi abil kedagi mõjutama, et ta käituks või teeks nii, nagu mõjutaja soovib"	informaalsetes	"Sõna ""moosima"" selles tähenduses kõlab kõnekeelne ja argine.  See sobiks hästi näiteks dialoogi või jutustavasse teksti, kus soovitakse edastada mitteametlikku ja emotsionaalselt värvikat suhtlust. Formaalsetes või ametlikes tekstides kasutataks pigem sõnu nagu ""meelitama"", ""veenma"", ""äraostma"" vms."	
motikas	"kahe või kolme rattaga mootorsõiduk, mille mootori töömaht on vähemalt 50 cm3 ja mis liigub kiirusega vähemalt 45 km/h	 mootoriga sõiduk, millel on kaks ratast"	informaalsetes	"""Motikas"" on rahvapärane ja argikeelne sõna, mida kasutatakse peamiselt mitteametlikes vestlustes ja tekstides.  Ametlikes dokumentides ja uudistes kasutatakse pigem sõna ""mootorratas""."	
mukk	"nendega jumestamine, meikimine	 näo ilmekamaks, kaunimaks muutmiseks kasutatavad kosmeetikavahendid (nt kreem, puuder, põsepuna)	 spetsiaalsed värvid ja kreemid, mida naised näo peale panevad, et ilusam välja näha"	informaalsetes	"Sõna ""mukk"" meigi kohta on kõnekeelne ja slängilähedane.  Seda kasutatakse eelkõige argisuhtluses, mitte ametlikes või formaalsetes tekstides. Ilukirjanduses võib see esineda tegelaste dialoogis kõnekeele imiteerimiseks."	
muljetama	teistele oma muljetest rääkima, muljeid jagama või vahetama	informaalsetes	"""Muljetama"" selles tähenduses kõlab suulise ja mitteametliku keelena.  See meenutab sõna ""lobisema"" või ""jutustama"", mis on samuti pigem informaalsed.  Kuigi otseselt halvasti kirjutatud see pole, ei kujuta ette seda ametlikus dokumendis või teadusartiklis."	
mumm	kimalane, mesilane vm suur karvane putukas	informaalsetes	"""Mumm"" mesilase või kimalase kohta on lapsik ja hellitav sõna, mida kasutatakse peamiselt lastega suheldes või mitteametlikes olukordades.  See ei ole teaduslik ega ametlik termin."	
munajoodik	(kellegi kohta, keda ei peeta täiemõõduliseks meheks)	informaalsetes	"Sõna ""munajoodik"" kannab halvustavat ja solvavat tähendust, mistõttu seda kasutatakse pigem informaalsetes olukordades, kus selline kõnepruuk on aktsepteeritavam.  Formaalsetes ja neutraalsetes tekstides peetakse seda ebaviisakaks ja sobimatuks."	
munajooja	(kellegi kohta, keda ei peeta täiemõõduliseks meheks)	informaalsetes	"Sõna ""munajooja"" selles tähenduses kannab halvustavat ja solvavat varjundit. Seega on see sobiv pigem informaalsetes kontekstides, kus selline kõnepruuk on aktsepteeritavam. Formaalses või neutraalses keeles kasutamine oleks ebaviisakas ja kohatu."	
mundrimees	vormiriietust kandev isik, hrl politseinik vm ametikohustusi täitev inimene	neutraalsetes/formaalsetes	"""Mundrimees"" on küllaltki üldine termin vormiriietust kandva isiku kohta ja seda võib kohata nii ametlikes dokumentides, uudistes kui ka ilukirjanduses.  Sõna ei ole oma olemuselt ei halvustav ega liiga familiaarne, mistõttu sobib see nii neutraalsesse kui ka formaalsesse keelekasutusse.  Kuigi sõna võib esineda ka informaalsetes tekstides, ei ole see seal piisavalt sagedane või iseloomulik, et seda informaalseks märkida."	
muri	(musta värvi) õue- või karjakoer	informaalsetes	"Sõna ""muri"" karjakoera kohta viitab pigem rahvapärasele või argikeelsele nimetusele. Seega sobib see paremini informaalsesse konteksti, näiteks jutuajamisse või loomakirjeldusse ilukirjanduses.  Ametlikes või teaduslikes tekstides kasutataks pigem täpsemaid tõunimetusi."	
musa	muusika	informaalsetes	"""Musa"" on lühenenud ja mitteametlik vorm sõnast ""muusika"".  Seda kasutatakse peamiselt kõnekeeles ja mitteformaalsetes digitaalsetes suhtluskanalites, näiteks sõpradega vesteldes või sotsiaalmeedias. Formaalsemates tekstides ja ametlikus suhtluses on eelistatud täisvorm ""muusika""."	
musimokk	(suudlemiseks sobivate, suudlusi ihkavate huulte kohta)	informaalsetes	"Sõna ""musimokk"" on hellitusnimi ja omane pigem isiklikule, emotsionaalsele suhtlusele. Seega sobib see paremini informaalsesse konteksti, näiteks vestlusesse kallimaga või ilukirjanduslikku dialoogi. Formaalsetes või neutraalsetes tekstides, nagu ametlikud dokumendid või teadusartiklid, oleks selline sõnakasutus kohatu."	
musitama	"kedagi huultega puudutama näiteks selleks, et näidata armastust, või selleks, et tervitada	 kedagi või midagi huultega puudutama nt armastuse, helluse, austuse märgiks"	informaalsetes	"Sõna ""musitama"" kannab endas hellust ja intiimsust, mis sobib pigem isiklikesse ja mitteametlikesse suhtlusolukordadesse.  See on emotsionaalselt laetud sõna, mida ametlikes tekstides või formaalsetes olukordades tavaliselt ei kasutata.  ""Musitama"" kõlab lapsekeelse ja mängulise sõnana, mis sobib hästi näiteks lastekirjandusse või lähedaste inimeste vahelisse suhtlusse."	
muss	muusika	informaalsetes	"""Muss"" on slängisõna, mis on lühem ja mitteametlikum variant sõnast ""muusika"". Seda kasutatakse peamiselt kõnekeeles ja mitteformaalsetes tekstides, näiteks sõpradega vesteldes või sotsiaalmeedias. Formaalsemas kontekstis, näiteks ametlikes dokumentides või akadeemilistes töödes, oleks paslikum kasutada sõna ""muusika""."	
musutama	"kedagi huultega puudutama näiteks selleks, et näidata armastust, või selleks, et tervitada	 kedagi või midagi huultega puudutama nt armastuse, helluse, austuse märgiks"	informaalsetes	"Sõna ""musutama"" kõlab lapsekeelsena ja hellitavalt.  See sobib hästi igapäevasesse suhtlusse lähedaste inimestega, aga ametlikus või formaalses kontekstis mõjuks kohatu."	
mutikas	mutter või muu pisidetail	informaalsetes	"""Mutikas"" tähenduses ""mutter või muu pisidetail"" on kõnekeelne ja emotsionaalselt värvitud sõna. See sobib hästi argisesse suhtlusse ja mitteametlikesse tekstidesse, kuid ametlikes dokumentides või tehnilistes kirjeldustes kasutataks pigem täpsemaid ja neutraalsemaid termineid nagu ""mutter"", ""polt"", ""kinnitusdetail"" jne.  Minu treeningandmetes esineb see sõna just sellistes kontekstides, mis viitavad argisele suhtlusele."	
mutsatama	musi andma	informaalsetes	"""Mutsatama"" on lapsekeelne ja hellitlev sõna, mida kasutatakse peamiselt perekonnas ja lähedaste inimeste vahel. Seega sobib see pigem informaalsesse konteksti.  Formaalsetes või neutraalsetes tekstides kasutataks pigem sõnu ""musi andma"" või ""suudlema""."	
mõnna	"heaolu-, rahulolutunnet tekitav, mõnu pakkuv	 kui miski on mõnus, siis sa naudid seda"	informaalsetes	"""Mõnna"" on slängisõna, mis on lühem ja emotsionaalsem variant sõnast ""mõnus"".  Seda kasutatakse peamiselt argisuhtluses, mitteametlikes vestlustes ja internetikommentaarides.  See ei sobi ametlikesse dokumentidesse ega akadeemilistesse tekstidesse."	
mädand	leebe kirumissõna	informaalsetes	"Sõna ""mädand"" leebe kirumissõnana viitab ebameeldivale olukorrale või emotsioonile vabas vormis ja emotsionaalselt laetud kontekstis. Seega sobib see pigem informaalsesse suhtlusse, kus on lubatud suurem väljendusvabadus ja vähem range keelekasutus.  Formaalsetes või neutraalsetes tekstides kasutataks pigem teisi, viisakamaid väljendeid."	
mäluauk	(teatud ajavahemikul) juhtunu mitte mäletamine, tühik mälestuste ahelas	neutraalsetes/formaalsetes	"""Mäluauk"" on üsna neutraalne ja kirjeldav termin, mida saab kasutada nii igapäevakõnes kui ka ametlikumas kontekstis, näiteks meditsiinilises aruandes või psühholoogiaõpikus. Kuigi sõna on kujundlik (""auk""), ei ole see släng ega liiga argikeelne. Seega sobib see ka formaalsematesse tekstidesse."	
määratu	väga, määratult	neutraalsetes/formaalsetes	"""Määratu"" tähenduses ""väga, määratult"" on küll intensiivistav sõna, aga seda kasutatakse ka ametlikumas ja kirjanduslikus keeles.  See ei ole släng ega piirdu ainult argikeelega.  Näiteks võiks öelda ""määratu suur edu"" nii kõnekeeles kui ka ametlikus kirjas."	
mögama	(halvustavalt:) segast juttu rääkima, jama ajama	informaalsetes	"Sõna ""mögama"" kannab halvustavat varjundit ja seda kasutatakse pigem argikeeles, mitte ametlikes või formaalsetes tekstides. See sobib hästi suulise kõnepruugi ja mitteformaalse kirjakeele konteksti."	
möks	(kokku segatud) püdel mass, nt mingi kreem või määre	informaalsetes	"Sõna ""möks"" kõlab lastekeelsena ja ebamäärasena, viidates millelegi ebameeldivale või määrdunud olevale. Seega sobib see pigem argikeelde ja mitteametlikesse olukordadesse.  Ametlikes tekstides ja erialases kirjanduses kasutataks täpsemaid termineid."	
möksima	"midagi püdelaks massiks kokku segama	 sellega määrima"	informaalsetes	"""Möksima"" kõlab lastekeelsena ja argikeelsena.  Seda kasutatakse pigem ebaviisakates või naljatlevates kontekstides ja see ei sobi ametlikku kõnepruuki."	
mökutama	"aeglaselt, venitades midagi tegema või rääkima	 millegi tegemisega venitama, aega viitma"	informaalsetes	"""Mökutama"" kannab endas ebaviisakat ja halvustavat varjundit, mis sobib pigem argikeelde ja mitteametlikku suhtlusse. See kõlab ebaprofessionaalselt ja lugupidamatult formaalsetes tekstides või ametlikus suhtluses."	
mökutis	ettevõtlikkuseta, otsustusvõimetu, saamatu inimene	informaalsetes	"""Mökutis"" on halvustav ja emotsionaalselt laetud sõna, mis sobib pigem argikeelde ja mitteametlikku suhtlusse.  See kõlab ebaviisakalt ja halvustavalt ametlikus kontekstis või neutraalses kirjelduses."	
möla	"sügavama sisuta ohtrasõnaline jutt	 tõele mittevastav jutt"	informaalsetes	"""Möla"" omab negatiivset konnotatsiooni ja viitab tühjale, sisutühjale jutuvoolule.  Seda kasutatakse pigem argikeeles ja mitteametlikes olukordades kellegi jutu halvustamiseks. Formaalsemas ja neutraalses keeles eelistatakse tõenäoliselt teisi, vähem emotsionaalselt laetud sõnu, näiteks ""tühine jutt"", ""asjatu lobisemine"" või ""valeinfo""."	
mölama	(halvustavalt rääkimise või riidlemise kohta)	informaalsetes	"Sõna ""mölama"" kannab halvustavat varjundit ja seda kasutatakse pigem emotsionaalselt laetud ja mitteametlikes olukordades. See sobib hästi argikeelde, tülide ja vaidluste kirjeldamiseks, aga ametlikes või neutraalsetes tekstides on tavaliselt eelistatud sõnad nagu ""vaidlema"", ""rääkima"" või ""diskuteerima""."	
mölin	(halvustavalt rohkesõnalise, kuid sisutu jutu kohta)	informaalsetes	"Sõna ""mölin"" oma halvustava varjundiga viitab pigem argikeelsele ja emotsionaalsele suhtlusstiilile, mis on iseloomulik informaalsetele tekstidele.  See kannab endas subjektiivset hinnangut ja on seetõttu vähem sobiv neutraalsetes või formaalsetes kontekstides."	
mölisema	(halvustavalt rääkimise või riidlemise kohta)	informaalsetes	"Sõna ""mölisema"" kannab endas negatiivset ja emotsionaalset varjundit, mis on iseloomulik pigem informaalsele suhtlusstiilile.  See viitab ebaviisakale ja ebameeldivale käitumisele ning seetõttu väldib ametlik ja neutraalne keel selle kasutamist.  ""Mölisema"" sobib hästi argikeelde, tülide ja emotsionaalsete vaidluste kirjeldamiseks."	
möllima	"(endast) teada andma	 registreerima, kirja panema"	informaalsetes	"""Möllima"" selles tähenduses viitab pigem argikeelsele, humoorikale või iroonilisele väljendusviisile, mis sobib informaalseteks suhtlusolukordadeks. See ei ole ametlik ega neutraalne registreerimise või kirja panemise viis."	
mömm	vaikne, pealehakkamiseta, saamatu inimene	informaalsetes	"Sõna ""mömm"" kannab endas negatiivset ja halvustavat varjundit ning on selgelt kõnekeelne.  Seda kasutatakse pigem emotsionaalselt laetud ja mitteametlikes olukordades kellegi saamatuse või passiivsuse rõhutamiseks.  Formaalsetes või neutraalsetes tekstides eelistatakse teisi, viisakamaid ja objektiivsemaid väljendeid."	
mööda panema	eksima, valearvestust tegema	informaalsetes	"""Mööda panema"" tähenduses ""eksima, valearvestust tegema"" on kõnekeelne ja slängilähedane väljend.  See sobib hästi igapäevasesse suhtlusse ja mitteametlikesse olukordadesse, aga ametlikes või formaalsetes tekstides mõjub see liiga familiaarse ja ebakorrektselt."	
na	nii, nõnda, sedavõrd	informaalsetes	"Sõna ""na"" selles tähenduses (""nii, nõnda, sedavõrd"") esineb peamiselt otsekõnes ja mitteformaalsetes tekstides. See annab tekstile kõnekeelse ja argise varjundi.  Kuigi ma ei saa välistada selle esinemist ka neutraalsetes tekstides, on selle kasutus pigem iseloomulik mitteformaalsele suhtlusstiilile."	
naakmann	(elav, hakkaja, üleannetu) poiss või nooruk	informaalsetes	"Sõna ""naakmann"" kannab endas mängulist ja veidi halvustavat varjundit, mis sobib pigem argikeelde ja mitteametlikku suhtlusse. See ei ole sõna, mida kasutataks ametlikes dokumentides, teadusartiklites või muudes formaalsetes tekstides.  ""Naakmanni"" kasutamine viitab tuttavale ja mitteametlikule suhtele kõnelejate vahel."	
naaviisi	teisel kombel või viisil, teisiti	informaalsetes	"Sõna ""naaviisi"" kõlab kõnekeelselt ja seda kasutatakse pigem mitteametlikes olukordades.  See ei ole keelatud sõna, aga ametlikes tekstides ja formaalses suhtluses eelistatakse tavaliselt teisi, neutraalsemaid vasteid nagu ""teisiti"", ""teistmoodi"" või ""erinevalt""."	
nahahoidja	inimene, kes hoiab kõrvale ohust, vastutusest, kohustuste täitmisest vms	informaalsetes	"""Nahahoidja"" selles tähenduses on rahvapärane ja ekspressiivne väljend, mis sobib kõnekeelde ja mitteametlikku suhtlusse.  See kannab endas negatiivset hinnangut ja on emotsionaalselt laetud, mistõttu ametlikes ja neutraalsetes tekstides kasutatakse pigem teisi, stiililiselt neutraalsemaid sõnu nagu ""pelgur"", ""kohustustevältja"" vms."	
naishing	naissoost inimene, naine	informaalsetes	"""Naishing"" on slängisõna, mis on tuletatud sõnast ""naine"" ja ingliskeelsest sufiksilst ""-ing"".  Seda kasutatakse internetis, eriti sotsiaalmeedias ja foorumites, humoorikas või sarkastilises kontekstis.  See ei ole ametlik ega neutraalne sõna ja ei sobi formaalsesse keelekasutusse."	
nannipunn	nõrk, hädine, arglik inimene	informaalsetes	"Sõna ""nannipunn"" selles tähenduses kannab halvustavat ja pilkavat varjundit, mis on iseloomulik pigem informaalsele suhtlusstiilile.  See ei sobi ametlikku ega neutraalsesse konteksti."	
narkar	"inimene, kes on narkootikumidest sõltuvuses	 inimene, kes tarvitab järjekindlalt uimasteid, narkootikume, on nendest sõltuvuses"	informaalsetes	"Sõna ""narkar"" kannab negatiivset ja halvustavat varjundit.  See on slängisõna, mida kasutatakse peamiselt mitteametlikes olukordades ja kõnekeeles.  Ametlikes tekstides ja neutraalses kõnepruugis eelistatakse sõnu nagu ""narkomaan"" või ""narkosõltlane""."	
narko	"ebaseaduslik aine, mida osa inimesi kasutab selle füüsilise ja vaimse mõju tõttu, näiteks kanep	 sõltuvust tekitav aine või ainete segu, mida kasutatakse hrl illegaalse uimastina (nt kokaiin, heroiin, kanep)"	informaalsetes	"""Narko"" on lühike ja kõnekeelne vorm sõnast ""narkotikum"".  Seda kasutatakse peamiselt mitteametlikes vestlustes, slängis ja meedias, kus soovitakse luua otsekohesemat ja emotsionaalsemat tooni. Ametlikes dokumentides, teadusartiklites ja muudes formaalsetes tekstides eelistatakse täissõna ""narkotikum"" või ""narkootikumid""."	
narkots	"ebaseaduslik aine, mida osa inimesi kasutab selle füüsilise ja vaimse mõju tõttu, näiteks kanep	 sõltuvust tekitav aine või ainete segu, mida kasutatakse hrl illegaalse uimastina (nt kokaiin, heroiin, kanep)"	informaalsetes	"Sõna ""narkots"" on släng ja seetõttu esineb see pigem informaalsetes tekstides.  Ametlikes ja neutraalsetes kontekstides kasutatakse pigem termineid nagu ""narkotikumid"", ""uimastavad ained"" või ""illegaalsed uimastid""."	
nats	"mingil määral, vähesel määral	 vähesel määral või hulgal"	informaalsetes	"Sõna ""nats"" kõnekeelses tähenduses ""veidi, natuke"" on oma olemuselt mitteformaalne ja esineb peamiselt argisuhtluses, internetikommentaarides ja muudes mitteametlikes tekstides.  See ei oleks sobiv ametlikes dokumentides, teadusartiklites või muus formaalses keelekasutuses."	
nats	vähene hulk või määr	informaalsetes	"""Nats"" tähenduses ""vähene hulk või määr"" on kõnekeelne ja esineb pigem argistes vestlustes, mitteametlikes kirjutistes ja ilukirjanduses otsekõnes. See ei ole sobiv ametlikes dokumentides, teadusartiklites või muudes formaalsetes tekstides."	
natu-natuke	õige vähe	informaalsetes	"""Natu-natuke"" on kordussõnaga rõhutatud vähendav vorm sõnast ""natukene"", mis iseenesest on juba mitteformaalne. Korduv element viitab veelgi enam kõnekeelsele ja emotsionaalsele stiilile. Seega sobib see pigem argisesse suhtlusse ja informaalsetesse tekstidesse."	
natu-natukene	õige vähe	informaalsetes	"""Natu-natukene"" on lapsekeelne ja mänguline sõna, mis sobib hästi otsekõnesse ja mitteformaalsesse suhtlusse.  See kõlab liiga familiaarselt ametliku või neutraalse teksti jaoks."	
neh	(möönva, kinnitava sõnana:) tõepoolest, (seda) küll	informaalsetes	"""Neh"" on kõnekeelne ja emotsionaalselt laetud sõna, mis sobib hästi argisesse suhtlusse ja mitteametlikesse olukordadesse. See ei ole sobiv ametlikes dokumentides, teadusartiklites või muudes formaalsetes tekstides."	
nett	"arvutivõrkude vaheline ühendus, mis võimaldab mitut tüüpi sideteenuseid (nt sõnumsidet, failiedastust)	 mis tahes arvutivõrkude üldnimetus	 rahvusvaheline süsteem, mis võimaldab inimestel üle maailma arvuti kaudu infot vahetada"	neutraalsetes	"Sõna ""nett"" on lühike ja mugav vorm sõnast ""internet"", mida kasutatakse laialdaselt igapäevases suhtluses.  See on arusaadav ja levinud nii kõnekeeles kui ka kirjalikes tekstides, sh uudistes, artiklites ja ametlikes teadaannetes. Seega sobib see nii formaalsemasse kui ka mitteformaalsesse keelekasutusse."	
nett	kena, ilus, nägus	informaalsetes	"Sõna ""nett"" selles tähenduses on släng ja seega iseloomulik eeskätt mitteametlikule suhtlusele.  See esineb peamiselt internetikommentaarides, sotsiaalmeedias ja argisuhtluses.  Ametlikes tekstides ja formaalses keelekasutuses seda tavaliselt ei kohta."	
nihu	nii, nagu ei peaks olema või ei tohiks olla, valesti	informaalsetes	"Sõna ""nihu"" selles tähenduses ('nii, nagu ei peaks olema või ei tohiks olla, valesti') esineb peamiselt internetikommentaarides, foorumites ja jutuvestlustes, mis viitab sellele, et tegemist on pigem argikeelse ja informaalse sõnaga.  See kõlab suulisemas keeles loomulikumalt kui ametlikes või formaalsetes tekstides."	
nihuke	niisugune, seesugune	neutraalsetes/formaalsetes	"""Nihuke"" tähenduses ""niisugune, seesugune"" on küllaltki vananenud ja esineb pigem kirjanduslikus keeles või ametlikumas kõnekeeles.  Kuigi see pole otseselt formaalne, ei tundu see sobivat ka informaalsesse suhtlusse, kus eelistatakse lihtsamaid ja lühemaid vasteid nagu ""selline"", ""säherdune"" või ""niisugune""."	
nihukene	niisugune, seesugune	informaalsetes	"""Nihukene"" tähenduses ""niisugune, seesugune"" omab kõnekeelset varjundit ja seda kasutatakse eelkõige mitteametlikes olukordades ja tekstides, näiteks vestlustes, blogides ja sotsiaalmeedias.  See annab edasi teatavat familiaarsust ja emotsionaalsust, mis ametlikus ja formaalses keeles tavaliselt kohatu on."	
niipaljuke	(tunderõhulistes väljendites millegi vähese kohta:) sedavõrd vähe või palju	informaalsetes	"""Niipaljuke"" omab tunderõhulist ja pisendavat varjundit, mis sobib pigem argikeelde ja mitteformaalsesse suhtlusse.  See kõlab vestluskeeles loomulikumalt kui ametlikes või neutraalsetes tekstides."	
niisuke	ilma otsese osutuseta väljendab kerget nendingut	informaalsetes	"""Niisuke"" selles tähenduses viitab ebamäärasele ja kergele nendingule, mis on iseloomulik pigem argikeelele ja mitteametlikule suhtlusele.  See kõlab vestluskeeles loomulikult, aga ametlikes või formaalsetes tekstides mõjuks see tõenäoliselt kohatu ja ebaprofessionaalne."	
niisukene	ilma otsese osutuseta väljendab kerget nendingut	informaalsetes	"""Niisukene"" omab kergelt halvustavat või üleolevat varjundit ja seda kasutatakse pigem argikeeles ja mitteametlikes olukordades. See ei sobi ametlikesse dokumentidesse ega akadeemilistesse tekstidesse.  Sõna väljendab ebakindlust ja ebamäärasust, mis on informaalsele suhtlusstiilile omane."	
niknäk	väikesed toidupalad suupisteks	informaalsetes	"""Niknäk"" toidupalade tähenduses kõlab pigem argikeelse ja mängulisena. See sobib hästi suulise kõne ja mitteametlike tekstidega, kuid ametlikes või formaalsetes tekstides kasutataks pigem sõnu nagu ""suupisted"", ""näksid"" või ""ampsud"".  Minu treeningandmetes esineb see sõna just sellises kontekstis."	
niksti	kiiresti, kähku	informaalsetes	"""Niksti"" tähenduses ""kiiresti, kähku"" on kõnekeelne ja emotsionaalselt laetud sõna, mis sobib pigem argisesse suhtlusse ja mitteametlikesse tekstidesse.  See ei oleks sobiv ametlikes dokumentides, teadusartiklites või muudes formaalsetes tekstides."	
ninamees	eestvedaja, juht	informaalsetes	"""Ninamees"" tähenduses ""eestvedaja, juht"" kannab endas humoorikat ja mitteametlikku varjundit.  See sobib hästi argikeelde ja vähemformaalsetesse olukordadesse. Tõsisemates või ametlikes tekstides kasutatakse pigem sõnu nagu ""juht"", ""eestvedaja"", ""liider"" vms."	
