katsesõna;valimisse_sai_märgendiga;ÜSis_tähendusi_kokku;ÜSis_tähenduste_küljes_olevad_ja_õigeks_loetavad_märgendid;SkE_2023_sagedus;vektoriseerimine;korp_tähenduse_nr;korp_tähendus;korp_koond_tähendus_olemas_ja_adekvaatne;korp_tähenduste_arv_kokku;korps_sagedus;korp_näited;korp_tekstiregister;korp_registri_adekvaatsus;korp_registri_põhjendus;korp_registri_kindlus;korp_märgend;korp_märgendi_adekvaatsus;korp_märgendi_põhjendus;treening_tähenduse_nr;treening_tähendus;treening_koond_tähendus_olemas_ja_adekvaatne;treening_tähenduste_arv_kokku;treening_sagedus;treening_näited;treening_tekstiregister;treening_registri_adekvaatsus;treening_registri_põhjendus;treening_registri_kindlus;treening_märgend;treening_märgendi_adekvaatsus;treening_märgendi_põhjendus
;;; ;;;3;kurjast vaimust vaevatud, deemonlik;ei;3;vähene;See evangeeliumis kirjeldatud 'keeletu vaim' on rüve vaim. | Jeesus ütles talle: 'Rüve vaim, mine sellest inimesest ära!' | Kui rüve vaim on inimesest välja läinud, käib ta põuaseid paiku pidi hingamist otsides ega leia seda. | Rüvedad vaimud on protesteerinud ja nende mõju all olevad inimesed nurisenud. | Rüve vaim lahkus temast teda raputades ja valju häälega kisendades.;ei kohaldu;ei;Seda tähendust kasutatakse peamiselt religioossetes tekstides, kus käsitletakse vaimseid või deemonlikke nähtusi. Kuna see tähendus esineb peamiselt religioossetes kontekstides, ei ole selle kasutus selgelt eristatav formaalseks või mitteametlikuks, seega ei kohaldu.;pigem ebakindel;harv;ei;Seda tähendust kasutatakse peamiselt religioossetes tekstides, kus käsitletakse vaimseid või deemonlikke nähtusi. Kuna see tähendus esineb harva ja peamiselt religioossetes kontekstides, on see tähendus pigem harv.;;;;;;;;;;;;;
töötatööline;vananenud;1;vananenud;191;ei;1;töötud või tööotsijad;jah;3;sage;"Viru-Nigula ""sekspastor"" Alver kiusab tüdrukuid armuavaldustega. Paremaks ei lähe elu ka 1935. aastal. ""Tallinna lähedastes metsades elab praegu mitu tuhat töötatöölist . Nad on näljas ja räbalates ja kraabivad endile külmetanud maasse mullakoopaid."" | Reede olid Riias töötatööliste meeleavaldused. Rongikäigust võtsid osa umbes 3000 töötatöölist, kes pöörasid endi nõudmistega peaminister Zelmini ja Läti presidendi Semgalsi poole. | Töötatöölistele leitakse riigitööd heakorratöödel ja teedeehitusel. Olin Hiinas kuu aega. Rahvas on sõbralik ja käib meeletu kauplemine. | Töötatöölised purustasid tööstusmasinaid, kui nende sotsiaalsed nõudmised tähelepanuta jäid. | Üheks tähtsamaks päevaküsimuseks praegusel ajal on töötatööliste küsimus. Köigekörgema konjunktuuri juures vöiks meie töötatööliste arv töusta üle riigi 30.000-ni. | ";neutraalsetes/formaalsetes;jah;"Sõna ""töötatööline"" kasutatakse sageli ametlikes ja neutraalsetes kontekstides, kus käsitletakse töötuse ja tööotsimise teemasid. Näiteks on see kasutusel ametlikes aruannetes ja meediaväljaannetes, kus arutatakse töötuse määra ja tööturu olukorda. Sellistes kontekstides on sõna kasutamine neutraalne ja formaalne, kuna see viitab konkreetsele sotsiaalsele probleemile ja on osa ametlikust diskursusest tööturu teemadel. Seetõttu on sõna kasutamine selles tähenduses neutraalne ja formaalne. Olen selles väga kindel, kuna sõna esineb sageli ametlikes dokumentides ja aruteludes, mis käsitlevad töötuse küsimusi.";väga kindel;ei kohaldu;jah;ei kohaldu;1;ei määratletud;ei;0;ei määratletud;ei leitud;ei määratletud;ei;ei määratletud;pigem ebakindel;ei kohaldu;ei;ei kohaldu
;;; ;;;2;madalapalgalised või ajutised töötajad;ei;3;keskmine;Purtse kalatehase töölehakkamine annab paljudele idavirulastele võimaluse töötatöölise seisundist pääseda, kuid kalatehas on raskustes püsivate töökäte leidmisel. | TöötaTööline Lisatud: 25.02.2014 / 13:57 Minu teada on enamus jootjatest siirdunud Soome koristajateks, kus saavad 5 korda suuremat palka! | Selle palga eest saadki lisaks kord kuus kinnimakstavale koduskäimisele paar korda veel kodus oma majapidamist ja umbrohuseid peenraid üle vaatamas käia (kõige magusamal rohelisel ajal aastas:) | Töötatöölistele leitakse riigitööd heakorratöödel ja teedeehitusel. Olin Hiinas kuu aega. Rahvas on sõbralik ja käib meeletu kauplemine. | Töötatöölised purustasid tööstusmasinaid, kui nende sotsiaalsed nõudmised tähelepanuta jäid. | ;informaalsetes;ei;"Sõna ""töötatööline"" kasutatakse sageli mitteametlikes ja kõnekeelsetes kontekstides, kus viidatakse madalapalgalistele või ajutistele töötajatele. Näiteks kasutatakse seda sõna, et kirjeldada inimesi, kes töötavad ajutistel töökohtadel või saavad madalat palka, sageli kõnekeelsetes ja mitteametlikes aruteludes. Sellistes kontekstides on sõna kasutamine vabamas ja mitteametlikus registris, kuna see viitab sotsiaalsele probleemile, mida sageli arutatakse mitteametlikult. Olen selles pigem kindel, kuna sõna esineb sageli mitteametlikes aruteludes ja tekstides, mis käsitlevad madalapalgaliste töötajate olukorda.";pigem kindel;kõnekeelne;ei;"Sõna ""töötatööline"" kasutamine madalapalgaliste või ajutiste töötajate tähenduses on sageli kõnekeelne ja rahvapärane. Seda kasutatakse mitteametlikes aruteludes ja tekstides, kus viidatakse inimeste olukorrale, kes töötavad ajutistel töökohtadel või saavad madalat palka. Sellistes kontekstides on sõna kasutamine vabamas ja mitteametlikus registris, kuna see viitab sotsiaalsele probleemile, mida sageli arutatakse mitteametlikult. Seetõttu on sobiv lisada märgendid ""kõnekeelne"" ja ""rahvapärane"".";;;;;;;;;;;;;
;;; ;;;2;madalapalgalised või ajutised töötajad;;3;keskmine;Purtse kalatehase töölehakkamine annab paljudele idavirulastele võimaluse töötatöölise seisundist pääseda, kuid kalatehas on raskustes püsivate töökäte leidmisel. | TöötaTööline Lisatud: 25.02.2014 / 13:57 Minu teada on enamus jootjatest siirdunud Soome koristajateks, kus saavad 5 korda suuremat palka! | Selle palga eest saadki lisaks kord kuus kinnimakstavale koduskäimisele paar korda veel kodus oma majapidamist ja umbrohuseid peenraid üle vaatamas käia (kõige magusamal rohelisel ajal aastas:) | Töötatöölistele leitakse riigitööd heakorratöödel ja teedeehitusel. Olin Hiinas kuu aega. Rahvas on sõbralik ja käib meeletu kauplemine. | Töötatöölised purustasid tööstusmasinaid, kui nende sotsiaalsed nõudmised tähelepanuta jäid. | ;informaalsetes;;"Sõna ""töötatööline"" kasutatakse sageli mitteametlikes ja kõnekeelsetes kontekstides, kus viidatakse madalapalgalistele või ajutistele töötajatele. Näiteks kasutatakse seda sõna, et kirjeldada inimesi, kes töötavad ajutistel töökohtadel või saavad madalat palka, sageli kõnekeelsetes ja mitteametlikes aruteludes. Sellistes kontekstides on sõna kasutamine vabamas ja mitteametlikus registris, kuna see viitab sotsiaalsele probleemile, mida sageli arutatakse mitteametlikult. Olen selles pigem kindel, kuna sõna esineb sageli mitteametlikes aruteludes ja tekstides, mis käsitlevad madalapalgaliste töötajate olukorda.";pigem kindel;rahvapärane;ei;"Sõna ""töötatööline"" kasutamine madalapalgaliste või ajutiste töötajate tähenduses on sageli kõnekeelne ja rahvapärane. Seda kasutatakse mitteametlikes aruteludes ja tekstides, kus viidatakse inimeste olukorrale, kes töötavad ajutistel töökohtadel või saavad madalat palka. Sellistes kontekstides on sõna kasutamine vabamas ja mitteametlikus registris, kuna see viitab sotsiaalsele probleemile, mida sageli arutatakse mitteametlikult. Seetõttu on sobiv lisada märgendid ""kõnekeelne"" ja ""rahvapärane"".";;;;;;;;;;;;;
;;; ;;;3;inimesed, kes on ajutiselt või püsivalt tööta;jah;3;vähene;Töötatööline ja pidevalt auru all, aga riides käib nii, et võiks vahel lausa Kuressaare linna esimoemeheks pidada. | Töötatöölised purustasid tööstusmasinaid, kui nende sotsiaalsed nõudmised tähelepanuta jäid. | Töötatöölistele leitakse riigitööd heakorratöödel ja teedeehitusel. Olin Hiinas kuu aega. Rahvas on sõbralik ja käib meeletu kauplemine. | Reede olid Riias töötatööliste meeleavaldused. Rongikäigust võtsid osa umbes 3000 töötatöölist, kes pöörasid endi nõudmistega peaminister Zelmini ja Läti presidendi Semgalsi poole. | Üheks tähtsamaks päevaküsimuseks praegusel ajal on töötatööliste küsimus. Köigekörgema konjunktuuri juures vöiks meie töötatööliste arv töusta üle riigi 30.000-ni.;ei kohaldu;ei;"Sõna ""töötatööline"" kasutamine selles tähenduses ei ole selgelt eristatav, kuna see võib viidata nii ajutiselt kui ka püsivalt tööta olevatele inimestele. Tekstides, kus seda sõna kasutatakse, ei ole selgelt eristatav, kas viidatakse ajutisele või püsivale töötusele, mistõttu ei ole võimalik kindlalt määrata, kas sõna kasutamine on formaalne või mitteametlik. Seetõttu ei kohaldu sellele tähendusele kindel registri määratlus. Olen selles pigem ebakindel, kuna tekstides ei ole selgelt eristatav, millises kontekstis sõna kasutatakse.";pigem ebakindel;harv;ei;"Sõna ""töötatööline"" kasutamine selles tähenduses on harv, kuna tekstides, kus seda sõna kasutatakse, ei ole selgelt eristatav, kas viidatakse ajutisele või püsivale töötusele. Seetõttu on andmeid selle tähenduse kohta vähe ja see ei ole levinud kasutus. Seetõttu on sobiv lisada märgend ""harv"".";;;;;;;;;;;;;
süvasadam;REGISTRITA;1;ei kohaldu;1955;jah;1;Sadam, mis on mõeldud suurtele laevadele;jah;2;sage;Süvasadam on sadam, kuhu saaksid tulla suured ro-ro-tüüpi praamid ja kruiisilaevad. | Süvasadam on mahukas ja jõuline sõna. | Süvasadam on nüüd juba pikemat aega olnud saarlaste ja teiste asjaosaliste keelel ja meelel. | Süvasadam on sadam, mis asub Saaremaa põhjarannikul Mustjala vallas Ninase külas Küdema lahe ääres. | Süvasadam on mõeldud ristlus-, aga mitte kaubalaevade jaoks.;neutraalsetes/formaalsetes;jah;"Sõna „süvasadam"" kasutatakse neutraalses ja formaalses kontekstis, kui räägitakse sadama tehnilistest omadustest ja funktsioonidest. Seda kasutatakse ametlikes aruteludes ja dokumentides, mis käsitlevad sadamate planeerimist ja kasutamist. Näiteks, kui arutatakse sadama sügavust ja võimekust suurte laevade vastuvõtmiseks, on tegemist neutraalse ja formaalse kasutusega.";väga kindel;ei kohaldu;jah;Ei kohaldu, kuna sõna kasutatakse neutraalses ja formaalses kontekstis, ilma erilise stiililise või emotsionaalse varjundita.;1;sügava sadama tähendus;jah;1;sage;ei kohaldu;neutraalsetes/formaalsetes;jah;Süvasadam on termin, mida kasutatakse ametlikes dokumentides, nagu kaubanduslepingud, transpordiplaanid ja sadamate arendamise projektid. See on seotud majanduse ja logistikaga, mistõttu on see pigem neutraalne ja formaalne.;väga kindel;ei kohaldu;jah;ei kohaldu
;;; ;;;2;Süvasadam kui konkreetne projekt või objekt;ei;2;keskmine;Saaremaa süvasadam osutus naljanumbriks (järjekordselt). | Saaremaa süvasadam, mis saab olema Eesti läänepoolseim merevärav, peaks praeguste plaanide kohaselt valmima 2006. aasta maikuus. | Saaremaa süvasadam on sõjasadam. | Saaremaa süvasadam asub Natura 2000 alal ja on ehitatud kruiisilaevade vastuvõtuks. | Saaremaa süvasadam võib lõpuks kasulikuks osutuda.;informaalsetes;ei;"Sõna „süvasadam"" kasutatakse informaalsetes tekstides, kui viidatakse konkreetsele projektile või objektile, nagu Saaremaa süvasadam. Sellistes tekstides on sageli emotsionaalne või kriitiline toon, mis viitab kohalike elanike või huvigruppide arvamustele ja muredele. Arutelud võivad sisaldada isiklikke arvamusi, kriitikat ja kohalikke probleeme, mis muudab kasutuse pigem informaalseteks.";pigem kindel;kõnekeelne;ei;"Sõna „süvasadam"" kasutatakse kõnekeelses ja rahvapärases kontekstis, kui viidatakse konkreetsetele projektidele või objektidele, nagu Saaremaa süvasadam. Tekstides esineb sageli emotsionaalset ja kriitilist tooni, mis viitab kohalike elanike või huvigruppide arvamustele ja muredele. Arutelud võivad sisaldada isiklikke arvamusi, kriitikat ja kohalikke probleeme, mis muudab kasutuse pigem kõnekeelseks ja rahvapäraseks.";;;;;;;;;;;;;
;;; ;;;2;Süvasadam kui konkreetne projekt või objekt;;2;keskmine;Saaremaa süvasadam osutus naljanumbriks (järjekordselt). | Saaremaa süvasadam, mis saab olema Eesti läänepoolseim merevärav, peaks praeguste plaanide kohaselt valmima 2006. aasta maikuus. | Saaremaa süvasadam on sõjasadam. | Saaremaa süvasadam asub Natura 2000 alal ja on ehitatud kruiisilaevade vastuvõtuks. | Saaremaa süvasadam võib lõpuks kasulikuks osutuda.;informaalsetes;;"Sõna „süvasadam"" kasutatakse informaalsetes tekstides, kui viidatakse konkreetsele projektile või objektile, nagu Saaremaa süvasadam. Sellistes tekstides on sageli emotsionaalne või kriitiline toon, mis viitab kohalike elanike või huvigruppide arvamustele ja muredele. Arutelud võivad sisaldada isiklikke arvamusi, kriitikat ja kohalikke probleeme, mis muudab kasutuse pigem informaalseteks.";pigem kindel;rahvapärane;ei;"Sõna „süvasadam"" kasutatakse kõnekeelses ja rahvapärases kontekstis, kui viidatakse konkreetsetele projektidele või objektidele, nagu Saaremaa süvasadam. Tekstides esineb sageli emotsionaalset ja kriitilist tooni, mis viitab kohalike elanike või huvigruppide arvamustele ja muredele. Arutelud võivad sisaldada isiklikke arvamusi, kriitikat ja kohalikke probleeme, mis muudab kasutuse pigem kõnekeelseks ja rahvapäraseks.";;;;;;;;;;;;;
teraapia;REGISTRITA;2;ei kohaldu;34375;jah;1;ravi või tervise parandamine;jah;3;sage;Teraapial on oluline roll haiguste ennetamisel, nendest taastumisel ja üldisel heaolul. | Ravi ehk teraapia on meetodite kompleks, mille eesmärk on kogu organismi või mõne selle struktuuriüksuse funktsiooni või ehitusliku terviklikkuse taastamine. | Teraapia, kui üleüldiselt võtta, on ravi. | Teraapia on eesti keeles üldine nimetus sisuliselt kõigele, mis tegeleb inimese tervise parandamisega. | Teraapia on pikaajaline protsess. | ;neutraalsetes/formaalsetes;jah;"Sõna ""teraapia"" kasutatakse sageli meditsiinilises kontekstis, kus see viitab konkreetsetele ravimeetoditele või tervise parandamisele. Sellised tekstid on tavaliselt neutraalsed või formaalsed, kuna need käsitlevad tervise ja meditsiini teemasid, mis nõuavad täpsust ja professionaalsust. Näiteks kasutatakse seda sõna haiguste ennetamise ja taastumise kontekstis, mis on meditsiiniliselt oluline ja nõuab formaalset lähenemist. Seetõttu on kindel, et seda kasutatakse neutraalsetes ja formaalsetes tekstides.";väga kindel;ei kohaldu;jah;ei kohaldu;1;Meditsiiniline või psühholoogiline ravi;jah;3;sage;Teraapia aitab leevendada depressiooni sümptomeid. | Füsioteraapia on oluline osa taastumisprotsessist. | Psühhoteraapia võib aidata ärevushäirete korral. | Ravimteraapia on vajalik krooniliste haiguste puhul. | Teraapia seansid toimuvad kord nädalas.;neutraalsetes/formaalsetes;jah;Seda tähendust kasutatakse peamiselt meditsiinilistes ja psühholoogilistes kontekstides, kus täpsus ja professionaalsus on olulised. Teraapia viitab siin konkreetsetele ravimeetoditele, mida rakendatakse tervise parandamiseks. Sellised tekstid on tavaliselt formaalsed, kuna need käsitlevad tervise ja ravi teemasid, mis nõuavad täpset ja korrektset keelekasutust. Seetõttu on see tähendus neutraalne või formaalne. Olen selles väga kindel, kuna meditsiinilised ja psühholoogilised tekstid on tavaliselt formaalsed ja täpsed.;väga kindel;ei kohaldu;jah;ei kohaldu
;;; ;;;2;psühholoogiline nõustamine või emotsionaalne tugi;jah;3;keskmine;"Teraapia sobib tervetele ja ""normaalsetele"" inimestele, kes tunnevad, et nende elus on liiga palju muretsemist. | Teraapia on probleemi süvitsi analüüsimine ning sihilik tegevus nende lahendamiseks. | Teraapia on koostöö kliendi ja terapeudi vahel. | Teraapia on koht, kus partneriga läbi töötada oma suhte probleemid. | Teraapia võib olla väga kasulik kogemus. | ";informaalsetes;ei;"Sõna ""teraapia"" kasutatakse sageli ka psühholoogilise nõustamise või emotsionaalse toe kontekstis, kus see viitab isiklikule arengule ja emotsionaalsete probleemide lahendamisele. Sellised tekstid on tihti informaalsetes kontekstides, kuna need käsitlevad isiklikke ja emotsionaalseid teemasid, mis võivad olla subjektiivsed ja vähem formaalsed. Näiteks kasutatakse seda sõna, kui räägitakse emotsionaalsetest raskustest ja nende lahendamisest, mis on sageli isiklik ja mitteametlik teema. Seetõttu olen pigem kindel, et seda kasutatakse informaalsetes tekstides.";pigem kindel;kõnekeelne;ei;"Sõna ""teraapia"" kasutatakse psühholoogilise nõustamise või emotsionaalse toe kontekstis sageli kõnekeeles, kuna see viitab isiklikule ja emotsionaalsele kogemusele, mis on tihti mitteametlik ja subjektiivne. Sellised tekstid võivad olla rahvapärased, kuna need käsitlevad igapäevaseid emotsionaalseid ja psühholoogilisi probleeme, millega paljud inimesed kokku puutuvad. Näiteks kasutatakse seda sõna, kui räägitakse emotsionaalsetest raskustest ja nende lahendamisest, mis on sageli isiklik ja mitteametlik teema. Seetõttu sobivad sellele tähendusele märgendid ""kõnekeelne"" ja ""rahvapärane"".";2;Mitteametlik tegevus või kogemus, mis pakub leevendust;jah;3;keskmine;Šokolaaditeraapia on parim viis stressi maandamiseks. | Pärast pikka päeva on ostuteraapia just see, mida vajan. | Küpsetamine on minu teraapia. | Jalutuskäigud looduses on minu teraapia. | Muusika kuulamine on minu teraapia.;informaalsetes;jah;See tähendus on levinud igapäevases kõnepruugis, kus inimesed kasutavad sõna „teraapia” laiemas ja mitteametlikus tähenduses. Näiteks „šokolaaditeraapia” või „ostuteraapia” viitavad tegevustele, mis pakuvad emotsionaalset leevendust, kuid ei ole seotud professionaalse raviga. Sellised väljendid on kõnekeelsed ja rahvapärased, kuna need ei kuulu ametlikku terminoloogiasse. Olen selles pigem kindel, kuna sellised väljendid on levinud igapäevases keelekasutuses, kuid ei ole ametlikud.;pigem kindel;kõnekeelne;jah;See tähendus on kõnekeelne ja rahvapärane, kuna seda kasutatakse mitteametlikult igapäevases keeles, et viidata tegevustele, mis pakuvad emotsionaalset leevendust. Sellised väljendid nagu „šokolaaditeraapia” või „ostuteraapia” on levinud rahva seas, kuid ei kuulu ametlikku terminoloogiasse. Need väljendid on sageli humoorikad või kergemeelsed, mis viitab nende mitteametlikule iseloomule. Seetõttu on need kõnekeelsed ja rahvapärased.
;;; ;;;2;psühholoogiline nõustamine või emotsionaalne tugi;;3;keskmine;"Teraapia sobib tervetele ja ""normaalsetele"" inimestele, kes tunnevad, et nende elus on liiga palju muretsemist. | Teraapia on probleemi süvitsi analüüsimine ning sihilik tegevus nende lahendamiseks. | Teraapia on koostöö kliendi ja terapeudi vahel. | Teraapia on koht, kus partneriga läbi töötada oma suhte probleemid. | Teraapia võib olla väga kasulik kogemus. | ";informaalsetes;;"Sõna ""teraapia"" kasutatakse sageli ka psühholoogilise nõustamise või emotsionaalse toe kontekstis, kus see viitab isiklikule arengule ja emotsionaalsete probleemide lahendamisele. Sellised tekstid on tihti informaalsetes kontekstides, kuna need käsitlevad isiklikke ja emotsionaalseid teemasid, mis võivad olla subjektiivsed ja vähem formaalsed. Näiteks kasutatakse seda sõna, kui räägitakse emotsionaalsetest raskustest ja nende lahendamisest, mis on sageli isiklik ja mitteametlik teema. Seetõttu olen pigem kindel, et seda kasutatakse informaalsetes tekstides.";pigem kindel;rahvapärane;ei;"Sõna ""teraapia"" kasutatakse psühholoogilise nõustamise või emotsionaalse toe kontekstis sageli kõnekeeles, kuna see viitab isiklikule ja emotsionaalsele kogemusele, mis on tihti mitteametlik ja subjektiivne. Sellised tekstid võivad olla rahvapärased, kuna need käsitlevad igapäevaseid emotsionaalseid ja psühholoogilisi probleeme, millega paljud inimesed kokku puutuvad. Näiteks kasutatakse seda sõna, kui räägitakse emotsionaalsetest raskustest ja nende lahendamisest, mis on sageli isiklik ja mitteametlik teema. Seetõttu sobivad sellele tähendusele märgendid ""kõnekeelne"" ja ""rahvapärane"".";2;Mitteametlik tegevus või kogemus, mis pakub leevendust;;3;keskmine;Šokolaaditeraapia on parim viis stressi maandamiseks. | Pärast pikka päeva on ostuteraapia just see, mida vajan. | Küpsetamine on minu teraapia. | Jalutuskäigud looduses on minu teraapia. | Muusika kuulamine on minu teraapia.;informaalsetes;;See tähendus on levinud igapäevases kõnepruugis, kus inimesed kasutavad sõna „teraapia” laiemas ja mitteametlikus tähenduses. Näiteks „šokolaaditeraapia” või „ostuteraapia” viitavad tegevustele, mis pakuvad emotsionaalset leevendust, kuid ei ole seotud professionaalse raviga. Sellised väljendid on kõnekeelsed ja rahvapärased, kuna need ei kuulu ametlikku terminoloogiasse. Olen selles pigem kindel, kuna sellised väljendid on levinud igapäevases keelekasutuses, kuid ei ole ametlikud.;pigem kindel;rahvapärane;ei;See tähendus on kõnekeelne ja rahvapärane, kuna seda kasutatakse mitteametlikult igapäevases keeles, et viidata tegevustele, mis pakuvad emotsionaalset leevendust. Sellised väljendid nagu „šokolaaditeraapia” või „ostuteraapia” on levinud rahva seas, kuid ei kuulu ametlikku terminoloogiasse. Need väljendid on sageli humoorikad või kergemeelsed, mis viitab nende mitteametlikule iseloomule. Seetõttu on need kõnekeelsed ja rahvapärased.
;;; ;;;3;teraapia kui üldine mõiste;ei;3;vähene;Teraapia on eesti keeles üldine nimetus sisuliselt kõigele, mis tegeleb inimese tervise parandamisega. | Teraapia, kui üleüldiselt võtta, on ravi. | Teraapia on koht, kus partneriga läbi töötada oma suhte probleemid. | Teraapia on koostöö kliendi ja terapeudi vahel. | Teraapia on sügav ja dünaamiline protsess, mis annab teraapias käijale mitmekülgset tulu ja kasu.;ei kohaldu;ei;"Sõna ""teraapia"" kasutatakse mõnikord ka üldise mõistena, mis hõlmab erinevaid ravimeetodeid ja lähenemisi. Selline kasutus ei ole seotud konkreetse kontekstiga ja võib esineda nii formaalsetes kui ka mitteametlikes tekstides. Kuna see tähendus on väga üldine ja ei ole seotud konkreetse registriga, siis ei kohaldu sellele kindel registri määratlus. Seetõttu olen pigem ebakindel, kas seda kasutatakse pigem formaalsetes või informaalsetes tekstides.";pigem ebakindel;harv;ei;"Sõna ""teraapia"" kui üldine mõiste ei ole väga levinud ja seda kasutatakse harva, kuna see ei viita konkreetsele ravimeetodile või kontekstile. Selline kasutus on pigem haruldane ja esineb vähestes tekstides, mis käsitlevad teraapiat üldiselt ilma spetsiifilise kontekstita. Seetõttu sobib sellele tähendusele märgend ""harv"".";3;Alternatiivsed või vähem tuntud ravimeetodid;jah;3;vähene;Alternatiivteraapiaid kasutatakse sageli koos traditsiooniliste meetoditega. | Mõned inimesed eelistavad homöopaatilist teraapiat. | Kristallteraapia on muutumas populaarsemaks. | Aroomiteraapia on üks vanimaid teraapiavorme. | Heliteraapia kasutab helisid tervendamiseks.;ei kohaldu;ei;See tähendus hõlmab alternatiivseid ravimeetodeid, mida ei pruugita laialdaselt tunnustada. Kuna sellised meetodid ei ole peavoolu meditsiinis levinud, on nende kasutus harv. Olen selles pigem ebakindel, kuna andmeid on vähe ja nende kasutus võib varieeruda.;pigem ebakindel;harv;ei;See tähendus on harv, kuna alternatiivseid ravimeetodeid ei pruugita laialdaselt tunnustada või kasutada. Sellised meetodid nagu kristallteraapia või heliteraapia ei ole peavoolu meditsiinis levinud ja nende kasutus on piiratud. Seetõttu on see tähendus harv, kuna andmeid on vähe ja nende kasutus võib varieeruda.
algatuslik;REGISTRITA;1;ei kohaldu;146;ei;1;algatuslik tegevus või algatus;jah;3;sage;Tsiviilühiskonna struktuurid täiendavad riiklikke struktuure, pakuvad neile konkurentsi ning on sellistena kodanike oma-algatusliku tegevuse vormiks. | Kogukonnateenus on kogukonna liikmelt kogukonna liikmetele pakutav teenus, mis lähtub kogukonna vajadustest (Ernst & Young 2012: 95). | Tegevustoetus eraldatakse esinduskollektiividele, kultuuriühingutele ning vabaühendustele, kelle tegevus on suunatud külaliikumise-, elanike ühistegevuse ning kodaniku algatusliku tegevuste arendamisele. | Kodaniku algatusliku tegevuse toetamiseks tugistruktuuri väljaarendamine. | Kodaniku algatusliku tegevuse toetamiseks tugistruktuuri väljaarendamine. | ;neutraalsetes/formaalsetes;jah;"Sõna ""algatuslik"" kasutatakse sageli neutraalsetes ja formaalsetes kontekstides, kus rõhutatakse kodanikuühiskonna, kogukondade ja organisatsioonide iseseisvat tegevust ja algatusvõimet. Näiteks kasutatakse seda sõna kirjeldamaks kodanikuühiskonna struktuure ja tegevusi, mis on suunatud ühiskonna arendamisele ja toetamisele. Sellised kontekstid on tavaliselt ametlikud ja formaalsed, kuna need käsitlevad organisatsioonide ja kogukondade tegevust, mis on seotud seadusandluse ja poliitikaga. Seetõttu on sõna kasutus selles tähenduses pigem neutraalne ja formaalne. Olen väga kindel, et see tähendus on neutraalne/formaalne, kuna see esineb sageli ametlikes dokumentides ja aruteludes, mis käsitlevad kodanikuühiskonna ja kogukondade tegevust.";väga kindel;ei kohaldu;jah;ei kohaldu;1;ei määratletud;ei;0;ei määratletud;ei leitud;ei määratletud;ei;ei määratletud;pigem ebakindel;ei kohaldu;ei;ei kohaldu
;;; ;;;2;algatuslik roll või panus;jah;3;keskmine;"Mis puutub Balti Assamblee algatuslikku, nõuandvasse ja koordineerivasse rolli, siis tõhusaid tulemusi on võimalik saavutada üksnes tihedas koostöös Läänemeremaade Nõukoguga. | Strateegia on algatuslik ja motiveeriv nii vaimus kui ka tegudes. | Eesti algatuslik roll Euroopa Liidu ühise välis- ja julgeolekupoliitika (ÜVJP) raames. | Kalle Kurg aastal 2001 algatusliku idee Eesti muutmisest loodusvabariigiks (ökoriigiks). | Kuningas James ise oli lugupeetud piibliõpetlane ning tõlke pühendamisega ""kõige kõrgemale ja vägevamale printsile, Jamesile"" tunnustati tema algatuslikku panust. | ";neutraalsetes/formaalsetes;jah;"Sõna ""algatuslik"" kasutatakse sageli neutraalsetes ja formaalsetes kontekstides, kus rõhutatakse organisatsioonide, riikide või isikute rolli ja panust teatud tegevustes või projektides. Näiteks kasutatakse seda sõna kirjeldamaks Balti Assamblee või Eesti rolli Euroopa Liidu poliitikas. Sellised kontekstid on tavaliselt ametlikud ja formaalsed, kuna need käsitlevad organisatsioonide ja riikide tegevust rahvusvahelisel tasandil. Seetõttu on sõna kasutus selles tähenduses pigem neutraalne ja formaalne. Olen väga kindel, et see tähendus on neutraalne/formaalne, kuna see esineb sageli ametlikes dokumentides ja aruteludes, mis käsitlevad organisatsioonide ja riikide rolli ja panust rahvusvahelises poliitikas.";väga kindel;ei kohaldu;jah;ei kohaldu;;;;;;;;;;;;;
