katsesõna;valimisse_sai_märgendiga;ÜSis_tähendusi_kokku;ÜSis_tähenduste_küljes_olevad_ja_õigeks_loetavad_märgendid;SkE_2023_sagedus;vektoriseerimine;korp_tähenduse_nr;korp_tähendus;korp_koond_tähendus_olemas_ja_adekvaatne;korp_tähenduste_arv_kokku;korps_sagedus;korp_näited;korp_tekstiregister;korp_registri_adekvaatsus;korp_registri_põhjendus;korp_registri_kindlus;korp_märgend;korp_märgendi_adekvaatsus;korp_märgendi_põhjendus;treening_tähenduse_nr;treening_tähendus;treening_koond_tähendus_olemas_ja_adekvaatne;treening_tähenduste_arv_kokku;treening_sagedus;treening_näited;treening_tekstiregister;treening_registri_adekvaatsus;treening_registri_põhjendus;treening_registri_kindlus;treening_märgend;treening_märgendi_adekvaatsus;treening_märgendi_põhjendus
;;;;;;;;;;;;;;;;;;;1;ajaleht, perioodiline väljaanne;;1;vähene;Vana seitung lebas laual juba mitu päeva. | Ta luges hommikul seitungat kohvi kõrvale. | Seitungas ilmus artikkel kohaliku poliitika kohta. | Kas sa tõid tänase seitungi? | Seitungates kirjutatakse sellest skandaalist juba nädalaid.;informaalsetes;;"Sõna kasutatakse pigem informaalsetes tekstides. See on saksa laensõna (Zeitung), mis eesti keeles on jäänud pigem kõnekeelseks väljendiks. Ametlikes ja neutraalsetes tekstides eelistatakse sõnu ""ajaleht"" või ""päevaleht"". Sõna ""seitung"" esineb peamiselt vabamas kõnekeeles, ilukirjanduses tegelaste kõnes või murdetekstides. Formaalsetes tekstides, nagu uudised või ametlikud dokumendid, seda praktiliselt ei kasutata.";pigem kindel;harv;jah;"Märgend ""harv"" on vajalik, kuna sõna kasutus on tänapäeval väga piiratud ja esineb harva. See on vananenud saksa laensõna, mida kasutatakse peamiselt teatud piirkondades või vanema põlvkonna kõnes. Nooremad kõnelejad kasutavad seda vähe."
inglistina;vananenud;1;;122;ei;1;metall või metallisulam (tina või tinasulamid);jah;1;sage;See on silindriline, lehekujulise käepidemenupuga inglistinast kann, mille kaanel on Lüneburgi hõbetaaler 1660ndatest aastatest.|Pronks on vase ja inglistina sulam.|Kellametall koosneb vase ja inglistina sulamist vahekorras 78% ja 22%.|Metallvile, mis valmistatakse plii ja inglistina sulamist.|Inglistina on hõbedaselt läikiv ja särav, ehistöös ka tänapäeva Skandinaavias laialdaselt kasutatav sulam.;neutraalsetes/formaalsetes;jah;"Tekstimaterjalist selgub, et ""inglistina"" esineb peamiselt ajaloolistes, teaduslikes ja tehnilistes kontekstides. Sõna kasutatakse muuseumiesemete kirjeldustes, ajalooalastes tekstides, teaduslikes seletustes metallide kohta, käsitööalastes juhendites ja tehnilistes kirjeldustes. Kõik need on neutraalse või formaalse registriga tekstid. Sõna esineb ka ilukirjanduslikes tekstides, kuid seal säilitab ta oma neutraalse tähenduse. Puuduvad näited kõnekeelsest või argikeelsest kasutusest.";väga kindel;ei kohaldu;jah;ei kohaldu;1;inglise keeles;ei;2;sage;Raamat ilmus inglistina juba eelmisel aastal. | Ta esitas oma ettekande inglistina. | Dokument on saadaval nii eestina kui ka inglistina. | Film linastub kinodes inglistina eestikeelsete subtiitritega. | Artikkel avaldati esmalt inglistina teadusajakirjas.;neutraalsetes/formaalsetes;ei;"Sõna ""inglistina"" tähenduses ""inglise keeles"" on neutraalne keelekasutus, mida kasutatakse nii ametlikes dokumentides kui ka igapäevases kirjakeeles. See on standardne viis väljendamaks, et midagi on inglise keeles. Sõna esineb sageli akadeemilistes tekstides, ametlikes teadaannetes ja neutraalses ajakirjanduses. Ei ole märke, et see oleks kõnekeelne või informaalne väljend. Pigem on tegemist neutraalse terminiga keele märkimiseks.";väga kindel;ei kohaldu;ei;ei kohaldu
;;;;;;;;;;;;;;;;;;;2;inglise moodi;ei;2;vähene;Lapsed mängisid inglistina, tehes viisakaid kummardusi. | Ta käitus inglistina, olles äärmiselt viisakas ja tagasihoidlik. | Tee joodi inglistina, piimaga. | Aed oli kujundatud inglistina, range sümmeetriaga. | Ta riietub alati inglistina, konservatiivselt ja elegantselt.;neutraalsetes/formaalsetes;ei;"Tähendus ""inglise moodi"" on samuti neutraalne väljend, mida kasutatakse kirjeldamaks inglise kultuurile või traditsioonidele omast käitumist või stiili. See esineb kirjanduses, ajakirjanduses ja muudes neutraalsetes tekstides. Kuigi kasutus on harvem, ei ole see siiski kõnekeelne ega informaalne. Pigem on tegemist kirjakeelse väljendiga, mis sobib hästi formaalsesse konteksti. Sõna kasutatakse kultuuriliste või stiililiste võrdluste tegemisel.";pigem kindel;harv;ei;"Märgend ""harv"" sobib, kuna sõna ""inglistina"" tähenduses ""inglise moodi"" esineb treeningandmetes märgatavalt harvemini kui põhitähendus. See tähendus on küll olemas ja arusaadav, kuid selle kasutussagedus on väike. Tänapäeval kasutatakse selle tähenduse väljendamiseks sagedamini muid konstruktsioone. Kuigi tähendus on grammatiliselt korrektne ja stiililiselt neutraalne, on selle esinemine tekstides siiski harv. Märgend aitab kasutajal mõista, et see pole sõna kõige levinum kasutusviis."
kihvtitama;vananenud;1;;92;jah;1;mürgitama;jah;1;sage;Soo hakkas mullitama ja pinnale purskusid valede mürkgaasivihud, mis pidid kihvtitama tõe ja ajaloomälu|Ülepea oli Kanepi tol korral saksluse seisukohalt vaadates üks kihvtitatud nurk|Teoses tegutses Saksa spioon, kes püüdis kihvtitada blokaadiaegse Leningradi veevärki|Stebunkov oli toonud Aafrikast tema enda tapetud krokodilli liha, pakkunud seda õhtusöögiks ja kihvtitanud sellega kõik oma sõbrad|Kuid Maasi mõisas kihvtitatud kuberner mõisnikkude poolt maasikatega ära;neutraalsetes/formaalsetes;jah;Sõna esineb nii ajaleheväljavõtetes, ilukirjanduslikes tekstides kui ka rahvapärimuses. Kuigi sõna tähendus on seotud mürgitamisega, ei ole sõna ise kõnekeelne ega halvustav, vaid neutraalne viis mürgitamise kirjeldamiseks. Sõna kasutatakse nii otseses tähenduses (füüsiline mürgitamine) kui ka metafoorselt (vaimu või meelte mürgitamine). Tekstides esineb sõna erinevates žanrites ja registrites ilma stiililise markeerituseta. See on standardkeelne sõna, mida kasutatakse neutraalses kontekstis.;väga kindel;ei kohaldu;ei;ei kohaldu;1;mürgitama, mürgiseks tegema;jah;2;vähene;Madu kihvtitas oma ohvri ühe hammustusega. | Skorpion võib oma sabaga kihvtitada vaenlast. | Mürgised putukad kihvtitavad oma saaki enne söömist. | Mesilane kihvtitas last, kes teda häiris. | Herilane suudab korduvalt kihvtitada.;neutraalsetes/formaalsetes;jah;Sõna esineb peamiselt loodusteaduslikes või populaarteaduslikes tekstides, kus kirjeldatakse loomade mürgistamiskäitumist. Tegemist on neutraalse terminoloogiaga, mida kasutatakse faktilises keeles. Sõna pole emotsionaalselt laetud ega kuulu kõnekeelde. Sobib hästi teaduslikku ja harivasse konteksti.;pigem kindel;harv;jah;"Sõna esineb treeningandmetes vähe ja pole igapäevases keelekasutuses levinud. Tegemist on spetsiifilise väljendiga, mida kasutatakse harva ja peamiselt kindlates kontekstides. Tänapäeval eelistatakse sageli lihtsamaid väljendeid nagu ""mürgitama"" või ""nõelama"". Sõna tundub mõnevõrra arhailine ja vähekasutatav."
;;;;;;;;;;;;;;;;;;;2;õhutama, ässitama, üles kihutama;ei;2;vähene;Poliitik kihvtitas rahvast valitsuse vastu. | Ärritavad sõnad kihvtitasid tülitsejaid veelgi. | Provokaator kihvtitas massi mässule. | Kihutusliku kõnega kihvtitati inimesi vihale. | Demagoog kihvtitas kuulajaid äärmuslike tegudele.;neutraalsetes/formaalsetes;ei;Sõna kasutatakse kirjanduses ja ajakirjanduses neutraalse või pisut kõrgema registri väljendina. See pole argine ega kõnekeelne, vaid pigem kirjakeelne väljend. Esineb tõsistes tekstides, kus kirjeldatakse konflikte või provotseerimist. Sõna kannab endas teatavat stiililist markeritust, kuid jääb siiski neutraalsesse registrisse.;pigem kindel;harv;ei;"Sõna on haruldane ja esineb vähe ka kirjakeeles. Tänapäeval kasutatakse sagedamini sünonüüme nagu ""õhutama"", ""ässitama"" või ""üles kihutama"". Sõna tundub pisut vanamoeline ja pole aktiivses sõnavaras levinud. Esineb peamiselt kirjanduslikes või ajaloolistes tekstides."
maakuulamine;vananenud;2;muu täh registrita;194;ei;1;sõjaline/luure tegevus - vaenlase või tundmatu territooriumi salajane uurimine;jah;2;keskmine;Luure tarvis moodustati 28. detsembril 1918 operatiivstaabi maakuulamise jaoskond. | Kasakas vastas, et ta oli maakuulamisel ise vaenlase liikumist jälginud. | Skautidel olid peamiselt luure- ja maakuulamise ülesanded, milleks metsamängud ja sõjaline õppus koolides oli häid kogemusi andnud. | Kindral-staabi maakuulamise osakonna teadaanne vaenlase jõudude üle meie väerindel 19. märtsil 19... | Maakuulamine on ülesanne, mis meile anti, ja maakuulamine on ülesanne, mida mina kavatsen täita.;neutraalsetes/formaalsetes;jah;See tähendus esineb peamiselt ajaloolistes, sõjalistes ja ametlikes kontekstides. Tekstid on kirjutatud neutraalses või formaalses stiilis, sageli ajalooallikates, ametlikes dokumentides või sõjandusalastes kirjeldustes. Puuduvad kõnekeelsuse või argikeele tunnused. Sõnakasutus on korrektne ja ametlik.;väga kindel;ei kohaldu;jah;ei kohaldu;1;Salaja pealt kuulamine, pealtkuulamine;ei;1;vähene;Naabrite maakuulamine pole ilus komme. | Ta sai maakuulamise eest noomida. | Lapsed harrastasid vanemate vestluste maakuulamist. | Maakuulamine ukse taga lõppes piinliku vahele jäämisega. | Telefonivestluste maakuulamine on seadusega keelatud.;informaalsetes;ei;Sõna kasutatakse pigem informaalsetes tekstides. See on rahvakeelne väljend pealtkuulamise kohta, mida kasutatakse argises kõnes ja mitteametlikes tekstides. Formaalsemas kontekstis kasutatakse pigem termineid nagu pealtkuulamine või salajane jälgimine. Sõna kannab endas teatavat kõnekeelsust ja rahvapärasust. Seda ei kasutata ametlikes dokumentides ega teadustekstides.;pigem kindel;kõnekeelne;ei;Sõna maakuulamine on selgelt mitteformaalne väljend, mis kuulub pigem argikeelde. See on rahva seas levinud sõna, kuid pole ametlik termin. Formaalsemas keelekasutuses eelistatakse neutraalsemaid väljendeid nagu pealtkuulamine. Sõna kannab endas teatavat familiaarsust ja argisust.
;;;;;;2;ülekantud tähendus - olukorra ettevaatlik uurimine, võimaluste katsumine;jah;2;sage;Teeviit' ongi selliseks maakuulamiseks kõige sobivam koht. | Figo kaotanud Kataloonia suurklubi president Joan Gaspart kinnatas maakuulamist, kuid välistas tehinguvõimaluse. | Kohtumine oli tõepoolest ainult maakuulamine, et kas on õigesti üksteisest aru saadud. | Selline maakuulamine oli vanas külaühiskonnas lausa hädatarvilik, sest kosjas korvi saamist loeti suureks häbiks. | Paraku tundub, et senimaani peetud mitmetunnised ja igapäevased arutelud erakondade vahel on olnud vaid maakuulamine.;neutraalsetes/formaalsetes;jah;Ka ülekantud tähenduses kasutatakse sõna peamiselt ajakirjanduses, ametlikes tekstides ja kirjalikes allikates. Kuigi tähendus on metafoorne, säilib neutraalne register. Sõna kasutatakse poliitilistes, ärilistes ja muudes formaalsetes kontekstides. Puuduvad kõnekeelsuse või vulgaarsuse tunnused.;väga kindel;ei kohaldu;jah;ei kohaldu;1;Salaja pealt kuulamine, pealtkuulamine;;1;vähene;Naabrite maakuulamine pole ilus komme. | Ta sai maakuulamise eest noomida. | Lapsed harrastasid vanemate vestluste maakuulamist. | Maakuulamine ukse taga lõppes piinliku vahele jäämisega. | Telefonivestluste maakuulamine on seadusega keelatud.;informaalsetes;;Sõna kasutatakse pigem informaalsetes tekstides. See on rahvakeelne väljend pealtkuulamise kohta, mida kasutatakse argises kõnes ja mitteametlikes tekstides. Formaalsemas kontekstis kasutatakse pigem termineid nagu pealtkuulamine või salajane jälgimine. Sõna kannab endas teatavat kõnekeelsust ja rahvapärasust. Seda ei kasutata ametlikes dokumentides ega teadustekstides.;pigem kindel;rahvapärane;ei;Sõna maakuulamine on selgelt mitteformaalne väljend, mis kuulub pigem argikeelde. See on rahva seas levinud sõna, kuid pole ametlik termin. Formaalsemas keelekasutuses eelistatakse neutraalsemaid väljendeid nagu pealtkuulamine. Sõna kannab endas teatavat familiaarsust ja argisust. 
;;;;;;;;;;;;;;;;;;;1;Salaja pealt kuulamine, pealtkuulamine;;1;vähene;Naabrite maakuulamine pole ilus komme. | Ta sai maakuulamise eest noomida. | Lapsed harrastasid vanemate vestluste maakuulamist. | Maakuulamine ukse taga lõppes piinliku vahele jäämisega. | Telefonivestluste maakuulamine on seadusega keelatud.;informaalsetes;;Sõna kasutatakse pigem informaalsetes tekstides. See on rahvakeelne väljend pealtkuulamise kohta, mida kasutatakse argises kõnes ja mitteametlikes tekstides. Formaalsemas kontekstis kasutatakse pigem termineid nagu pealtkuulamine või salajane jälgimine. Sõna kannab endas teatavat kõnekeelsust ja rahvapärasust. Seda ei kasutata ametlikes dokumentides ega teadustekstides.;pigem kindel;harv;ei;Märgend harv sobib samuti, kuna sõna esineb treeningandmetes vähe ja pole laialdaselt kasutusel.
rüve;vananenud;3;"sama täh harv; teine täh ka harv ja vananenud; kolmas registrita";1172;jah;1;ebapuhas/roojane/saastunud;jah;3;keskmine;RÜVE ja NEETU kuuluvad pühaduse nagatiivsele vastandpoolususele - ebapuhas, roojane või vandealune, mis on keelatud. | Puhtaile on kõik puhas, aga rüvedaile ja uskmatuile pole miski puhas, vaid rüve on nii nende meel kui südametunnistus. | Sinna ei saa midagi, mis on rüve, ega keegi, kes teeb jäledusi ja valet | Veteran tegi meile selgeks, et oleme mälestusmärgi rüvetajad. | sealiha on rüve Allahi silmis;neutraalsetes/formaalsetes;jah;Sõna esineb teoloogilistes, akadeemilistes ja seletavates tekstides, kus käsitletakse püha-profaanse-rüve kontseptsioone või religioosseid teemasid. Kasutus on terminoloogiline ja neutraalne, mitte emotsionaalselt laetud. Tekstid on sageli õpetuslikud või analüütilised. Sõna funktsioneerib kui etableerunud termin religioosses ja filosoofilises diskursuses.;pigem kindel;ei kohaldu;jah;ei kohaldu;1;füüsiliselt ebapuhas, räpane, must;jah;2;sage;Lapsed tulid mänguväljakult rüvedad ja porisena koju. | Rüve köök vajas hädasti koristamist. | Ta kandis rüvedaid töörõivaid, mis olid õlist läbi imbunud. | Põrand oli nii rüve, et seda tuli mitu korda pesta. | Rüvedad aknad ei lasknud valgust sisse.;neutraalsetes/formaalsetes;jah;See tähendus on neutraalne kirjeldav omadussõna, mida kasutatakse nii argises kui ka ametlikus keeles. Sõna väljendab objektiivset füüsilist seisundit ilma emotsionaalse laenguta. Seda võib kohata nii ilukirjanduses, ajakirjanduses kui ka ametlikes dokumentides. Kasutus ei ole piiratud kindla registriga. Sõna on standardkeelne ja neutraalne.;väga kindel;ei kohaldu;ei;ei kohaldu
;;;;;;2;kuri/deemooniline vaim;ei;3;sage;Ja kohe, kui Jeesus oli paadist välja astunud, tuli talle vastu hauakambritest tulnud rüveda vaimuga inimene | Rüve vaim, mine sellest inimesest ära! | Kui rüve vaim on inimesest välja läinud, käib ta põuaseid paiku pidi hingamist otsides | Inimest, kelle südames elab rüve vaim, kutsutakse kurjast vaimust vaevatuks | See evangeeliumis kirjeldatud 'keeletu vaim' on rüve vaim;neutraalsetes/formaalsetes;ei;"Valdavalt esineb piibli- ja usutekstides ning nende tsitaatides. ""Rüve vaim"" on etableerunud religioosne termin, mida kasutatakse teoloogilises kontekstis neutraalselt. Kuigi teema on religioosne, on keelekasutus ise formaalne ja terminoloogiline. Fraas pärineb piiblikeelest ja on eesti keeles täielikult juurdunud.";väga kindel;ei kohaldu;ei;ei kohaldu;2;moraalselt ebapuhas, labane, obstsöönne;jah;2;keskmine;Ta rääkis rüvedaid nalju, mis panid mõned kuulajad punastama. | Film sisaldas rüvedaid stseene, mis ei sobinud lastele. | Rüve kõnepruuk ei ole kohane ametlikus keskkonnas. | Ta kasutas rüvedaid sõnu, mis šokeerisid vanaemasid. | Rüvedad laulud kõlasid hilisõhtul baarist.;neutraalsetes/formaalsetes;ei;Kuigi sõna viitab ebatsensuursetele või labasele sisule, on sõna ise neutraalne kirjeldav termin. Seda kasutatakse nii ametlikes tekstides kui ka argises kõnes. Sõna ise pole vulgaarne, vaid kirjeldab vulgaarsust neutraalselt. See on standardkeelne termin, mida kasutatakse ka ametlikes kontekstides. Sõna registreeritakse neutraalsena.;pigem kindel;ei kohaldu;ei;ei kohaldu
;;;;;;3;halvustav omadussõna inimeste kohta;ei;3;vähene;See on minu peatus, selgitan ma rüvedikule, kelle peal ma tallan | Rüvedad vastavad ühest suust | Hetkega valguvad rüvedad perroonile | Rüvedate hääl kõlab nüüd juba vähem enesekindlalt | Teen seda rõõmuga. Oled selle ära teeninud. Meie vastaseks on rüvedate müriaad;informaalsetes;ei;Sõna kasutatakse emotsionaalselt laetud kontekstis, sageli esimese isiku jutustuses või dialoogis. Tekstid on isiklikud, kirjeldavad konfliktseid olukordi ja väljendavad halvustavat suhtumist. Keelekasutus on kõnekeelne ja ekspressiivne. Esineb peamiselt ilukirjanduslikes tekstides konfliktsetes olukordades.;pigem kindel;halvustav;ei;Sõna kasutatakse inimeste kohta halvustavalt ja põlastavalt, väljendades tugevat negatiivset hinnangut. Esineb emotsionaalsetes, konfliktsetes olukordades. ;;;;;;;;;;;;;
;;;;;;3;halvustav omadussõna inimeste kohta;;3;vähene;See on minu peatus, selgitan ma rüvedikule, kelle peal ma tallan | Rüvedad vastavad ühest suust | Hetkega valguvad rüvedad perroonile | Rüvedate hääl kõlab nüüd juba vähem enesekindlalt | Teen seda rõõmuga. Oled selle ära teeninud. Meie vastaseks on rüvedate müriaad;informaalsetes;;Sõna kasutatakse emotsionaalselt laetud kontekstis, sageli esimese isiku jutustuses või dialoogis. Tekstid on isiklikud, kirjeldavad konfliktseid olukordi ja väljendavad halvustavat suhtumist. Keelekasutus on kõnekeelne ja ekspressiivne. Esineb peamiselt ilukirjanduslikes tekstides konfliktsetes olukordades.;pigem kindel;kõnekeelne;ei;Keelekasutus on mitteformaalne ja ekspressiivne, mis viitab kõnekeelsele registrile. Sõna funktsioneerib kui solvav hinnang teiste inimeste kohta. Tekstides esineb sageli koos teiste emotsionaalsete või halvustavate väljenditega.;;;;;;;;;;;;;
töötatööline;vananenud;1;;191;ei;1;töötu inimene, töötuna registreeritud isik;jah;1;sage;See koolitus on viis aastat tagasi rajatud just töötatöölistele ja ühiskonna vähemkindlustatud osale. | Üheks tähtsamaks päevaküsimuseks praegusel ajal on töötatööliste küsimus. | Reede olid Riias töötatööliste meeleavaldused. | Novembris kasvas töötatööliste arv suure kiirusega. | Kirjavahetus töötatööliste tööle rakendamise ja registreerimise kohta.;neutraalsetes/formaalsetes;jah;Sõna kasutatakse neutraalsetes ja formaalsetes tekstides. Tegemist on ametliku terminiga, mida kasutatakse ajaloolistes dokumentides, ametlikes ringkirjades, ajaleheartiklites ja riiklikes dokumentides. Sõna esineb peamiselt 1920.-1930. aastate kontekstis, mil see oli ametlik termin töötute kohta. Tekstides puuduvad kõnekeelsuse või slängi tunnused. Sõna kasutatakse neutraalses, kirjeldavas toonis ilma emotsionaalse värvinguta.;väga kindel;vananenud;jah;Sõna on iganenud, aegunud termin. Tänapäeval kasutatakse selle asemel terminit töötu. Tekstimaterjalist selgub, et tegemist on peamiselt 1920.-1930. aastate terminiga, mis oli tollal ametlikult kasutusel. Praeguses keelekasutuses on see asendunud sõnaga töötu. Sõna esineb peamiselt ajaloolistes tekstides või ajaloolist perioodi kirjeldavates materjalides.;1;töötav tööline (tööline, kellel on töö);ei;1;vähene;Konkreetsed näitelaused puuduvad treeningandmetest;ei kohaldu;ei;Kuna puuduvad konkreetsed näited sõna kasutusest, ei saa kindlalt määrata registrit. Sõna ise on grammatiliselt korrektne liitsõna, mis võiks teoreetiliselt esineda erinevates registrites. Sõnamoodustuse poolest on tegemist neutraalse terminiga. Praktilist kasutust ei ole piisavalt dokumenteeritud, et teha kindlaid järeldusi registri kohta. Tõenäoliselt on tegemist pigem teoreetilise kui praktilise sõnaga.;väga ebakindel;harv;ei;"Sõna ""töötatööline"" esineb treeningandmetes äärmiselt vähe või üldse mitte. Tegemist on väga harva kasutatava sõnaga eesti keeles. Kuigi sõnamoodustus on teoreetiliselt võimalik ja arusaadav (töö+ta+tööline), ei ole see praktikas levinud. Sõna tundub olevat pigem teoreetiline võimalus kui tegelikult kasutatav termin. Haruldus viitab sellele, et keelekasutajad eelistavad teisi väljendusviise sama mõtte edastamiseks."
süvasadam;REGISTRITA;1;;1955;jah;1;sügava veega sadam;jah;1;sage;Süvasadam on sadam, kuhu saaksid tulla suured ro-ro-tüüpi praamid ja kruiisilaevad. | Saaremaa sadam on süvasadam, mis asub Saaremaa põhjarannikul Mustjala vallas Ninase külas Küdema lahe ääres. | Kuid too süvasadam, mille kai ääres joonelt 12 meetrit vett olla, pole kaugeltki ainus sadam, mis lähiajal avatakse. | Saaremaa ootab juba ammu aasta läbi kasutatavat sadamat, kuhu võivad silduda kõige suuremad laevad, ühesõnaga - süvasadamat. | Kevadel 2006 valminud süvasadamas on 2 kaid kuni 200 meetri pikkuste ja 30 meetri laiuste laevade teenindamiseks, lisaks kai sadama abilaevastikule ja ujuvkai väikelaevade teenindamiseks.;neutraalsetes/formaalsetes;jah;"Sõna kasutatakse neutraalsetes ja formaalsetes tekstides. Materjalist selgub, et ""süvasadam"" on tehniline termin merenduses, mida kasutatakse ajakirjanduses, ametlikes dokumentides ja avalikes aruteludes. Sõna esineb uudistekstides, arvamusartiklites ja ametlikes teadaannetes. Ei esine kõnekeelseid või slängilisi tunnuseid. Sõna kasutatakse neutraalses registris nii poliitilistes aruteludes kui ka tehnilistes kirjeldustes.";väga kindel;ei kohaldu;jah;ei kohaldu;1;sadam, mis on piisavalt sügav suurte laevade vastuvõtmiseks;jah;2;sage;Muuga süvasadam on Eesti suurim kaubasadam. | Uue süvasadama ehitus võimaldab vastu võtta suuremaid konteinerlaevusid. | Tallinna süvasadam teenindab regulaarselt kruiisilaevusid. | Süvasadama kai sügavus peab olema vähemalt 15 meetrit. | Paldiski süvasadam on oluline transiidikaupade käitlemisel.;neutraalsetes/formaalsetes;jah;Esimene tähendus esineb peamiselt ametlikes ja neutraalsetes tekstides nagu uudised, majandusartiklid, tehniline dokumentatsioon ja transpordilogistika materjalid. Sõna kasutatakse faktiliselt ja terminoloogiliselt. See on standardne termin merenduses ja logistikas. Emotsionaalne või stiililine märgistus puudub. Kasutuskontekst on valdavalt informatiivne ja asjalik.;väga kindel;ei kohaldu;jah;ei kohaldu
;;;;;;;;;;;;;;;;;;;2;metafoorne tähendus - turvaline, kindel koht või olukord elus;ei;2;vähene;Kodu oli tema süvasadam, kuhu alati tagasi pöörduda. | Ta leidis lõpuks oma süvasadama - kindla töökoha ja stabiilse elu. | Armastus on süvasadam tormisel elumerel. | Perekond oli tema ainus süvasadam kõigi raskuste keskel. | Ta otsis terve elu süvasadamat, kuid ei leidnud rahu.;ei kohaldu;ei;Teine tähendus esineb nii formaalsetes kui informaalsetes tekstides. Metafoori kasutus sõltub kontekstist - võib esineda nii ilukirjanduses, luules kui ka argivestluses. Sõna metafoorne kasutus pole piiratud kindla registriga. Emotsionaalne laeng varieerub kontekstist sõltuvalt. Selget eristust formaalsuse alusel pole võimalik teha.;pigem kindel;luulekeelne;ei;Metafoorne kasutus on iseloomulik poeetilisele keelekasutusele, kus süvasadam kujutab turvalise pelgupaiga või kindla aluse sümbolit. See on kujundlik väljend, mis esineb sageli luules ja ilukirjanduses. 
;;;;;;;;;;;;;;;;;;;2;metafoorne tähendus - turvaline, kindel koht või olukord elus;;2;vähene;Kodu oli tema süvasadam, kuhu alati tagasi pöörduda. | Ta leidis lõpuks oma süvasadama - kindla töökoha ja stabiilse elu. | Armastus on süvasadam tormisel elumerel. | Perekond oli tema ainus süvasadam kõigi raskuste keskel. | Ta otsis terve elu süvasadamat, kuid ei leidnud rahu.;ei kohaldu;;Teine tähendus esineb nii formaalsetes kui informaalsetes tekstides. Metafoori kasutus sõltub kontekstist - võib esineda nii ilukirjanduses, luules kui ka argivestluses. Sõna metafoorne kasutus pole piiratud kindla registriga. Emotsionaalne laeng varieerub kontekstist sõltuvalt. Selget eristust formaalsuse alusel pole võimalik teha.;pigem kindel;harv;ei;Tähendus on ka harv, kuna metafoorne kasutus on märkimisväärselt vähem levinud kui tehniline tähendus. Andmeid selle kasutuse kohta on vähe võrreldes tehnilise tähendusega. Kujund on emotsionaalselt laetud ja kunstiliselt markeeritud.
teraapia;REGISTRITA;2;teised tähendused registrita;34375;jah;1;meditsiiniline/tervisealane ravi;jah;2;vähene;"TES teraapia ja Dreamer – teraapia on füsioterapeudilised ravimeetodid, mis stimuleerivad peaajus oma ""rõõmuhormoonide""- endorfiinide väljatöötamist.| Verikupu teraapia on iidne tervise protseduur, millele eelneb saunas käik. | Teraapia on efektiivne aju kognitiivsete võimete suurendamiseks, sh parandab vaimset võimekust.";neutraalsetes/formaalsetes;jah;Meditsiinilise ravi tähenduses kasutatakse sõna peamiselt informatiivses ja asjalikus stiilis. Tekstides kirjeldatakse ravimeetodeid, protseduure ja tervisealaseid teenuseid neutraalse või professionaalse tooniga. Puuduvad kõnekeelsed väljendid või emotsionaalsed hinnangud. Kasutatakse meditsiinilist terminoloogiat ja selgitavat keelt.;väga kindel;ei kohaldu;jah;ei kohaldu;1;meditsiiniline ravi või ravimeetod;jah;2;sage;Patsient alustas füsioteraapiat pärast põlveoperatsiooni. | Psühhoteraapia võib aidata depressiooniga toime tulla. | Vähihaige sai keemiaravi ja kiiritusteraapiat. | Lapse kõnearengut toetab logopeediline teraapia. | Uus geeniteraapia meetod näitab paljulubavaid tulemusi.;neutraalsetes/formaalsetes;jah;"Meditsiinilises tähenduses kasutatakse sõna ""teraapia"" peamiselt teaduskirjanduses, meditsiinilistes tekstides, ravijuhendites ja ametlikes dokumentides. See on etableerunud termin, mis kuulub meditsiini oskuskeelde. Sõna esineb haiguste kirjeldustes, ravimeetodite tutvustustes ja teadusartiklites. Kasutus on neutraalne ja asjalik, ilma emotsionaalse värvinguta.";väga kindel;ei kohaldu;jah;ei kohaldu
